"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GNF2_HMMR","GNF2_HMMR","GNF2_HMMR","45/5016","47/10013",7.95225400208745e-12,6.07985965068686e-10,4.7485229639259e-10,"259266/3161/4171/10403/6790/332/4173/2305/83461/51053/7272/10112/10051/991/1063/11130/1164/9787/79733/51659/7153/5111/5983/55143/9700/10592/3832/1062/10733/890/4288/701/9133/9833/5347/6240/2237/699/983/79801/6241/11065/7298/9212/146909",45
"GNF2_RRM1","GNF2_RRM1","GNF2_RRM1","74/5016","88/10013",2.38659661378324e-11,1.67260646015975e-09,1.30634762017609e-09,"259266/3161/4171/79023/10403/6790/332/4436/79019/4174/7443/9837/9097/4173/54927/10988/2305/10635/4172/51053/7272/10051/5096/991/1063/9928/7112/11130/1164/9787/10606/8520/79733/51659/7153/5901/5111/4678/5983/1965/55143/10592/3832/1062/55215/10733/81611/51514/6637/890/4288/6749/701/9133/29127/5984/3148/9833/4176/9768/6240/1841/2237/983/5036/79801/6241/11065/7298/9212/146909/3014/5557/1719",74
"GNF2_BUB1B","GNF2_BUB1B","GNF2_BUB1B","46/5016","49/10013",3.46013217835547e-11,2.23322934861811e-09,1.74420816513887e-09,"9918/5424/259266/3161/4171/10615/10403/6790/79019/9837/4173/55723/4172/51053/7272/10112/4001/10051/991/9928/3070/11130/55355/1434/10606/7153/5111/4678/55143/9700/3832/55165/55215/890/701/9133/29127/9833/5347/6240/699/5036/6241/11065/7298/9212",46
"GNF2_SMC4L1","GNF2_SMC4L1","GNF2_SMC4L1","71/5016","84/10013",3.7176231724915e-11,2.23322934861811e-09,1.74420816513887e-09,"259266/3161/4171/10403/6790/11198/4436/4174/5427/7443/9837/4173/10988/2305/10635/26271/4172/51053/7272/10051/5096/991/1063/11340/7112/11130/1164/7913/9787/8520/1854/79733/1736/51659/7153/5111/4678/5983/1965/55143/26586/6426/10592/10541/3832/55215/10733/81611/51514/6637/890/6749/701/9133/29127/7398/5984/3148/4176/9768/6240/1841/2237/983/79801/7298/146909/3014/5557/23234/1719",71
"MODULE_98","MODULE_98","MODULE_98","257/5016","393/10013",3.1251698670492e-10,1.75217857212559e-08,1.36849543651839e-08,"4800/381/7748/9918/3298/5981/7175/5982/5888/8531/5424/6047/5378/1316/865/10947/114049/9319/6596/4292/7374/6626/3835/10403/3842/334/4998/8438/8570/7597/57060/9878/8318/23468/4436/2289/1832/8317/10521/5427/5706/3091/5693/7528/328/5411/4605/1457/10483/1869/8731/1478/5422/2000/10664/4150/898/2091/3978/7639/6119/2146/2737/5425/5889/3837/10951/4927/1655/2965/2305/5985/57122/1822/6428/4172/1871/896/5528/4001/4090/3836/22916/10120/1058/6772/1386/1820/7341/607/3065/6421/1647/1810/4751/1063/6118/894/1958/10520/3181/1959/11130/1031/1017/6431/1434/6845/6631/25803/1026/6659/7913/6662/7517/8089/5300/3872/813/8520/9513/904/6874/4861/1786/7153/6627/5901/6117/5111/4678/8900/5983/891/1022/29889/9700/9053/10200/1660/11097/6426/86/6434/10592/5695/4609/7020/9493/10121/1847/580/6741/1062/22822/4857/6938/2958/8125/207/11004/9869/5993/6637/1060/890/5558/5440/6749/1111/5531/9781/51351/7545/1633/7804/9133/1859/995/6651/1827/8208/6294/103/9401/6427/51727/5928/4487/5984/3015/3148/4085/10370/9232/5885/5001/9318/5347/11051/51450/9726/8085/7705/10036/55806/2237/699/3185/983/2353/51282/3726/7764/6599/3267/10594/9416/3981/5708/9134/8061/1479/5426/10949/4291/5187/10472/1104/6635/754/9735/5892/3854/7026/677/4673/5757/3006/2963/3014/10772/3146/7678/7088/4097/5718/641/85236/5557/7594/6046/4676/3150/7247/2189/2297",257
"MODULE_17","MODULE_17","MODULE_17","240/5016","364/10013",3.79145574901262e-10,1.99288392807476e-08,1.55649236012097e-08,"204/79602/79090/1663/6307/6515/5597/9319/28951/8243/3028/3161/4171/2222/1785/51668/3693/8668/790/23259/4998/22974/3476/645/7023/8318/4436/6732/3710/11332/997/23481/5905/5836/5706/1983/4522/7443/328/6729/26133/1457/22919/191/11040/6611/5127/80777/2935/6713/7991/9466/7138/6742/4521/7965/6119/2146/5425/27339/3875/4055/4172/896/5528/7422/7272/2030/3157/23107/3156/900/56951/5917/11235/3280/11222/9136/10575/1820/6342/1647/991/3925/9928/4602/2805/11340/8795/10987/10124/5033/11130/10212/1017/1164/2181/79586/6845/6631/8970/116138/6745/8242/10245/9088/6597/5782/10606/11135/5880/813/3949/348/10452/51690/9518/9040/1968/1786/7153/6627/5111/7818/891/29889/301/1660/5279/5695/4609/5292/8870/10128/471/6938/6652/2958/4864/3487/23421/11004/7371/890/10299/55651/7357/54107/6001/8501/871/3992/5531/3087/79888/6396/9133/4720/79053/5710/7791/6427/51035/9249/7805/5928/6282/8833/5984/9232/6522/3636/7417/3251/9188/9790/9318/4176/23423/9768/5347/915/10036/7083/54541/1841/2237/10768/9925/2705/23119/5881/983/27258/3726/6623/9793/6051/7298/9632/391/9212/2624/9582/1104/90411/8334/7262/91304/7485/6472/64746/6734/5831/10946/8624/11156/64976/23532/3638/4673/1645/3006/3014/1201/55660/2961/85236/5557/2673/4860/7052/23/10962/5520/25907/26065/100133941/9326/5645",240
"GNF2_FEN1","GNF2_FEN1","GNF2_FEN1","50/5016","56/10013",5.03425879785957e-10,2.49047744058818e-08,1.94512538072097e-08,"3161/4171/10403/4436/4174/5427/7443/9837/4173/10988/2305/10635/5985/4172/51053/7272/10051/5096/1063/11130/1164/9787/8520/1854/79733/1736/51659/7153/5111/4678/3832/55215/10733/51514/890/9133/29127/5984/3148/4176/9768/6240/1841/2237/983/79801/7298/146909/23234/1719",50
"MODULE_198","MODULE_198","MODULE_198","204/5016","303/10013",5.5526223760072e-10,2.59430856567892e-08,2.02622009510438e-08,"4800/7748/9918/3298/5981/5982/5888/5424/6047/10947/114049/9319/6596/4292/7374/3835/10403/3842/334/4998/8438/8570/7597/8318/23468/4436/2289/1832/8317/10521/5427/5706/3091/5693/328/5411/4605/1457/1869/8731/5422/10664/4150/898/3978/6119/2146/5425/5889/3837/10951/1655/2305/5985/57122/1822/4172/1871/5528/4001/22916/1058/6772/7341/607/3065/6421/1810/3925/4751/1063/6118/894/7112/10657/11130/1031/1017/6431/1434/6631/25803/1026/6659/7913/6662/7517/3872/813/8520/904/6874/1786/7153/6627/5901/6117/5111/4678/8900/5983/891/1022/29889/9700/10200/1660/6426/86/6434/10592/4609/7020/9493/10121/1847/580/6741/1062/22822/6938/2958/8125/207/11004/9869/5993/890/5558/5440/6749/1111/5531/9781/7545/1633/7804/9133/1859/995/8208/103/9401/6427/51727/5928/4487/5984/3015/3148/4085/9232/5885/9318/5347/8085/7705/10036/55806/2237/699/3185/983/2353/3726/7764/6599/10594/9416/3981/5708/9134/8061/1479/5426/10949/4291/5187/1104/6635/754/9735/5892/3854/677/4673/5757/2963/3014/10772/3146/7678/7088/4097/5718/641/85236/5557/7594/6046/4676/7247/2189/2297",204
"GNF2_RRM2","GNF2_RRM2","GNF2_RRM2","38/5016","40/10013",7.50703381055174e-10,3.3228502287758e-08,2.59522941705501e-08,"259266/8243/3161/4171/10403/6790/332/79019/4173/2305/4172/51053/4001/991/1063/11130/9787/7153/5111/55143/9700/3832/1062/890/4288/701/9133/9833/5347/6240/699/983/6241/11065/7298/9212/146909/3014",38
"GNF2_ESPL1","GNF2_ESPL1","GNF2_ESPL1","34/5016","35/10013",1.05813182144611e-09,4.44944430918087e-08,3.475127666223e-08,"9918/259266/3161/10615/22974/332/79019/4173/55723/2305/10112/1058/991/10606/7153/5111/55143/9700/10592/3832/1062/11004/890/4288/701/9133/4085/9833/5347/699/6241/1163/11065/9212",34
"GNF2_CENPE","GNF2_CENPE","GNF2_CENPE","38/5016","41/10013",5.27626091129254e-09,2.11301686971287e-07,1.6503192023291e-07,"259266/3161/10403/6790/332/4605/7468/2305/83461/991/1063/7112/11130/1164/9787/5111/5983/55143/9700/10592/3832/1062/890/4288/9133/899/6240/699/983/79801/6241/1163/11065/7298/9212/146909/3014/5557",38
"MODULE_52","MODULE_52","MODULE_52","272/5016","430/10013",1.34340380771399e-08,5.13546637403394e-07,4.01092811489728e-07,"204/3675/79602/8842/933/25937/7077/26064/3371/6307/9697/2261/4129/9319/87/3161/4171/11343/51512/10512/7374/2260/1785/3693/2195/22974/3912/3655/55573/10762/8318/6732/3710/1832/29775/10521/7078/1033/26133/10544/4605/994/1457/22919/1869/8406/8766/7138/2109/5445/858/857/4521/5054/6119/2146/4232/5425/2022/10951/7531/23531/7358/27339/3875/2305/4055/4172/10486/1871/7422/7272/4015/4001/1627/4968/2632/7372/9136/1058/2202/2335/3485/2274/25797/6382/390/2034/6342/5768/6513/991/3925/1063/5955/4072/2805/8795/7852/5552/11130/1031/1017/5208/1164/2181/79586/1434/6780/5184/6631/116138/1026/6659/6745/3704/9787/9088/8910/10606/5880/3976/813/8520/3949/348/9518/4861/9590/7153/22903/5111/4017/891/79022/2012/9415/301/10492/9700/27090/4609/8870/8836/7057/3832/306/1848/6652/10099/7168/10650/25800/9123/3487/1969/3339/3321/7371/8490/51454/890/4651/10769/2719/123/871/3992/11098/51232/23657/2059/6695/2697/5352/9989/9601/701/9133/7791/2232/5635/6427/899/51035/7805/4487/6282/7048/8833/2919/5984/4085/10370/9232/26872/501/3251/9188/23423/9768/5347/3481/6240/10036/54541/1841/649/2237/8754/3576/2705/5881/4071/983/3892/5569/3726/3752/2244/6241/55970/11065/9793/8534/22845/284119/977/5339/5187/1104/1728/7262/90355/91304/7485/302/6525/11156/5142/23764/23532/3434/3638/10445/3006/3014/3556/8644/6275/4312/2316/5265/6840/85236/7169/4860/7052/80740/10962/2013/9080/9374/7124/3833/23089/2119/25907/5175/8517/100133941/5645",272
"MODULE_252","MODULE_252","MODULE_252","161/5016","237/10013",1.42758044206898e-08,5.21997892078266e-07,4.07693453478738e-07,"4800/9918/3298/5888/5424/9319/6596/4292/7374/10403/3842/334/4998/8438/8570/332/7597/8318/23468/4436/1832/8317/5427/5693/328/5411/4605/1457/1869/8731/5422/10664/4150/3978/6119/2146/5425/5889/10951/1655/2305/5985/57122/4172/1871/5528/4001/22916/1058/6772/7341/3065/6421/1810/3925/4751/1063/6118/894/7112/10657/11130/1031/1434/6631/1026/6659/7913/6662/7517/3872/813/8520/904/6874/1786/7153/6627/5901/6117/5111/4678/5983/891/1022/29889/1019/10200/1660/6426/86/6434/10592/4609/9493/580/6741/1062/22822/207/11004/890/5558/6749/5531/1633/7804/9133/1859/995/8208/9401/6427/51727/5928/4487/5984/3015/3148/4085/9232/5885/9318/5347/8085/7705/10036/55806/2237/699/3185/983/2353/3726/7764/10594/9416/5708/9134/8061/10949/4291/5187/1104/6635/9735/5892/677/4673/2963/3014/10772/3146/7678/4097/5718/85236/5557/7594/11169/7247",161
"GNF2_BUB1","GNF2_BUB1","GNF2_BUB1","26/5016","26/10013",1.51547029644363e-08,5.31046049712123e-07,4.14760291658257e-07,"259266/3161/10615/10403/5902/4173/55723/2305/51053/10112/991/55143/9700/10592/1062/11004/701/9133/8208/9833/5347/81620/699/6241/1163/9212",26
"MODULE_18","MODULE_18","MODULE_18","282/5016","450/10013",2.7119286615895e-08,9.12292801758707e-07,7.12523572560777e-07,"6405/204/3675/3720/9940/933/23649/25937/2730/10953/960/6642/5606/7077/3371/9697/2065/5597/9319/28951/87/4171/51512/10512/7374/2222/6932/51668/3693/3842/2195/790/4998/22974/5829/3912/3655/10762/25805/3710/11332/997/29775/7078/23170/5706/4522/328/10484/10544/1457/22919/1869/191/8406/6611/80777/4793/857/6742/4521/7965/5054/6119/10951/10493/7531/23321/8882/6484/27339/3875/2305/10486/7803/7922/896/7422/4001/56951/4968/2632/11222/1058/1796/2335/8869/2274/25797/6382/8942/390/2034/5906/6513/991/3925/5955/10965/1846/8795/11328/11130/1031/10212/1017/5208/1164/2181/1434/6631/6745/3704/11190/8242/9572/9787/9088/8910/10606/11135/5880/813/8520/482/57509/1028/9518/1968/4861/1786/7153/6117/5111/8546/5983/891/79022/301/10492/9700/5279/11137/27090/4609/7020/8870/8836/3832/1848/6938/10099/7168/6524/10650/25800/4864/9123/56270/1580/3321/7371/26092/8560/51454/1238/890/4651/10769/55651/357/123/54107/3363/8501/871/11098/51232/23657/5756/8872/2059/5352/9425/79888/9601/1836/701/978/1827/5710/11243/2232/6427/899/9249/4487/6282/476/8833/2919/5984/4085/9232/26173/6522/6990/5277/3251/9188/9318/4176/23423/9768/5347/4088/6240/10036/7083/8772/54541/1841/649/2237/3576/2705/10555/5881/4071/983/3892/3752/55970/11065/9793/8534/22845/1479/8851/7298/977/10949/5339/9212/5187/9582/1104/23760/1728/7262/90355/6472/302/23705/6525/11156/23532/3434/10445/3014/80317/6275/4311/4312/2316/85236/54898/7169/10919/80740/23/10962/2013/9080/7866/10626/9374/7124/3833/23089/2119/8517",282
"MODULE_125","MODULE_125","MODULE_125","39/5016","44/10013",7.08585097062394e-08,2.2920002562672e-06,1.79010971889447e-06,"1663/5982/5424/4998/8318/8317/5427/5422/3978/6742/6119/5425/5985/4172/51053/1063/6118/1017/7153/6117/5111/5983/1062/675/5558/8208/5928/6282/5984/6240/10036/2237/6241/3981/5426/4673/3146/641/5557",39
"GNF2_CKS2","GNF2_CKS2","GNF2_CKS2","43/5016","50/10013",1.05499677553514e-07,3.2861195860187e-06,2.56654186329015e-06,"259266/3161/4171/10403/332/7443/9837/4173/6119/10988/2305/83461/51053/7272/10112/10051/991/1063/11130/1164/9787/51659/7153/5111/5983/26586/10592/1062/55215/10733/51514/890/9133/29127/5984/3148/9232/9768/6240/2237/983/79801/7298",43
"MODULE_158","MODULE_158","MODULE_158","38/5016","43/10013",1.26222659742444e-07,3.79118774440697e-06,2.96101276989793e-06,"1663/5982/5424/4998/8318/8317/5427/5422/3978/6742/6119/5425/5985/4172/51053/1063/1017/7153/6117/5111/5983/1062/675/5558/8208/5928/6282/5984/3148/6240/10036/2237/6241/5426/4673/3146/641/5557",38
"MODULE_126","MODULE_126","MODULE_126","126/5016","183/10013",1.64796893153915e-07,4.75889940269339e-06,3.71681986016732e-06,"292/3675/7869/3309/10721/259266/54847/56666/11343/7374/29089/1906/3320/9689/3693/57613/2122/23139/6790/8570/22974/638/1033/328/1457/1869/4363/23420/10469/6320/8662/6119/10105/708/1845/7531/2305/26271/896/1611/7372/4953/80267/1063/5955/4602/10783/8795/10376/1164/1434/3704/10606/5471/1854/80328/5901/5111/8900/5983/891/8536/55207/1019/9648/10592/4609/2644/1062/3068/8444/6574/890/27242/113115/54892/4288/2209/132/5097/60685/55093/4643/3460/3689/65260/10109/8833/5984/3148/202333/9833/9318/6240/2237/22809/699/7532/983/84275/1503/1163/1964/9134/8061/2118/2/79751/83903/977/1104/6472/71/2963/2316/51108/4097/4151/444/11331/5098/4282/57026/2119/9236/5175",126
"GNF2_TTK","GNF2_TTK","GNF2_TTK","35/5016","39/10013",1.69758599382642e-07,4.75889940269339e-06,3.71681986016732e-06,"259266/3161/4171/10403/22974/4173/2305/51053/7272/10051/991/1063/11130/55355/1164/51659/7153/5111/10592/3832/55215/10733/11004/890/79682/701/9133/29127/5984/9833/6240/2237/983/7298/146909",35
"MODULE_8","MODULE_8","MODULE_8","262/5016","421/10013",2.06496650725198e-07,5.60205429870618e-06,4.37534499329452e-06,"8813/204/79602/8842/5606/5954/2261/4129/5597/9448/9319/87/3028/4171/7374/3566/1785/3693/2195/8668/790/22974/7023/3655/55573/4436/25805/6732/3710/1832/4713/6634/23481/10521/5706/1033/51382/328/6729/80344/10484/22919/191/57149/10664/2935/8766/6713/2109/5445/857/6742/4521/7965/6119/4232/196/5425/10951/1362/5878/7531/23531/27346/374/7358/6309/4891/3875/2305/4172/1871/7803/7922/10591/7272/2030/3156/4001/1627/11235/7372/11222/6364/2335/23301/6382/390/6342/5997/23046/991/50999/3925/1063/5955/4072/2805/10987/10124/11130/10212/1017/1164/2181/1434/6780/5184/6631/6659/6745/3704/6597/5782/8910/10606/11135/3976/813/4430/8520/10776/1315/10038/3949/348/51690/9518/9040/1786/7153/2643/6117/2926/22903/5111/7818/79572/891/79022/1660/5279/5695/4609/8870/8836/2644/5876/10097/10128/306/1848/6895/6652/2958/10099/7168/1543/25800/432/1969/7371/26092/890/10788/25816/55651/2719/5440/123/54107/8501/871/3992/8091/51232/8872/2059/3698/2697/5796/5352/7071/9601/701/6396/9133/4720/79053/3898/5710/8659/7791/5635/6427/433/51035/5928/8833/2919/5984/4085/9263/9232/6522/6990/3251/9188/9318/4176/23423/9768/5347/3481/6240/10036/7083/8772/1841/2237/8754/3576/2705/4071/7324/983/27258/3726/2244/10605/11065/9793/26471/7298/9632/977/10949/7334/9212/1104/8204/7262/7485/6472/23236/64746/64976/1201/27341/3556/7088/307/5265/2961/54898/11325/9874/4860/23/23089/6414/100133941",262
"MORF_PRKAG1","MORF_PRKAG1","MORF_PRKAG1","149/5016","224/10013",3.76626581829173e-07,9.89821735369795e-06,7.73075615333566e-06,"7095/9690/10953/23633/6301/5981/26009/7175/23200/6433/7158/3340/6596/23291/9733/832/8668/200081/790/27292/10573/10075/51593/8886/7023/2802/2734/372/23511/11018/7593/1457/5432/7264/3191/10226/10952/11196/8882/3312/9761/8078/10902/22916/84759/57142/10314/10575/23301/829/9927/25936/6118/6185/10285/27230/4801/10657/3181/5033/10549/221443/6745/9088/4357/10038/23039/4245/26057/7818/8546/1455/29889/5279/11137/5879/86/3032/5861/10128/6741/22872/23344/22893/5373/1213/10939/1453/26092/65005/8751/805/23020/8893/2631/4841/2746/256364/1070/64210/8450/995/8703/8659/29/10898/124801/23248/6522/9790/54386/5245/8085/11273/10768/23214/8019/1107/4798/22883/4580/10594/10897/5708/10589/1479/6197/10425/25970/23042/90411/5430/28955/10519/6917/50626/9612/10554/8859/7407/28973/6311/4676/23636/10195/2189/11165/9326/6880",149
"GNF2_RFC3","GNF2_RFC3","GNF2_RFC3","36/5016","41/10013",3.96999415103387e-07,1.01174699424833e-05,7.9019979274167e-06,"9918/259266/3161/10403/332/11198/5902/4173/6119/2305/10635/8914/4172/10051/1164/10606/51659/7153/5901/5983/10592/3832/1062/55215/23421/890/6749/5984/3015/9768/6240/983/1503/1163/11065/5198",36
"GNF2_SMC2L1","GNF2_SMC2L1","GNF2_SMC2L1","30/5016","33/10013",7.12092051317891e-07,1.75616994706831e-05,1.37161280051395e-05,"259266/3161/10403/332/4605/2305/4172/7272/10051/991/1063/11130/1164/7153/5111/5983/55143/9700/10592/3832/1062/890/9133/5984/6240/699/983/1163/146909/5557",30
"GCM_RAB10","GCM_RAB10","GCM_RAB10","120/5016","176/10013",7.30867397709759e-07,1.75616994706831e-05,1.37161280051395e-05,"55591/26009/51528/23118/51660/10787/23041/8776/55810/7813/55746/6400/23291/1781/3093/28962/11342/27131/55900/10558/25831/51100/79882/55738/51340/57136/3839/54928/51366/55069/23731/23142/1182/23360/8099/55832/55754/55914/55683/80267/8443/23215/8609/26234/51552/25940/55717/57179/57403/5911/10054/23499/4289/9885/5565/55860/26057/9406/51164/10526/51520/56907/51014/29979/23014/9857/51719/79595/56262/5962/122830/1453/57677/55917/57645/23020/79634/93627/51631/57720/51144/143686/54915/7342/55326/60685/54778/387509/9673/112939/55677/204851/256471/203259/26130/2957/9710/113201/55311/10768/22847/65110/51068/7532/10869/200933/28976/122809/23760/134553/84890/10766/7328/29978/375743/65250/22887/6293/84450/652276",120
"GNF2_MCM5","GNF2_MCM5","GNF2_MCM5","49/5016","61/10013",9.88550160985607e-07,2.30936301496915e-05,1.80367046916672e-05,"81887/5725/23649/63933/8243/4171/6717/10403/51668/8602/79019/4174/7443/328/9837/10528/4173/4172/4001/10051/6421/11340/11130/7913/8520/1854/1736/51659/7153/5111/4678/55143/6426/6434/10541/80349/51514/6637/27316/6749/3192/7398/3148/4176/6240/2237/5036/7298/23636",49
"MODULE_321","MODULE_321","MODULE_321","81/5016","112/10013",1.22822319762187e-06,2.79171813297296e-05,2.18040192124054e-05,"3675/2730/55635/960/3459/7414/4052/131566/6646/8531/1265/1316/2355/3693/5351/334/5829/2289/4627/10484/10544/30844/64397/23189/1787/23603/8936/2632/79745/79971/894/10783/84918/8795/48/2181/57045/5791/3939/10970/56262/4609/3685/22822/9123/1969/8804/8444/3688/4900/4643/875/8566/6464/3678/824/3625/7048/308/2171/501/4783/5271/8754/136/79095/84230/5621/9610/8061/2131/80781/754/26010/10447/837/307/6281/11325/10962/2297",81
