"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"MODULE_1","MODULE_1","MODULE_1","216/5016","368/10013",0.000455943720434249,0.00511264891846937,0.00399310710948731,"79602/23637/25937/960/3459/7077/3371/4052/6515/9697/4129/10272/28951/87/4854/10512/2355/2260/2192/6595/6604/3693/2195/23645/9962/3912/3655/3983/5641/1113/6430/8406/7249/5157/83988/4125/1628/10135/858/857/5054/2022/81855/1277/1363/7466/7358/595/10486/7422/1627/604/3280/2632/2335/3485/3554/2274/6382/6342/5768/1647/5997/57035/7128/6446/894/4053/1958/8795/23024/5552/5033/10133/3164/4035/79586/6590/1026/6659/2354/27245/5782/8910/11135/813/4016/57509/1028/3949/5819/348/10912/9590/23180/9945/79921/9645/2012/301/8728/26136/3679/9314/23452/4609/5292/2766/8870/316/1848/10099/4123/7168/8826/25800/3487/1291/1292/3339/8543/8490/2052/388/10184/10957/2719/8501/871/11098/51232/9223/2059/667/2697/5796/4929/79888/27295/7071/1844/26053/1465/7791/4000/51035/9249/10611/4487/6282/1293/7048/151987/5783/25976/22836/10370/501/2669/4783/9188/2200/6764/10982/23102/3489/11031/7148/6774/10791/3667/4920/367/4071/2353/929/3726/3913/55970/6623/23015/26471/8408/977/5339/4094/5187/2517/1960/51363/7485/23641/716/6525/64061/23764/3434/4286/1645/4059/1604/9260/2316/6840/1675/8227/11325/7169/7052/2550/2878/2013/9936/23089/6414/5175",216
"GNF2_MSH2","GNF2_MSH2","GNF2_MSH2","23/5016","28/10013",0.000465033447330244,0.0051459622263781,0.00401912563897607,"4292/10403/11198/4436/9837/3978/10635/4172/10915/10051/1736/7153/5111/4678/10128/55215/23421/7398/5984/4176/9768/6240/2237",23
"MORF_XRCC5","MORF_XRCC5","MORF_XRCC5","143/5016","235/10013",0.000514504865188982,0.00557691027419528,0.00435570687915121,"55735/5725/23649/4190/10198/8574/8943/57418/865/9948/4171/5250/6626/2782/4898/7419/7514/8668/200081/8655/51433/23511/4670/8664/10598/22919/8428/23295/1445/6625/11100/26121/54555/94239/6742/4521/3614/7468/8882/9761/10645/10094/8683/10902/10915/4691/5496/3065/829/3925/10434/10657/3181/1017/7913/5300/1854/1635/23039/51690/25814/1786/1736/10487/47/1729/7818/10440/10574/1660/6426/6434/5695/3032/10097/10128/6741/3184/9908/3033/2098/2958/8125/10939/10899/10456/10130/805/23020/22838/4841/7013/10480/6749/114908/3192/22934/9868/9184/518/4720/7307/6294/6427/7398/6184/3015/7417/6240/10036/4723/4725/65110/7064/9158/3054/6599/1964/9804/2787/10594/6051/7298/10425/7284/90411/5430/6635/7332/6917/3146/9883/8295/2547/55660/7919/6721/57819/7917/4676/10921/23234/11331",143
"MODULE_430","MODULE_430","MODULE_430","40/5016","55/10013",0.000517240191899206,0.00557691027419528,0.00435570687915121,"56928/26999/57217/9138/79968/26205/55125/6901/11151/4832/11184/22870/1801/397/896/80325/9784/5585/10131/50809/5880/2643/55643/80774/4926/11132/6834/23218/10603/84447/10109/6850/5871/3635/6203/3669/156/2175/6494/30837",40
"MORF_PHB","MORF_PHB","MORF_PHB","81/5016","125/10013",0.000598457142246729,0.00637091717252531,0.00497584619269765,"1663/10953/7175/6433/10362/57418/7158/3340/284403/790/10573/51593/8886/7023/23511/7264/3191/10226/8882/9761/8078/5201/84759/10575/27013/9927/6118/4801/23550/2002/9088/4357/4245/26284/10440/29889/11137/23344/22893/10939/1453/8751/113419/256364/995/8703/8659/10898/2232/124801/23248/9790/3419/54386/5245/23214/8019/1107/4798/4580/10594/5708/1479/10425/25970/5430/10519/10445/2870/1616/10554/8859/7407/4676/23636/7866/9189/2189/8517/11165/7703",81
"MORF_GSPT1","MORF_GSPT1","MORF_GSPT1","36/5016","49/10013",0.000714888861486123,0.00751526915637287,0.00586961381009659,"3052/79017/7374/11332/10598/4522/2935/6742/8662/3313/5917/1981/5496/10067/9887/5887/8520/10452/6627/57050/891/1019/471/4236/6647/9898/10146/55651/79053/4116/2237/3308/54205/114932/3838/7416",36
"MODULE_372","MODULE_372","MODULE_372","20/5016","24/10013",0.000786625055951569,0.00816730459327493,0.00637886984943182,"30812/10762/4436/5422/54619/11275/1894/55758/10257/93986/57045/51520/3832/1836/29028/11093/2237/9134/10432/80072",20
"MODULE_32","MODULE_32","MODULE_32","145/5016","241/10013",0.000937675222276636,0.00944703133620036,0.00737836855095942,"10181/381/6224/8635/8531/6433/1975/26986/6160/6626/9689/8668/6175/16/1153/6634/6122/8664/1983/328/6729/1917/8731/1478/5422/5935/2935/6923/8766/5862/3646/1936/3191/6217/2091/11100/6223/6142/6742/4521/6119/6143/10951/5878/1982/8683/6206/2771/22916/11222/1933/4691/3069/6146/6421/6230/51552/2107/7112/10657/6144/3181/6431/6631/23157/6633/5908/7277/7538/1968/6627/5901/6117/1984/1965/9698/29889/4440/3178/11097/86/6434/11224/6194/6176/6741/6187/9775/6205/6202/6016/6637/5899/5868/6161/2768/27316/6129/6130/6188/5937/6921/10670/1915/1974/7307/6132/6427/6159/8802/6133/6184/2669/10036/378/11031/2237/3187/3185/6201/6599/5936/6138/8665/6181/10949/6232/8225/7284/4869/6635/10946/23466/6228/10383/10772/3146/2547/5094/6136/6147/7919/6235/6234/10381",145
"GCM_APEX1","GCM_APEX1","GCM_APEX1","74/5016","114/10013",0.000941663519438243,0.00944703133620036,0.00737836855095942,"2665/1975/865/5250/6626/6193/5720/4670/6634/2079/328/5411/4150/6223/6143/5216/506/8683/6428/4172/1933/4691/10575/6429/515/3065/829/10987/10657/6144/6633/5690/1854/6627/4678/4076/3178/10574/1660/11137/6434/3184/2098/6202/4841/6129/5440/8872/3192/6427/6159/3015/5885/7534/3251/293/6201/1072/8665/4869/6635/71/55967/6228/4673/5757/9045/5094/7919/4736/3150/1192/9326/6880",74
"MORF_RFC4","MORF_RFC4","MORF_RFC4","95/5016","151/10013",0.000943579824305387,0.00944703133620036,0.00737836855095942,"3052/55735/8574/9319/3161/4171/7374/10615/6626/7419/10403/7514/8668/790/8438/8886/8570/4436/23511/6732/8428/6742/2617/7468/8882/9761/4172/23107/22916/5496/10575/3336/9928/27230/10434/10657/3181/11130/10212/7913/2806/8894/5690/8520/1854/23039/25814/1786/1736/5538/7153/6117/4678/5983/9700/6426/86/10128/6741/3033/2098/2958/10939/23020/890/4841/6749/3192/9868/9184/518/64210/701/6294/7398/5984/3015/7417/6240/10036/699/54205/7690/7298/90411/6472/6917/9883/8295/57819/28973/23/23234/7416/10195",95
"MORF_RFC1","MORF_RFC1","MORF_RFC1","71/5016","109/10013",0.0010271739438385,0.0101629798443315,0.00793754230285107,"8504/5981/23200/6433/3340/6596/285527/284403/4998/8438/7023/23511/8317/7593/9097/6901/5432/23484/3191/10226/8882/9600/9761/2967/23527/84759/1796/10314/10575/1820/5906/9927/5033/23019/23550/9088/9070/4245/23175/29889/2958/22893/473/8751/9879/3363/472/1977/64210/8703/10898/124801/2135/26043/9790/3419/8085/23214/4798/7690/1479/80205/10425/25970/5430/8861/23137/7407/23636/2189/11165",71
"GNF2_FBL","GNF2_FBL","GNF2_FBL","92/5016","146/10013",0.00104686376725883,0.0102373538170311,0.00799563024197685,"6224/55718/1975/51668/7514/4528/27292/6634/51386/6122/8664/328/3646/6217/2091/6223/9512/79009/6143/3837/6428/6206/10915/1933/4691/6146/3065/6230/11340/10657/3181/6633/1350/25873/51690/1968/1736/23225/57050/7818/10492/517/3178/11137/6426/6434/11224/6194/3184/6187/23521/6202/5993/65005/23020/6161/4841/27316/6129/6130/6188/6132/6427/6159/6133/54948/6137/3921/3094/3185/6227/6201/10465/6124/6138/4869/6635/8241/51082/6228/4673/5757/51182/10772/9045/6136/6147/7919/4736/3150/6235/10137",92
"GCM_CSNK1D","GCM_CSNK1D","GCM_CSNK1D","25/5016","32/10013",0.00107194809554059,0.010362164923559,0.00809311084836451,"54476/23118/7813/55738/128866/54928/51366/55069/55754/55683/23215/26234/64786/55860/29979/79595/1453/57720/54915/60685/387509/65110/29978/9867/6293",25
"MORF_EIF3S2","MORF_EIF3S2","MORF_EIF3S2","147/5016","246/10013",0.00129692903432777,0.0123945149757915,0.00968042724187232,"204/3052/292/4190/8574/57418/55854/4171/1207/56005/5250/6626/2782/7419/7514/8668/200081/790/8438/10075/51433/10985/55573/23511/8664/5230/5432/1445/2091/26121/54555/6742/4521/3614/6009/10360/8882/9761/8683/10902/23107/4691/5496/10575/3336/829/6118/27230/10434/10657/3181/1017/7913/8894/5690/10054/5605/5300/9088/1854/1635/23039/51690/25814/1786/1736/47/7818/3939/10440/4076/10574/5695/10128/6741/3184/9908/3033/2098/2958/10939/6647/65005/10130/23020/4841/54107/10480/6749/22934/9868/9184/518/5018/4720/7307/6294/6184/5984/3015/6522/7417/9318/7184/5479/10036/4723/6520/4725/26156/7064/54205/7690/2783/9158/1964/9804/2787/10594/6731/5708/6051/10522/10425/7284/27335/1537/5430/6635/28955/7332/4673/6917/9045/9883/2547/7919/6721/57819/7407/7917/28973/4676/10921/7416/10195/11331",147
"MODULE_320","MODULE_320","MODULE_320","17/5016","20/10013",0.00131169077151005,0.0123947408858422,0.0096806036832912,"9918/672/1663/10403/9183/4281/7272/5901/8900/9700/10592/9493/3832/1062/10609/9232/5885",17
"GCM_DDX5","GCM_DDX5","GCM_DDX5","45/5016","65/10013",0.00133756640658316,0.0124988149770715,0.00976188816032621,"865/5250/8886/4670/6430/5411/22919/9097/5935/4150/3191/1655/1982/4691/6429/515/10657/3181/6745/1315/10440/4076/3178/1660/6434/5876/3184/2098/4841/3192/1859/6427/5885/7534/3187/4299/6599/4673/7874/6917/6687/7919/3150/9326/6880",45
"MORF_SMC1L1","MORF_SMC1L1","MORF_SMC1L1","43/5016","62/10013",0.0016082145103898,0.0146403657542713,0.0114344930604735,"2665/8243/51668/7514/51433/4436/4670/10664/4691/3065/23215/10987/10657/3181/7913/10054/6597/8520/47/5111/4678/10492/6426/6434/3184/9908/142/23020/10146/4841/27316/54107/3192/9184/7398/3015/4176/6240/1964/7332/2547/7919/4722",43
"MORF_HDAC2","MORF_HDAC2","MORF_HDAC2","165/5016","280/10013",0.00161693610350609,0.0146403657542713,0.0114344930604735,"3052/55735/4190/26009/23644/8574/23291/4171/1207/9733/7374/6626/2782/7419/9689/7514/8668/200081/790/5550/4528/8438/8886/8570/51433/10985/7023/1738/4436/23511/4670/5902/10598/9777/8428/5432/26121/6742/2617/7965/4717/7468/8882/3312/9761/10645/81688/23530/3313/23107/10915/23527/22916/10096/5496/57142/10575/3336/7341/3065/829/6118/10285/2107/27230/10434/10987/10657/3181/11130/10212/1017/7913/2806/8894/5690/10054/5605/8520/1854/1635/23039/25814/1786/1736/5538/6117/26057/29889/11137/6426/86/3032/10128/6741/3184/9908/3033/2098/4236/2958/8125/7385/1213/10939/6647/65005/23020/9879/10146/22838/4841/27316/54107/8525/10480/6749/1977/3192/9868/9184/518/64210/701/6651/7307/6294/4116/7398/25898/6184/5984/3015/5885/7417/10935/9790/6240/10036/4723/23214/699/7324/54205/7690/9158/3054/1964/2787/10594/6051/9632/7284/90411/5430/6635/6917/9883/7919/57819/28973/23/23636/23234/7416",165
"GNF2_STAT6","GNF2_STAT6","GNF2_STAT6","53/5016","79/10013",0.00161897029149493,0.0146403657542713,0.0114344930604735,"7454/8635/79670/51291/54918/2000/11151/7040/10094/397/5777/10475/23527/55233/10096/829/27230/9208/5880/10487/26578/3936/10097/663/9960/8826/7409/83440/7805/10092/10109/382/567/6778/3635/3726/4615/79415/5062/9802/837/2870/3107/3133/3134/5699/54458/3105/63940/1192/6892/3106/4067",53
"MODULE_453","MODULE_453","MODULE_453","32/5016","44/10013",0.00186564948037884,0.0164331679439462,0.0128347165617654,"4756/51175/83737/9044/2287/79918/7991/9928/79887/23008/2799/55270/57707/351/81611/114884/5213/135228/125950/899/26173/3636/8085/79801/1503/3054/27198/50618/9737/7052/65986/79154",32
"GCM_MSN","GCM_MSN","GCM_MSN","22/5016","28/10013",0.00189538322302352,0.0164331679439462,0.0128347165617654,"23471/9138/393/5720/22919/4363/3191/5216/1655/397/1933/6845/1660/3184/6427/7534/6599/10589/6693/3150/63940/6880",22
"MODULE_303","MODULE_303","MODULE_303","22/5016","28/10013",0.00189538322302352,0.0164331679439462,0.0128347165617654,"65220/5597/4140/22978/8317/5602/7272/4751/5585/1017/1455/6885/1019/207/1111/701/1859/5347/699/983/8408/1147",22
"MODULE_421","MODULE_421","MODULE_421","22/5016","28/10013",0.00189538322302352,0.0164331679439462,0.0128347165617654,"27037/1058/1063/8970/6397/301/64425/1062/64755/8473/472/3148/440026/6338/5394/8334/3006/3014/3005/85236/85028/3012",22
"GCM_NPM1","GCM_NPM1","GCM_NPM1","74/5016","116/10013",0.00192615102735791,0.0165295205511021,0.0129099703659649,"1975/6160/5250/6193/5720/3326/4670/6634/6122/328/5411/6217/1155/6223/6143/506/8683/1933/4691/515/10657/6144/6633/1854/6627/4678/7178/3178/11137/11224/6194/5876/2098/6187/6205/23521/6202/6233/6161/6189/4841/6129/6130/6188/10284/3192/518/6159/6133/3015/6208/3921/3187/293/3094/6203/6201/6124/8665/4869/6635/71/55967/7332/6228/4673/5757/9045/4736/1192/6222/6234/9326/6880",74
"MORF_RRM1","MORF_RRM1","MORF_RRM1","66/5016","102/10013",0.00196065561601584,0.0166556704350436,0.0130084965911099,"8243/4171/10615/6626/2782/7514/8438/8570/4436/4670/22919/6742/4521/9126/7468/4172/5496/3336/3925/1063/10657/3181/11130/2806/9787/8520/1854/1786/4678/9700/6426/6434/10128/3832/3184/9908/3033/2098/4236/2958/8125/10939/142/23020/4841/6749/3192/64795/9868/9184/518/6294/7398/5984/3015/7417/6240/10036/2237/699/3054/7298/9883/57819/23234/7416",66
"MODULE_308","MODULE_308","MODULE_308","48/5016","71/10013",0.00207055350925696,0.017203047717911,0.0134360119857018,"55148/10460/55635/5256/55588/6400/7515/6595/332/54890/4713/23616/3956/4605/1869/57534/6901/11151/4150/8797/898/2305/26271/4601/23397/3204/8242/1028/1786/85444/891/1019/83852/5607/80349/7371/5440/50808/995/151613/9318/10015/4798/22906/10308/2963/9361/2189",48
"MORF_CSNK1D","MORF_CSNK1D","MORF_CSNK1D","48/5016","71/10013",0.00207055350925696,0.017203047717911,0.0134360119857018,"23144/7175/6433/10573/51593/6548/23351/57680/7264/10226/55186/84759/9927/4801/8242/4245/5861/22893/5371/1453/8751/6768/256364/3140/115817/8703/23515/8659/124801/23248/54386/5245/6774/8019/4580/25970/5430/10519/50626/79065/10554/8859/4676/9189/7844/8517/11165/7703",48
"MORF_DNMT1","MORF_DNMT1","MORF_DNMT1","75/5016","118/10013",0.00208645763047196,0.017203047717911,0.0134360119857018,"55735/23649/865/4171/10615/6626/2782/7419/7514/8668/8438/8570/23511/6732/4670/4174/22919/6742/2617/4521/9126/7468/4172/23107/10915/5496/3925/10657/3181/11130/2806/1854/23039/1786/1736/4678/9700/6426/6434/10128/3184/3033/2098/2958/8125/10939/10130/23020/4841/6749/3192/22934/9184/518/701/6294/7398/5984/3015/7417/6240/10036/65110/7690/3054/1964/10594/7298/10946/6917/9883/8295/6721/57819/23234",75
"MORF_HDAC1","MORF_HDAC1","MORF_HDAC1","150/5016","254/10013",0.00228448605522076,0.018558414927336,0.0144945877897962,"204/5725/23649/4190/23644/8574/2665/8943/9948/537/8243/5250/11176/6626/2782/4898/7419/51668/7514/8655/51433/10961/4670/162/8664/2079/5230/23295/1445/3646/11100/11140/11316/54555/94239/4521/3614/6603/4717/8683/6428/26268/8724/4691/5496/7341/3065/829/10067/1810/23215/10983/10434/10987/10657/3181/5585/7913/6633/5690/10054/1350/1854/23039/51690/10422/25814/1736/6451/10487/47/1729/5901/377/10574/6434/5695/10541/3032/10097/3184/9908/8125/7385/10939/3068/65005/10899/10456/10130/23020/113419/22838/4841/27316/54107/8525/10480/8872/3192/9184/518/9797/4720/7307/6427/5928/10109/6184/3015/3148/7534/7417/7529/4218/4723/4725/2990/10474/2783/5499/4296/1964/2787/10594/7351/7334/4729/7284/27335/1537/6635/84193/54732/6612/7332/6917/9045/2547/7919/9874/6721/57819/7917/3150/10921/4722/11331/6293/23741",150
"GCM_PSME1","GCM_PSME1","GCM_PSME1","56/5016","85/10013",0.00229497640005107,0.018558414927336,0.0144945877897962,"9168/865/5250/6193/5720/4670/6634/328/5411/6223/6143/5216/506/397/8683/10902/1933/4691/515/3065/829/10987/10657/6144/6633/1854/6627/4678/3178/6434/5876/3184/6202/6129/5440/10284/3192/518/6427/3015/7534/3251/6201/1072/8665/4869/71/55967/4673/5757/6917/4736/3150/1192/9326/5691",56
"GCM_NF2","GCM_NF2","GCM_NF2","175/5016","302/10013",0.00328848959612104,0.0263392357175028,0.0205716040900204,"9108/54903/54476/55148/55830/23633/55591/23274/79567/51528/55761/65056/10838/55633/55746/64710/11176/56889/1781/3093/11158/55100/3842/5550/56970/51433/10558/29888/54890/25831/9878/26277/9117/8086/10521/26133/51098/55738/26205/57136/6839/2935/54928/136319/94239/23731/7763/9110/23788/11108/81566/55832/9847/54516/26268/23276/57142/23301/25843/27013/55870/90231/9927/54936/59349/2309/11278/51552/9479/64786/57179/84293/57505/56926/58513/25870/9885/55860/55037/5901/23558/26284/11161/55146/26750/79595/10730/9649/26953/4926/27229/85465/79172/23162/326625/122830/22893/10066/374655/55275/79672/115704/23126/23020/113419/79137/93627/64777/55262/56257/51631/51125/140459/51524/51633/347734/57728/124995/10444/6294/148423/256471/84340/10466/6619/7415/2957/64745/219988/65110/23214/7857/10869/80011/1717/93624/257364/10594/55884/80205/7334/25970/11180/55095/10193/29035/140460/9146/51263/10933/4771/23270/51616/123879/84527/23036/160/7637/22909/22887/23381/9867/1147/9189/56900/6293/348262/92249/84129/84450/147007/8396/79154/84726/652276",175
"GNF2_MSN","GNF2_MSN","GNF2_MSN","19/5016","24/10013",0.0033660068591477,0.0264662702503771,0.0206708212481824,"3927/7454/79670/2000/7040/5216/10096/829/5908/10487/26578/102/8826/3689/10092/10109/6778/5912/1192",19
"MODULE_61","MODULE_61","MODULE_61","35/5016","50/10013",0.00336729003185535,0.0264662702503771,0.0206708212481824,"292/56666/22978/3320/9689/2122/4713/328/8662/6119/708/7531/26271/7372/4953/7341/1647/10376/1434/10606/80328/5901/1019/4609/3068/132/5097/1503/1964/1104/6472/4151/7150/4282/57026",35
"GCM_NCAM1","GCM_NCAM1","GCM_NCAM1","79/5016","127/10013",0.00381012283560142,0.0294293505649342,0.0229850613336491,"4800/57679/9043/11188/23095/79832/65055/10640/9891/131544/2932/51701/27154/23543/8897/51340/10391/10156/7763/1182/7468/51111/81566/55832/9847/60682/7337/66008/2309/2181/23326/27245/4131/5901/26057/51164/56907/10238/11143/51439/4664/950/122830/10363/57677/10299/27147/4781/58499/143686/9910/23522/5316/81493/10424/5049/9925/4204/10477/10869/10605/11163/253959/22843/55884/7334/2066/84890/51335/23705/84924/7328/7003/23270/5253/7637/801/25864/9939",79
"MODULE_534","MODULE_534","MODULE_534","15/5016","18/10013",0.00383238386878155,0.0294293505649342,0.0229850613336491,"80824/1058/8970/6397/64215/63027/1062/64755/22982/3148/6338/3006/85236/85028/3012",15
"GCM_PTK2","GCM_PTK2","GCM_PTK2","89/5016","145/10013",0.00386870195784051,0.0294293505649342,0.0229850613336491,"23542/58473/56895/23095/57704/9448/23291/285527/1739/1781/58476/11158/56650/11342/9706/23259/51701/23348/8455/1955/23413/57584/23142/1182/55754/150465/57142/10314/80212/84886/84293/64412/4248/29767/10776/5901/26057/23558/22903/9215/56907/23014/1783/55852/93643/51439/10152/23162/51228/122060/122830/374655/94015/57677/81609/4651/81555/23092/51125/57720/26091/818/143686/3992/27020/114793/10444/57406/79982/79685/54704/203259/65083/10768/7532/123606/84669/81603/253959/148252/55884/51335/56899/7328/57698/7637/25829/9666/6293",89
"MODULE_15","MODULE_15","MODULE_15","204/5016","357/10013",0.00388425435518156,0.0294293505649342,0.0229850613336491,"204/8842/3720/23649/7454/960/5606/8439/23644/822/6916/6894/3028/4171/489/7374/2222/1785/790/23645/393/55573/4436/2289/23170/4689/5836/1983/7443/328/1457/22919/11040/11151/3163/8766/4125/11184/7040/1628/4521/7965/5054/6119/4232/5425/7461/57178/6603/7531/8882/27339/3875/397/4172/7803/896/5528/900/7029/2632/11222/1796/6342/5906/6421/1647/5997/23046/6513/57035/3925/4602/894/8795/2185/10987/7852/2322/5552/11130/5585/1017/5208/1164/6845/116138/6659/6745/23157/3553/23550/2354/3704/11190/8242/5782/10606/5880/10038/1968/1786/6117/5111/23175/9415/301/8728/10492/5279/3936/4609/5292/10128/6895/6938/6652/663/10099/3613/7157/5366/23476/8543/8804/1238/10788/25816/10957/123/3363/6001/8501/3992/5531/23657/9223/3087/1859/2114/1896/7791/755/11243/6427/51035/7805/8833/9232/4783/3251/9188/9318/9768/4218/9881/54541/10791/3635/3576/1043/5881/2353/27258/3726/3752/2745/1263/8534/6051/8851/7298/391/10949/3119/2624/9792/8204/8334/23760/6472/11156/23764/3638/1201/8644/6275/4311/3117/961/100/2316/85236/5557/4860/51465/54535/10962/63940/9080/1654/4067/5175/9554",204
"GNF2_HLA_C","GNF2_HLA_C","GNF2_HLA_C","33/5016","47/10013",0.00405218991237425,0.0304159784192066,0.0237556424476937,"7454/9766/2000/11151/397/5777/27230/3659/23550/4149/5880/51131/7409/10957/1831/7805/382/567/6778/6890/3635/79415/2870/3107/3133/3134/5699/54458/3105/6494/63940/6892/3106",33
"MORF_TPR","MORF_TPR","MORF_TPR","90/5016","147/10013",0.00408680803967936,0.0304159784192066,0.0237556424476937,"5980/2137/1663/4361/23633/7175/6433/6873/8621/285527/2932/546/27292/10573/10075/51593/3476/7023/57680/8766/7264/10226/10467/573/11196/4927/23197/11235/84759/9927/8458/25936/4801/221443/6745/8242/4357/23008/5509/1024/1455/11137/9128/5861/22872/22893/55215/1453/3607/26092/5899/256364/5281/3140/9425/1070/7508/115817/8450/8703/10898/2232/23248/9640/54386/5245/3660/23214/8019/1107/4798/4580/10589/1479/84901/25970/23042/51741/55922/23131/50626/23054/79065/10554/23636/2189/8629/9326/6880/7703",90
"GCM_SIRT2","GCM_SIRT2","GCM_SIRT2","31/5016","44/10013",0.00487685221343402,0.0359774799254211,0.0280993146923622,"58473/10188/9448/23291/23259/23541/9371/55754/57142/10314/9927/84886/57580/57509/1783/85465/23162/51228/374655/81609/4651/51125/23576/26207/203259/79834/9659/25840/64853/1778/2550",31
"MODULE_323","MODULE_323","MODULE_323","41/5016","61/10013",0.00502742884490621,0.03644885912557,0.0284674736771458,"9043/51534/26009/55761/81671/23471/55746/4905/64778/56889/79960/55644/3189/56271/23527/9324/10657/8970/1968/9406/51719/9805/9550/5861/6867/5440/51144/9425/60685/51249/3516/85476/7360/221037/79666/64746/54732/23764/10933/51616/55052",41
"MORF_MSH2","MORF_MSH2","MORF_MSH2","41/5016","61/10013",0.00502742884490621,0.03644885912557,0.0284674736771458,"26009/8243/4171/1207/9733/7374/7514/4436/23511/5902/6742/7965/2965/10987/10657/3181/10212/7913/5690/8520/6117/5111/6426/86/10128/6647/23020/10146/6749/3192/9184/79053/5635/7398/5984/5885/51367/6240/10036/8295/28973",41
"MODULE_114","MODULE_114","MODULE_114","193/5016","338/10013",0.00510329526912423,0.0366826608660981,0.0286500787038553,"292/79602/6224/4190/11171/11345/30/1975/5315/26986/6160/54962/6193/8668/54469/8655/29058/6175/10961/51324/4637/1312/4713/9978/5836/10175/51635/7165/57136/84061/4363/6923/8766/3646/1936/1891/55011/28974/6217/6223/2109/11140/6142/136319/6742/3315/23658/10467/10952/6143/5216/3312/506/10094/7167/1611/51300/9136/1933/4691/9528/54206/34/533/3925/5955/6230/64747/10657/6144/5552/10549/79586/6780/6631/6633/826/1350/58533/1603/10912/684/93974/3958/5111/7178/3939/4440/517/967/6434/10730/5695/11224/9380/6176/10128/2958/7385/6187/396/6647/6205/23521/6233/6637/6161/6189/192286/79624/6134/6129/2934/6130/10480/6188/226/518/6921/1915/6132/6427/79081/6159/3625/10109/6133/2171/1345/84270/6166/3251/567/5479/84191/23582/6137/3921/51362/4725/3094/7532/27258/6203/51282/2548/6227/84153/6124/6138/8665/7351/11145/29952/391/6181/6232/55272/4729/27335/2517/5464/4869/6635/4707/23466/10519/51065/5034/677/10134/3840/6228/4673/5757/9045/4697/219927/6136/4151/6147/59286/4736/4860/1066/170958/3107/28973/3105/7416/1192/11331/6234",193
"MORF_PPP1CC","MORF_PPP1CC","MORF_PPP1CC","100/5016","166/10013",0.00515289889525232,0.0367253217873492,0.0286833979539469,"204/60481/23644/8574/865/4171/6626/2782/7419/7514/8668/8570/51433/10961/6732/22919/8428/6742/2617/4521/10360/9126/4717/7468/9761/8683/4172/23530/23107/5496/3065/3925/10657/11130/2806/10606/1854/1635/23039/25814/1786/1736/5538/22/4678/9700/6426/6434/10128/3184/9908/3033/2098/2958/8125/10939/10130/23020/22838/4841/6749/60496/3192/64795/22934/9868/9184/518/6294/5928/7398/5984/3015/9232/7417/9188/6240/10036/4723/65110/699/7690/3054/6599/1964/2787/10594/6731/7298/10522/7284/6472/10946/6917/9883/6721/57819/23234/7416/3833",100
"MORF_AP3D1","MORF_AP3D1","MORF_AP3D1","80/5016","130/10013",0.00542568390578231,0.0381732216108007,0.0298142440517425,"5725/4190/8943/9948/23291/56005/5250/6626/832/2782/4898/7419/9689/7514/2280/8655/51433/5230/8428/23295/11100/6742/8887/3614/6009/5573/4717/3312/8683/10902/10096/57142/3065/829/10987/10657/3181/8894/5690/5605/1350/5300/23039/25814/10487/47/10574/5695/3032/6741/9908/10939/10456/10130/23020/4841/3192/5937/518/4720/1173/10092/7417/7529/7705/10768/5223/5707/10540/5441/90411/54732/7332/6917/2547/9612/27044/6721/57819/7917",80
"MORF_RAC1","MORF_RAC1","MORF_RAC1","125/5016","212/10013",0.00544683304791449,0.0381732216108007,0.0298142440517425,"8813/381/79017/9690/4190/6642/6301/26009/6047/537/23291/8301/9733/1781/832/10573/10959/2734/372/10175/10857/5127/8428/5432/6810/51366/7264/10945/8985/55744/6009/10952/6603/5573/4717/3312/5869/50813/81688/1611/10902/22916/57142/26003/9167/7341/23469/5887/8892/10285/27230/10434/10987/10657/3181/10549/9643/23549/24139/5690/8273/5605/23039/7317/5538/5901/6117/23480/26057/23558/1455/377/79022/5279/11137/5879/86/3032/5861/7009/5373/1213/3607/6647/2029/65005/10899/9898/23020/5868/4841/9166/10428/7508/6396/9114/29/1173/5635/10092/5885/6522/5092/7529/1398/378/10768/23214/54205/488/10897/10540/6470/9632/475/1537/9798/9276/54732/10134/10623/1201/28973/6311/23636",125
"GCM_PFN1","GCM_PFN1","GCM_PFN1","35/5016","51/10013",0.00559930827786232,0.038893492258713,0.0303767935032692,"865/5250/9138/6626/6193/5720/4670/6634/328/3191/6223/6143/5216/506/397/8683/4691/3065/6144/6633/5690/3184/6202/4841/5531/6159/3015/6201/1072/10589/55967/5757/9045/63940/1192",35
