"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_DN","GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_DN","GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_DN","87/8334","185/21355",0.0158230916967061,0.0196943723836672,0.00323819531146182,"81691/29881/54764/11176/4791/1785/81572/79968/4616/81610/50804/10135/5054/55744/9275/1326/23360/9379/83461/92840/84173/1647/5997/5533/256051/4337/1948/2354/11070/55930/10882/23135/51526/116986/55132/5366/2886/56931/7159/64651/54977/1016/1111/2308/5352/4929/147841/10602/25976/59343/150159/116039/2669/51585/161436/283310/219988/54442/23099/123606/57834/10690/27289/6623/55167/57621/29035/84206/254887/5142/155435/56899/10308/8660/387763/100131211/27153/6583/57162/57154/389161/1903/221786/9834/378805/84752/344595",87
"GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_DN","GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_DN","GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_DN","92/8334","197/21355",0.0165980504165525,0.0206489089121983,0.00339514246626792,"8837/330/9099/5128/9567/8814/2000/5157/64748/10135/2887/84132/56913/83856/81566/1594/135112/2820/64135/6772/54206/2152/8013/29126/84930/8743/51251/3659/9953/3553/650/55321/2643/94240/3656/3601/8638/8676/10970/55332/83990/27348/2766/87178/1847/83666/7453/597/5366/8991/64332/6934/85463/7424/9456/123872/157739/81894/29761/57685/252995/2634/130367/115004/9833/840/162394/64359/79155/22809/81844/55669/5734/653464/3669/4615/26471/79962/404217/9966/11274/377677/3665/3434/8519/51427/2526/147906/283551/7726/55802/6648",92
"GSE22886_NAIVE_CD8_TCELL_VS_NEUTROPHIL_DN","GSE22886_NAIVE_CD8_TCELL_VS_NEUTROPHIL_DN","GSE22886_NAIVE_CD8_TCELL_VS_NEUTROPHIL_DN","92/8334","197/21355",0.0165980504165525,0.0206489089121983,0.00339514246626792,"5166/672/10863/5165/10170/22996/55350/5742/25805/9609/1439/7380/55969/80183/51298/10135/320/7421/8875/55819/9173/25797/5997/5999/7043/80129/4093/1475/8743/5552/54210/3553/3976/6303/1912/27202/2752/55332/23452/1317/6386/83464/11107/80144/55647/597/9123/8444/222663/7739/25891/23657/55203/123872/8365/10092/6280/6283/7039/2919/2899/6286/820/3673/219654/5654/6809/2495/6383/7857/3913/1051/10690/3310/8794/10333/10409/6888/55095/59344/10331/8334/253190/11200/6583/5265/10497/3107/1052/4067/30837/6648",92
"GSE13887_HEALTHY_VS_LUPUS_RESTING_CD4_TCELL_UP","GSE13887_HEALTHY_VS_LUPUS_RESTING_CD4_TCELL_UP","GSE13887_HEALTHY_VS_LUPUS_RESTING_CD4_TCELL_UP","57/8334","116/21355",0.0168136340136726,0.0209120337671873,0.00343840607757555,"4293/6642/3909/23294/55810/2235/832/4935/23295/23475/6143/2027/23531/374/7173/23266/2107/64168/63908/2319/1101/25934/3417/84993/7168/351/51702/94097/1060/80313/51571/91544/3678/84315/124359/4247/624/11273/11253/84552/282679/285848/55076/2131/54101/51263/3854/3916/140576/51114/4128/57402/2760/81031/4151/339231/10687",57
"GSE3982_EOSINOPHIL_VS_TH1_UP","GSE3982_EOSINOPHIL_VS_TH1_UP","GSE3982_EOSINOPHIL_VS_TH1_UP","91/8334","195/21355",0.0174937188144367,0.0217526164113559,0.0035766166650579,"65220/7095/928/55727/51230/960/7414/5291/2155/23041/79641/55062/5523/54878/114882/54918/83394/7042/6732/51214/8897/26133/55512/7561/6009/1982/55846/57515/51696/55914/4820/79954/22930/7341/64236/100505741/26994/4778/2914/9208/5782/9885/8789/6451/9779/5791/4017/4212/4853/23175/301/8763/10970/64844/7099/11107/7090/9781/137492/3455/3141/83440/3570/79762/204851/6286/399665/10653/64359/5724/10477/5621/7764/83452/10869/115123/79666/666/51363/3985/23390/11261/200424/55629/1604/7516/8356/4217/3107/5863/30837",91
"GSE40274_CTRL_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP","GSE40274_CTRL_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP","GSE40274_CTRL_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP","76/8334","160/21355",0.0175161720673116,0.0217752558451331,0.00358033909433279,"60481/330/51491/4084/65125/3422/65055/9948/9620/3320/57593/84678/25861/5155/623/9371/9388/26121/57460/6489/2651/2979/3398/7341/127544/4610/10849/11278/10808/26994/9643/2914/6310/51119/64919/79412/55303/10440/85004/26136/4076/5570/6498/5292/55165/3480/3680/57205/90060/3547/51074/3688/9871/121551/10160/10428/261729/2634/25992/94120/81501/124936/125488/10098/367/201799/10924/2015/79077/64764/338707/151011/3556/57795/27239/8790",76
"GSE7509_UNSTIM_VS_FCGRIIB_STIM_DC_DN","GSE7509_UNSTIM_VS_FCGRIIB_STIM_DC_DN","GSE7509_UNSTIM_VS_FCGRIIB_STIM_DC_DN","82/8334","174/21355",0.0176161455560462,0.0218942303469232,0.00359990116345461,"51056/5583/3459/8776/22904/3383/114882/54918/2099/23256/3560/3002/4792/5721/1471/6901/79650/25839/8766/1512/22870/10135/4013/81622/1374/4940/5777/7375/868/80255/2591/3398/127544/5321/8743/55905/79026/3659/23550/3597/22856/85363/94240/55303/272/3656/3601/10906/5630/6812/84993/23344/55784/5045/9980/8543/6004/4170/2040/4851/55835/925/55823/23218/3716/840/915/51129/197259/5272/10892/4261/11274/8519/51393/1806/79754/837/307/1616/5699/27246",82
"GSE13306_TREG_VS_TCONV_SPLEEN_UP","GSE13306_TREG_VS_TCONV_SPLEEN_UP","GSE13306_TREG_VS_TCONV_SPLEEN_UP","93/8334","200/21355",0.0183266183237521,0.0226673658379644,0.00372702193041496,"4784/3097/9497/51773/8863/6433/28996/9423/83641/4925/5250/57226/2280/8897/394/4318/10544/4773/9371/8848/55512/2184/8767/1277/60468/8724/1839/50805/10802/2257/4953/85440/5997/57568/6446/894/26123/56243/8835/1846/6385/3976/1852/529/4131/10267/55748/5738/3915/81618/90865/5292/11107/246175/1893/54507/84451/375/151126/64651/817/84310/56288/5795/1793/23382/2909/150726/4487/151742/219654/162394/10653/84926/11238/5272/3799/596/3669/55277/26960/253558/388403/9537/400224/56475/4291/254887/283149/9679/5770/9060/5175",93
"GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_DN","GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_DN","GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_DN","93/8334","200/21355",0.0183266183237521,0.0226673658379644,0.00372702193041496,"960/3149/9497/5307/3835/2017/78990/3383/51310/3002/3091/655/5935/6625/9253/55664/2625/54906/8099/7167/11149/23150/8869/9173/3398/8835/5533/10657/56937/5690/23309/5338/6303/10912/93974/3958/23480/10955/25917/8553/3601/3178/7295/6741/658/597/8844/162494/1580/51514/91653/55281/196383/83734/9131/2005/978/6651/9619/114984/51727/81493/2634/8320/6259/80155/3636/51031/7001/7083/4204/5724/84437/10924/2745/284207/53637/2149/253190/1435/51065/10581/677/338657/4697/3146/6275/837/140606/84455/283131/140735/6880",93
"GSE17721_PAM3CSK4_VS_GADIQUIMOD_2H_BMDC_UP","GSE17721_PAM3CSK4_VS_GADIQUIMOD_2H_BMDC_UP","GSE17721_PAM3CSK4_VS_GADIQUIMOD_2H_BMDC_UP","93/8334","200/21355",0.0183266183237521,0.0226673658379644,0.00372702193041496,"6405/8837/163/5424/83641/6857/23446/11176/1906/26227/7042/7078/57452/55671/6367/9057/2184/10397/4793/10148/7087/23554/2625/2027/117246/23531/10938/4739/80315/10289/84695/5997/1889/4751/1743/64374/3164/79983/631/3895/3727/4131/8553/29923/3557/63027/7172/56649/9411/53371/121536/55647/5045/5793/3363/256364/124540/4343/5922/7079/145773/6464/824/10602/132014/2899/3248/222962/734/65083/64324/3489/10116/113189/22809/5272/200933/5122/55254/23765/51272/1198/2131/5587/8660/84937/1288/9358/64901/5268/1903/1945/105375355",93
"GSE17721_PAM3CSK4_VS_GADIQUIMOD_6H_BMDC_DN","GSE17721_PAM3CSK4_VS_GADIQUIMOD_6H_BMDC_DN","GSE17721_PAM3CSK4_VS_GADIQUIMOD_6H_BMDC_DN","93/8334","200/21355",0.0183266183237521,0.0226673658379644,0.00372702193041496,"55610/6482/9961/2530/23200/10294/23291/8895/11078/10735/22862/79650/30844/10397/26093/4233/51747/4355/1363/51274/55572/25842/51421/10342/56655/3488/607/148479/3065/9324/9429/894/83982/8743/55709/9367/10396/7538/8226/84971/3996/23167/51526/6812/11258/55667/26160/9908/121536/663/10140/79092/23179/5993/84909/114789/6001/60485/9910/3087/9868/2776/118980/1844/84919/284361/1293/64419/122769/5092/374868/10653/79155/9283/55031/80196/9637/51315/10924/79666/115207/161882/2131/1435/3665/151011/57162/65124/2710/23137/116228/3133/55670",93
"GSE20366_TREG_VS_TCONV_UP","GSE20366_TREG_VS_TCONV_UP","GSE20366_TREG_VS_TCONV_UP","93/8334","200/21355",0.0183266183237521,0.0226673658379644,0.00372702193041496,"22875/2696/4190/22807/55711/4925/9886/55421/3998/10558/79956/8829/64841/9683/2936/3978/25789/643641/2625/7019/4126/23329/2026/10846/51421/80255/84695/9173/8503/26503/8835/4801/83690/23597/5208/5911/4821/5639/112399/4147/54453/2048/55207/5025/8796/3557/153090/10413/3685/254013/8816/122481/79661/6457/8444/55061/3606/1646/113622/140890/54463/9372/26053/9753/26027/9249/163589/151742/220963/402381/84706/8800/4088/124997/131616/5621/55970/253558/26996/344148/6470/403341/84552/114932/1960/5021/390928/63939/4151/22876/51400/64968/140809",93
"GSE21380_NON_TFH_VS_TFH_CD4_TCELL_UP","GSE21380_NON_TFH_VS_TFH_CD4_TCELL_UP","GSE21380_NON_TFH_VS_TFH_CD4_TCELL_UP","93/8334","200/21355",0.0183266183237521,0.0226673658379644,0.00372702193041496,"29116/84954/23177/55349/57514/8100/3631/5218/84649/131544/231/55741/57060/26227/8829/23031/11237/11151/2184/2625/1326/8153/7466/81622/10536/2444/7915/2690/3241/3925/114883/23263/55930/112399/7837/22856/51763/89796/23014/7099/6653/55165/115825/10161/122786/56270/10410/126374/473/10217/4026/10788/10957/30011/1730/5058/1793/4249/60685/114793/9334/55129/10603/26027/2135/25976/79443/51705/137835/84270/6297/64359/4071/201232/155185/4524/196527/302/28970/221178/5831/23466/5142/55911/151011/4286/307/25959/57016/51170/3073/344595/100170841",93
"GSE22229_UNTREATED_VS_IMMUNOSUPP_THERAPY_RENAL_TRANSPLANT_PATIENT_PBMC_UP","GSE22229_UNTREATED_VS_IMMUNOSUPP_THERAPY_RENAL_TRANSPLANT_PATIENT_PBMC_UP","GSE22229_UNTREATED_VS_IMMUNOSUPP_THERAPY_RENAL_TRANSPLANT_PATIENT_PBMC_UP","93/8334","200/21355",0.0183266183237521,0.0226673658379644,0.00372702193041496,"57185/64063/6482/2137/57586/2273/56895/5583/26751/58508/6515/55810/479/114880/4036/64744/2017/23645/55287/7430/1312/623/23475/3783/9466/27075/3959/2549/79632/10486/10765/2309/84878/4093/1958/113/80148/84612/3976/157922/4853/9053/6812/84253/10068/56924/5371/81577/148932/55790/80005/90678/56288/51232/56477/26207/284069/58191/255104/203238/6990/161742/558/2675/11238/5272/50515/51112/3669/64801/115123/26047/387787/11145/10425/6415/92815/23705/23545/25840/169611/1762/200942/23131/7003/8632/135398/114112/200734/27347/201229/3106/57597",93
"GSE23925_LIGHT_ZONE_VS_DARK_ZONE_BCELL_DN","GSE23925_LIGHT_ZONE_VS_DARK_ZONE_BCELL_DN","GSE23925_LIGHT_ZONE_VS_DARK_ZONE_BCELL_DN","93/8334","200/21355",0.0183266183237521,0.0226673658379644,0.00372702193041496,"10181/1185/672/30845/26751/57475/55283/29953/4791/64744/27131/10985/7597/126353/3956/655/9658/4281/11040/51566/10049/7965/2146/54927/26610/8882/6309/65117/2597/64426/6489/64895/9486/25797/59349/64175/2166/23673/8165/55268/79871/92667/1635/23404/54869/94240/2048/22880/5738/9924/1368/9654/6434/56262/84000/85465/55759/83464/79258/10318/51631/6129/23082/51074/5352/80746/114928/1293/5984/142940/221079/23423/114990/9677/9836/5881/201799/5036/9533/155465/153364/54621/8408/55152/10331/2535/219790/162239/5142/80317/140606/79441/3106",93
"GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_FETAL_DN","GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_FETAL_DN","GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_FETAL_DN","93/8334","200/21355",0.0183266183237521,0.0226673658379644,0.00372702193041496,"26/55013/51087/7005/7077/5318/5424/51083/5873/79041/51512/7430/3956/7494/2000/28984/4324/171177/6320/7561/10952/6945/1303/653/5528/2591/3241/55700/54867/2053/113452/7852/79828/9477/2069/27245/64919/2571/8226/10912/283120/55829/2643/5468/55748/22800/8553/116986/3300/55362/7280/347733/145781/83478/839/2886/57282/115265/10205/9871/284161/5578/4047/284086/6280/1293/5783/4486/94120/2203/122769/57447/717/915/10653/123099/3667/55970/55222/3267/148808/10409/302/11187/283643/7332/128178/144404/127534/1510/1122/5268/10381",93
"GSE29164_DAY3_VS_DAY7_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DN","GSE29164_DAY3_VS_DAY7_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DN","GSE29164_DAY3_VS_DAY7_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DN","93/8334","200/21355",0.0183266183237521,0.0226673658379644,0.00372702193041496,"26/2534/11313/286/27067/9820/51491/89801/8574/55633/79901/1785/50509/3710/11332/6319/2687/23759/7993/23581/3718/3955/57582/6461/26001/5818/51522/3953/2166/4053/3204/57622/7538/4357/23480/23135/10695/55362/130752/54509/11001/54939/85407/9905/409/115704/284612/8497/51143/51473/51390/5058/10525/220047/4643/252995/7031/112939/114788/143279/282974/29763/6338/7148/3575/23414/10736/326624/5916/3728/9543/81876/79683/9537/55095/5021/51021/81532/5121/10317/619189/4700/9146/677/146760/1675/7923/6891/149478/115557/4282/441027/140809",93
"GSE30083_SP2_VS_SP3_THYMOCYTE_DN","GSE30083_SP2_VS_SP3_THYMOCYTE_DN","GSE30083_SP2_VS_SP3_THYMOCYTE_DN","93/8334","200/21355",0.0183266183237521,0.0226673658379644,0.00372702193041496,"8938/54476/57586/3459/79567/10911/2296/5218/4802/9759/54847/4854/2099/8829/171568/114088/84174/23205/79895/54332/79989/51655/8153/51274/6404/7421/55907/79632/26271/10057/51611/6446/343099/976/286336/54567/22800/6272/80705/23452/55075/3795/8654/114876/8543/51454/5868/5793/90060/8501/121551/9781/5784/3087/5796/388272/1633/26119/203547/138162/25946/93185/163589/130814/2150/94120/137835/23588/57608/144455/113201/80196/51523/10924/254102/55584/155185/23529/84002/23765/338707/302/2275/359845/7127/3434/129080/6274/2760/6277/441478/80863/7106",93
"GSE3039_CD4_TCELL_VS_B1_BCELL_DN","GSE3039_CD4_TCELL_VS_B1_BCELL_DN","GSE3039_CD4_TCELL_VS_B1_BCELL_DN","93/8334","200/21355",0.0183266183237521,0.0226673658379644,0.00372702193041496,"928/960/7077/9099/81671/537/3566/57192/63874/80336/26164/10326/6901/4210/54758/7461/5216/8506/10007/23207/1509/10783/6590/4502/3553/23030/4357/6535/10487/83636/1984/694/91768/53/9771/3557/23452/8870/7097/6386/5045/25888/79932/4170/10184/25816/123/84909/2040/286257/144110/2241/3140/51571/284161/257169/51094/23400/4061/125950/1230/308/1508/3251/567/2495/1051/2745/6623/1240/8877/6415/81858/5912/6448/55256/7378/148641/1435/338440/3916/343521/961/140885/83699/51734/3107/534/647310/9936/23761/283131/6648",93
"GSE3203_INFLUENZA_INF_VS_IFNB_TREATED_LN_BCELL_UP","GSE3203_INFLUENZA_INF_VS_IFNB_TREATED_LN_BCELL_UP","GSE3203_INFLUENZA_INF_VS_IFNB_TREATED_LN_BCELL_UP","93/8334","200/21355",0.0183266183237521,0.0226673658379644,0.00372702193041496,"57679/51330/23144/4052/5923/6873/10885/602/5337/22920/3093/22929/51290/2802/994/51378/1471/1478/5432/50855/57716/79974/6468/57482/4256/653/3157/8869/9048/11278/79871/10124/5033/84693/79689/23677/3949/84929/55107/7326/84105/1824/747/83478/283431/8826/26502/83442/2052/7873/222663/203228/23052/134145/27034/5884/5801/23576/6921/112495/200162/135228/3898/56063/8682/51117/51450/284110/8313/6383/81831/50515/388403/79772/8541/401097/79813/64764/54059/54954/285600/339366/53373/83715/79693/55742/10479/54458/51451/84960/387804/3975/30837",93
"GSE36078_WT_VS_IL1R_KO_LUNG_DC_UP","GSE36078_WT_VS_IL1R_KO_LUNG_DC_UP","GSE36078_WT_VS_IL1R_KO_LUNG_DC_UP","93/8334","200/21355",0.0183266183237521,0.0226673658379644,0.00372702193041496,"54467/3459/4084/51768/7132/6793/59277/51175/5939/2683/22803/23428/26227/9424/26520/51804/26133/55257/5422/3038/2906/3268/57584/55907/79632/896/64135/7456/5321/1509/5311/84263/3624/57380/1026/5911/93986/611/22856/10693/4147/22800/3656/79679/3601/1101/9493/3706/56924/83666/81556/83606/81614/375/116931/127933/23057/124044/7135/23001/2203/322/162394/4665/7008/5090/92305/114787/1107/201799/2266/9212/160335/55666/2242/25987/64746/5367/115749/79184/256329/3014/135398/59286/780/1159/7726/387882/84752/9907/10443/64150/11276",93
"GSE37301_HEMATOPOIETIC_STEM_CELL_VS_MULTIPOTENT_PROGENITOR_UP","GSE37301_HEMATOPOIETIC_STEM_CELL_VS_MULTIPOTENT_PROGENITOR_UP","GSE37301_HEMATOPOIETIC_STEM_CELL_VS_MULTIPOTENT_PROGENITOR_UP","93/8334","200/21355",0.0183266183237521,0.0226673658379644,0.00372702193041496,"6405/5244/23633/5652/10079/83641/2261/1741/9183/5422/8428/28984/4324/79784/1787/708/30850/5869/55603/4437/51421/5136/84173/9736/22848/54936/9331/84263/2185/8743/11113/57213/6491/79902/611/64097/9070/151648/91408/9315/54806/80312/5046/51651/25800/79180/5195/284612/8991/9580/55502/9879/10525/10205/127933/1758/8321/6781/51094/3099/824/145567/6692/54893/399665/8000/3761/129303/1677/2861/6641/148808/8322/685/2118/4291/9212/811/728294/286077/2149/348235/164091/4303/9146/79581/9883/4311/51170/4194/1066/2664/84258",93
"GSE41978_WT_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP","GSE41978_WT_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP","GSE41978_WT_VS_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP","93/8334","200/21355",0.0183266183237521,0.0226673658379644,0.00372702193041496,"57679/6542/55635/5256/81671/6602/7515/10615/8895/29058/55105/610/55757/284352/23581/79784/2639/22949/84727/2178/7903/23567/3488/55700/1810/56243/23240/79983/860/3553/9322/57479/84645/79094/158747/92359/5538/54862/84824/79022/6658/55332/11097/60492/80312/55032/84888/54849/1745/56996/4851/2209/137492/92822/978/51043/4000/8613/19/9200/6764/23339/54815/558/10653/367/143662/7480/55890/1826/51315/6641/5916/6712/64837/84901/80169/55095/81889/2535/168620/155061/55256/11200/642273/6274/54898/9814/6815/444/402/534/4067",93
"GSE42021_CD24HI_VS_CD24INT_TCONV_THYMUS_DN","GSE42021_CD24HI_VS_CD24INT_TCONV_THYMUS_DN","GSE42021_CD24HI_VS_CD24INT_TCONV_THYMUS_DN","93/8334","200/21355",0.0183266183237521,0.0226673658379644,0.00372702193041496,"6405/51056/55013/9399/3430/5873/6196/634/2122/80271/3383/9252/55125/6788/79784/57664/56521/10612/202/3977/127544/8458/3964/9048/10274/1959/10133/55905/3659/23309/9732/112399/2643/3601/9315/10906/9958/55332/11107/7453/9245/57140/51702/6988/1609/57205/55281/526/26011/84159/23043/81894/3098/673/23515/80150/205/2634/4487/57115/57018/10922/840/4319/6890/5724/80176/3669/1051/9416/23612/3981/79898/79751/5464/55343/23764/27445/3638/5104/1806/26155/6399/961/373156/51734/7150/3133/5699/55779/1733/285830/9294",93
"GSE5542_UNTREATED_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_24H_DN","GSE5542_UNTREATED_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_24H_DN","GSE5542_UNTREATED_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_24H_DN","93/8334","200/21355",0.0183266183237521,0.0226673658379644,0.00372702193041496,"10181/6296/3423/23386/51306/224/6717/231/3301/2280/1808/9424/5594/9609/28231/6901/51566/7138/92609/64081/81619/1982/975/59341/23195/22916/3241/23673/1509/7128/51646/10808/10434/26994/2792/51105/79572/1912/23070/4664/84803/6524/375/54540/196294/5795/2132/7508/333926/1622/7074/1974/57822/23382/51094/1476/6294/118429/57326/3248/619279/11168/6990/51693/3187/7798/55454/84864/55144/126410/254102/3267/201627/79772/25914/4642/144348/51335/221178/202243/26059/1201/8644/388662/6714/375791/337876/51170/4215/221002/55009/57223/80725",93
"GSE9037_WT_VS_IRAK4_KO_LPS_1H_STIM_BMDM_DN","GSE9037_WT_VS_IRAK4_KO_LPS_1H_STIM_BMDM_DN","GSE9037_WT_VS_IRAK4_KO_LPS_1H_STIM_BMDM_DN","93/8334","200/21355",0.0183266183237521,0.0226673658379644,0.00372702193041496,"29927/1975/51015/5250/27131/421/25777/1033/10598/5106/4773/55815/23678/898/10156/7468/25758/4256/51053/7272/50805/26084/83982/23549/2914/1026/79733/7011/25941/1840/5879/10592/29988/11224/161253/51651/128272/11004/6279/7483/79634/29114/27242/93663/9258/245972/83940/56169/93081/129787/56172/388650/9577/55571/1636/4061/9249/150726/118429/9232/25862/81501/162394/59271/124975/55872/10098/293/5916/126868/148808/79836/7351/51642/2/7298/9501/256281/642273/4674/147645/63939/8187/27198/6840/89887/1288/7004/6147/57683/23234/402778/55766",93
"KAECH_DAY15_EFF_VS_MEMORY_CD8_TCELL_UP","KAECH_DAY15_EFF_VS_MEMORY_CD8_TCELL_UP","KAECH_DAY15_EFF_VS_MEMORY_CD8_TCELL_UP","93/8334","200/21355",0.0183266183237521,0.0226673658379644,0.00372702193041496,"3720/928/933/5733/954/81671/8776/5476/6095/60/58476/3835/9978/3002/55565/6198/9400/975/4124/10051/2771/2820/2591/3398/148479/51102/4602/5493/2700/1959/6590/1026/79026/3553/57045/10776/10401/3958/2012/55143/26519/301/3915/3557/51439/3685/5530/23710/3480/10609/10410/8490/23179/6279/116931/9258/80005/51125/50808/85463/3992/3087/9653/6156/10163/3099/643/7805/51072/151613/134147/153222/6850/65268/3419/7148/4534/79095/55636/51523/9212/91663/3838/302/11200/57697/23654/3117/961/307/6840/955/5167",93
"GSE14386_UNTREATED_VS_IFNA_TREATED_ACT_PBMC_MS_PATIENT_DN","GSE14386_UNTREATED_VS_IFNA_TREATED_ACT_PBMC_MS_PATIENT_DN","GSE14386_UNTREATED_VS_IFNA_TREATED_ACT_PBMC_MS_PATIENT_DN","75/8334","158/21355",0.0185035858983157,0.0228807302837143,0.00376210381748402,"79657/672/330/960/3459/822/5610/64761/4084/28996/9697/51015/4998/6820/3091/10397/10135/57584/374/1374/80824/5144/55186/7029/868/9173/4602/57404/3070/84898/81930/7852/3164/29993/4502/57045/684/85363/91768/8676/22822/91947/10733/6004/132299/123/85463/9910/51643/2114/11243/9592/256126/147841/151195/4783/23588/55872/84879/6774/8754/5272/3669/253558/9156/79915/6470/122809/23764/3665/5727/10614/387921/9901/10447",75
"KANNAN_BLOOD_2012_2013_TIV_AGE_65PLS_REVACCINATED_IN_6_9_MO_VS_REVACCINATED_IN_12_13_MO_UP","KANNAN_BLOOD_2012_2013_TIV_AGE_65PLS_REVACCINATED_IN_6_9_MO_VS_REVACCINATED_IN_12_13_MO_UP","KANNAN_BLOOD_2012_2013_TIV_AGE_65PLS_REVACCINATED_IN_6_9_MO_VS_REVACCINATED_IN_12_13_MO_UP","104/8334","226/21355",0.0185857001476078,0.0229767286299259,0.00377788809273559,"30812/10771/26009/8218/28951/51495/56650/51194/6820/6175/8940/6122/26512/9057/3646/23484/28974/6142/95681/8153/51088/6309/113246/26271/3157/1452/11222/1933/3336/51611/56912/6785/29103/6431/1434/27189/64919/10606/51690/92359/25814/84929/1965/1368/1783/55619/51133/90871/55667/6194/145482/92912/60681/3339/6189/56929/113115/6567/50808/6188/3192/7342/51001/23358/148867/819/1345/440026/51362/6338/4144/201254/7324/27258/11162/283455/1717/6731/125144/29952/283232/201164/125893/84890/81532/7327/266722/84924/80829/90624/4673/387763/50861/6815/4736/339229/80863/50854/403313/441272/202299/53938/10137/4671",104
"GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_3DY_UP","GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_3DY_UP","GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_3DY_UP","101/8334","219/21355",0.0187934063042568,0.0232279073338705,0.00381918748961949,"51056/8685/23034/114879/11119/5610/64761/3430/55133/10170/55020/634/5720/55072/1808/4616/3162/5106/5721/1471/644/64420/3959/4940/10475/55603/64135/6772/55640/64374/8743/23597/57169/1026/4502/5326/2537/148022/79651/1028/684/85441/85363/54453/94240/55748/8536/6272/26519/219855/8638/10906/51131/64759/80727/3557/27348/26509/1847/83666/950/7453/10410/79932/23179/11000/64651/10184/55281/114908/4343/11182/103/4061/1230/51246/19/56935/4218/6520/6890/22809/6773/6641/4615/3728/10589/84875/430/3665/3434/8519/26010/100/29950/6714/112770/6891/3105/7726/91056",101
"GSE14000_UNSTIM_VS_4H_LPS_DC_DN","GSE14000_UNSTIM_VS_4H_LPS_DC_DN","GSE14000_UNSTIM_VS_4H_LPS_DC_DN","92/8334","198/21355",0.0193068805330315,0.0238280826410074,0.00391786973385477,"8837/23034/3371/5610/3430/4792/10725/10135/2887/83856/4940/135112/2820/64135/80219/8942/5321/54936/8564/22936/8013/29126/8743/51251/262/57169/4502/3659/3553/2537/684/4814/2643/94240/8638/10906/10970/83990/2766/87178/1847/83666/7453/597/5371/5366/5868/64332/55281/85463/123872/103/2634/130367/56983/84270/9833/840/56935/64359/3660/3575/22809/55669/5734/3669/80765/5916/4615/64859/165324/26471/7334/9966/2131/11274/7127/3665/3434/8519/2526/84941/57708/415116/201475/283551/5520/7726/9674/23380/100170841/6648",92
"GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_DN","GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_DN","GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_DN","92/8334","198/21355",0.0193068805330315,0.0238280826410074,0.00391786973385477,"8842/23637/9921/55236/51121/7175/639/5250/58476/64744/26575/26277/57556/55964/7528/10544/10483/7264/54938/10848/27346/55374/150465/57142/9736/23451/5999/51646/8675/51234/56984/84268/6397/78992/10948/10267/254428/84722/10440/9882/7099/7172/5330/87178/84993/7453/10733/81607/26092/57592/27173/84513/54970/10284/9871/9320/6854/6497/84124/29115/50651/9672/25992/6746/151246/151987/6286/134429/6522/10935/6764/6240/124935/9122/57484/7690/169270/57804/7156/389072/7485/6472/51118/348327/148641/10383/124411/23315/51465/23381/10626/9294",92
