"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GSE27786_LIN_NEG_VS_NKTCELL_DN","GSE27786_LIN_NEG_VS_NKTCELL_DN","GSE27786_LIN_NEG_VS_NKTCELL_DN","124/8334","200/21355",3.64699486314121e-11,3.57586800347766e-10,5.87952678952624e-11,"55049/3720/23542/933/114879/55761/55850/5128/50937/7132/3430/11320/537/29953/489/27332/387680/4650/3956/51527/6901/23568/10664/55192/5862/23516/23268/80351/55603/4124/10289/1386/114883/81847/80306/7320/51692/64207/51646/51019/8743/219402/84248/7755/79903/79871/54776/6303/10912/85441/7317/54869/5119/7187/3597/55082/84317/57559/3685/83666/55500/6821/10363/64784/3687/2886/6016/6574/8994/10318/192286/58527/26260/8525/153562/831/80790/30827/113612/29761/1836/4643/57822/91544/64760/197131/80232/256471/9232/56339/23582/8085/124935/124936/6890/197370/10636/2194/94056/57148/25948/154141/5916/64859/9092/11145/6181/5339/115207/51341/57621/9802/285513/3665/84464/10865/65992/23054/1192/23053/8790/9641/57223/84876",124
"GSE27786_LSK_VS_BCELL_UP","GSE27786_LSK_VS_BCELL_UP","GSE27786_LSK_VS_BCELL_UP","124/8334","200/21355",3.64699486314121e-11,3.57586800347766e-10,5.87952678952624e-11,"22875/5166/53616/11188/55148/3459/84883/51491/29085/60488/3422/11099/87/771/54431/790/29957/1789/55506/5427/145508/9894/9777/64840/8848/84264/56061/2936/54938/203/20/56652/22852/56521/91057/10635/4940/1967/10486/6747/80255/23301/80146/81849/23184/85365/51004/27340/80148/84693/435/10606/5819/147965/55915/4147/55643/79022/92558/64114/54606/1101/64776/5330/2590/91272/5558/221322/93663/57583/90060/80728/140710/2132/56172/55093/139221/3099/5152/8566/116238/899/5194/51031/7001/64223/197259/26505/85315/112464/1798/254042/2745/8658/6599/26996/79772/8607/4482/84617/6470/57085/7334/84552/374986/22820/7267/128239/647024/63939/3269/9583/373156/23556/5557/9747/8861/414919/534/1454/57026/401115/255783/84876",124
"GSE29164_DAY3_VS_DAY7_CD8_TCELL_AND_IL12_TREATED_MELANOMA_UP","GSE29164_DAY3_VS_DAY7_CD8_TCELL_AND_IL12_TREATED_MELANOMA_UP","GSE29164_DAY3_VS_DAY7_CD8_TCELL_AND_IL12_TREATED_MELANOMA_UP","124/8334","200/21355",3.64699486314121e-11,3.57586800347766e-10,5.87952678952624e-11,"55727/54799/55622/54165/55850/53339/51018/3430/4925/617/7419/231/56605/54498/4214/51322/84861/29775/80020/64781/2287/51635/51016/11237/50855/79918/10397/10671/1760/1628/10014/80273/8567/10645/55603/54800/829/55758/9429/51247/1191/64282/4778/65109/8744/7389/25983/83861/4695/22856/83636/3958/10542/8638/3300/7099/11258/122830/80349/463/6637/10788/51312/83940/2746/51144/7424/374618/26272/133746/10428/1105/80746/201163/84532/128338/26100/11182/150223/29115/3678/5194/10654/50650/10559/158158/6990/27069/25841/9318/6809/54948/3575/54910/116844/55636/6201/26996/8322/11145/284207/10472/9798/2131/84206/375287/11274/51082/3638/51393/63939/5770/9819/4122/51734/140606/3897/643008/3133/11331/1654/11232/27246/8148",124
"GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP","GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP","GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP","124/8334","200/21355",3.64699486314121e-11,3.57586800347766e-10,5.87952678952624e-11,"8685/960/7133/6916/5476/55062/7321/10129/6604/334/2512/3383/57192/113791/10043/3162/8897/4689/5836/4792/10326/23312/665/10135/644/81619/4126/8825/4048/57515/8875/79745/25797/4179/1509/8609/26234/22936/4601/1843/64411/1958/79887/54210/6310/79689/6303/9473/4814/3958/54453/10313/55303/948/967/8291/2799/9764/2752/64114/55654/10970/55332/8870/6386/6653/1545/27163/1848/432/8804/2212/6279/10184/7739/526/123/6934/3176/7402/831/5937/55625/978/8566/8878/10602/6280/6283/2919/7086/1508/58526/7439/3576/929/124583/1051/10924/2745/3267/2015/2517/51363/2131/10159/23236/7378/677/3916/64757/2526/51108/3482/5265/57162/5660/23303/51734/3134/6643/3105/3106/6648",124
"GSE3039_NKT_CELL_VS_B1_BCELL_DN","GSE3039_NKT_CELL_VS_B1_BCELL_DN","GSE3039_NKT_CELL_VS_B1_BCELL_DN","124/8334","200/21355",3.64699486314121e-11,3.57586800347766e-10,5.87952678952624e-11,"81887/10460/11215/9497/7414/7077/9820/56204/55173/6307/57602/5218/79832/259266/55631/5255/64710/23293/28951/55624/6790/84678/55066/2099/8829/9837/57534/1478/5422/8848/9057/22995/7993/1628/95681/6143/10743/4669/7167/7272/10641/1796/22868/84886/51004/1788/23397/79887/113452/84248/79871/10124/48/27161/1434/6845/4430/90416/90417/7187/84951/54663/23508/89978/2947/1824/5025/81618/79621/90871/5876/471/57198/142/93663/2768/210/6188/57405/284161/57630/518/80746/93594/3099/4000/58191/23358/8613/57648/2199/203259/10935/2200/5090/6240/81620/7083/699/1107/5031/56945/84617/10949/81575/7284/9500/5727/53373/138428/63915/3014/3005/203068/9819/55959/4644/2475/6643/23012/10962/402/6222/152217",124
"GSE32423_IL7_VS_IL4_MEMORY_CD8_TCELL_UP","GSE32423_IL7_VS_IL4_MEMORY_CD8_TCELL_UP","GSE32423_IL7_VS_IL4_MEMORY_CD8_TCELL_UP","124/8334","200/21355",3.64699486314121e-11,3.57586800347766e-10,5.87952678952624e-11,"80256/51330/23177/7175/3074/1265/4335/26986/54431/131544/3693/80271/22803/57060/1312/9117/8829/23492/64781/9252/51016/10484/26205/994/11237/84061/2491/23568/23205/55621/57037/23321/91057/9600/8914/900/10051/51300/10057/4209/23046/10765/114883/8609/4602/113/4552/5782/60559/79709/11046/55902/10401/26284/842/9698/60561/2799/55165/54536/83606/1543/55784/409/57459/2590/93627/221322/93663/85450/8479/121551/678/23171/5796/7508/6782/26119/8407/85414/6282/9232/94241/157378/11168/220213/145581/57447/753/84275/338692/115123/63893/6197/54344/9282/222166/169200/51363/221178/2842/317781/677/283149/7328/53373/51393/389206/643836/80055/6693/92689/114112/51135/131870/80352/9946/7247/54492/55670/387882/84752/441027/23380",124
"GSE339_CD4POS_VS_CD8POS_DC_IN_CULTURE_DN","GSE339_CD4POS_VS_CD8POS_DC_IN_CULTURE_DN","GSE339_CD4POS_VS_CD8POS_DC_IN_CULTURE_DN","124/8334","200/21355",3.64699486314121e-11,3.57586800347766e-10,5.87952678952624e-11,"56928/23071/4254/9454/5652/30/1265/8943/10954/4925/26986/6596/6793/7879/22920/5050/22839/4779/3797/51593/10961/339665/3560/1471/5611/8766/55353/55284/11140/51599/230/975/83892/7167/64065/7922/5361/9784/7841/57142/8869/4953/25806/1647/656/1889/10327/54996/4602/10783/84418/23157/51081/54776/826/57045/6533/10267/23480/23164/8650/5570/4193/81618/23452/11258/80312/113675/23344/9960/5371/201456/23521/1382/51514/25816/153830/55651/192286/54539/123/2132/79888/55361/115817/29101/4000/4061/308/58526/7415/7417/5479/10229/80700/7001/6890/4725/255743/197370/3094/983/1798/64859/10276/84617/11253/10425/5441/1537/2517/23705/1468/116541/3665/79581/64222/23048/5660/65124/6891/441282/6222/6892",124
"GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_UP","GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_UP","GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_UP","124/8334","200/21355",3.64699486314121e-11,3.57586800347766e-10,5.87952678952624e-11,"3927/55013/5244/11188/50619/2730/4285/578/55706/6515/10954/79641/3430/8974/4171/8672/5362/10403/7514/22974/24137/8318/11332/5902/9342/4174/5721/10544/7264/6119/644/5717/64151/506/50813/83461/5777/26271/10112/5096/10575/6697/1718/2582/2805/63931/7112/11130/23597/10212/55355/1164/54210/2962/10606/5880/4430/79733/7283/47/5901/51371/1965/891/10542/377/23670/1317/5695/81873/7280/7172/10121/55165/471/55759/10063/1848/55215/6904/83442/1893/375/142/54491/54892/4288/26207/3098/6396/9133/5192/29980/1465/3099/29127/824/10611/5984/1345/51367/6240/7083/2194/5223/5031/488/11065/5441/7056/9582/55505/3838/79184/5034/4603/27341/203068/2316/3064/6277/5557/23234/2119",124
"GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_WITH_PMA_STIM_DN","GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_WITH_PMA_STIM_DN","GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_WITH_PMA_STIM_DN","124/8334","200/21355",3.64699486314121e-11,3.57586800347766e-10,5.87952678952624e-11,"4007/51507/51230/3371/954/30/8776/55810/5526/4335/224/3028/5523/6717/5939/11176/22839/54498/83959/6901/10916/84264/2184/80208/55353/1891/57030/10226/6468/2145/10014/152503/55856/55819/10641/84836/3398/55041/10983/8805/26994/3709/8675/57505/5911/2571/7011/9467/84787/1643/64114/25822/219/10695/3795/83464/23710/9960/4240/2774/64762/9213/54977/91272/54540/93663/9586/7553/6834/22982/2132/57700/56659/84910/221302/64210/55361/83742/2585/139221/1831/222068/8703/3460/9114/3275/51160/91010/64320/79982/51222/23423/125058/125488/22809/126917/83787/7764/79736/55222/283450/1106/64802/6124/64837/4524/391/51027/2517/727957/64219/256281/613/63915/2760/9260/57708/54963/10919/2550/81669/23559/2119/56137",124
"GSE39820_TGFBETA1_IL6_VS_TGFBETA1_IL6_IL23A_TREATED_CD4_TCELL_UP","GSE39820_TGFBETA1_IL6_VS_TGFBETA1_IL6_IL23A_TREATED_CD4_TCELL_UP","GSE39820_TGFBETA1_IL6_VS_TGFBETA1_IL6_IL23A_TREATED_CD4_TCELL_UP","124/8334","200/21355",3.64699486314121e-11,3.57586800347766e-10,5.87952678952624e-11,"9108/5048/11188/330/5431/56204/5601/10188/9748/865/6095/1459/11320/224/23291/1781/8895/2017/10959/22803/5829/8760/7076/10916/22862/8848/6804/27075/2218/51091/2004/2651/8936/55754/1894/55683/2820/90/23683/80267/9181/26232/4602/6446/9991/5228/5033/5335/84969/56255/3397/64919/25814/9945/57511/23111/3845/55207/4907/64844/3557/25822/5612/54874/10579/4664/8482/55589/1062/8826/5170/375/5295/5631/55790/54904/80728/2934/4851/26091/3176/9871/4249/25909/7071/7074/3689/284611/80232/256987/26173/26130/161742/84419/5090/1398/124997/1499/84289/8754/79155/59339/9788/9451/10605/79666/4094/166815/5727/23299/23131/7328/613/9742/388228/9883/6477/6840/3064/90987/84243/780/54458/1903",124
"GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_TREATED_CD4_TCELL_UP","GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_TREATED_CD4_TCELL_UP","GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_TREATED_CD4_TCELL_UP","124/8334","200/21355",3.64699486314121e-11,3.57586800347766e-10,5.87952678952624e-11,"9108/163/1185/4007/10138/27032/26751/1495/51474/5601/6646/2665/10188/6047/865/3430/10640/1459/56889/83737/8555/5019/8895/54439/9878/4214/9044/80173/51382/8760/22919/1478/10940/64089/199731/6804/6603/1655/9267/26973/9444/55914/80006/90/829/6513/1810/92400/9870/10434/55791/2181/5782/25814/6249/10277/3845/25917/23595/55654/64844/25822/3032/4664/9908/91445/8826/25800/57410/7170/79573/375/6574/2719/26091/84364/9456/133686/55529/6782/6566/1633/7074/23355/2063/11282/26027/7048/256987/26173/7534/80318/11244/144455/161742/7529/4088/5090/83986/1499/84437/10605/171024/3177/157769/151188/84552/2081/166815/84890/8241/23299/7328/613/196528/84188/56882/10905/6815/9874/23054/830/1639/26065",124
"GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_UP","GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_UP","GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_UP","124/8334","200/21355",3.64699486314121e-11,3.57586800347766e-10,5.87952678952624e-11,"843/80256/3675/9912/8938/54814/57476/578/8498/3631/822/57646/3757/639/5923/28996/9697/259266/55771/3340/11343/832/10403/23256/1808/997/7494/3162/3705/55313/3163/90427/898/10148/4967/2146/196/10652/10952/64115/5216/10938/28960/10645/7421/84830/51596/7942/1889/55355/55809/4502/7533/6397/3949/7326/91107/8553/27202/84900/1101/1062/6821/54509/3687/396/83442/10733/375/286676/123/10525/9871/112616/26207/51582/55361/3098/1844/8407/7791/3570/9592/6282/64419/3248/94081/158067/124359/144100/399665/6890/197259/5724/699/2990/84287/10221/391/977/7334/51341/9582/6472/3838/71/285513/7332/51155/5770/10865/307/27044/373156/439/112770/6526/91300/440590/1616/162073/23012/387882/23191",124
"GSE42088_2H_VS_24H_LEISHMANIA_INF_DC_UP","GSE42088_2H_VS_24H_LEISHMANIA_INF_DC_UP","GSE42088_2H_VS_24H_LEISHMANIA_INF_DC_UP","124/8334","200/21355",3.64699486314121e-11,3.57586800347766e-10,5.87952678952624e-11,"55013/55049/10460/8635/3459/7077/51660/1265/5165/8514/4335/6160/6604/54997/5829/10961/393/6548/22861/2872/9647/27128/51386/3162/8897/57820/1471/23406/3646/166/230/6404/4048/397/51596/55819/51185/54946/6342/271/5997/1509/51646/4601/2185/79887/6144/3164/9208/54436/56255/7538/3727/9473/6451/5538/51763/517/9764/9314/51754/10695/409/50488/10410/2029/1939/192286/54539/6867/738/80097/831/4929/5018/80223/1831/81544/978/3689/4061/7805/7086/3148/2203/58526/219654/10982/64127/80346/79663/293/1043/2990/10491/2353/929/6203/79095/4615/8665/2810/5912/59307/10581/677/64222/11261/5757/6275/4122/5094/373156/51170/26112/50854/3073/6235/6171/6234/9936/23741/9236/5175",124
"GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_UP","GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_UP","GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_UP","124/8334","200/21355",3.64699486314121e-11,3.57586800347766e-10,5.87952678952624e-11,"3927/2534/6301/7414/7077/5476/55810/28951/7321/6793/3993/2355/8527/2683/54930/23031/9342/25777/64781/9766/9658/8848/23659/53635/7040/81855/81619/51655/23158/54414/60468/5252/55770/54800/4820/84695/64895/3241/5997/6446/64207/26503/2185/976/5335/7408/8459/57045/54629/5338/84929/4772/2048/3656/91768/1840/9882/347733/22891/3685/60490/79720/54509/11322/4782/2052/10769/64777/10957/818/85456/4929/4900/54463/388650/9337/23426/571/197258/1831/26119/1844/9114/9619/1476/3570/9592/4041/8682/80232/25898/26872/1508/4088/23102/54541/3516/359948/3635/51523/84002/5187/1960/161882/5912/6448/51363/18/3768/8303/8660/5138/90624/389792/84464/80320/5154/4641/3897/2664/1903/648791/283131/378938",124
"GSE43955_TH0_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_60H_DN","GSE43955_TH0_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_60H_DN","GSE43955_TH0_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_60H_DN","124/8334","200/21355",3.64699486314121e-11,3.57586800347766e-10,5.87952678952624e-11,"55049/3097/6642/51306/6301/1356/29927/2235/7132/865/23250/5597/113235/58476/56605/51593/6175/5720/4214/10321/9218/1478/79153/9683/55284/665/8178/8887/196/7763/6603/2549/6484/4891/1452/604/55186/54800/55233/9173/90231/1889/2582/57035/7320/9991/55640/4502/7538/5880/1032/3949/25873/170463/10487/7014/51526/51371/54663/89796/10906/64114/10211/2542/55329/55435/51228/7090/7409/473/481/54491/5295/4781/1030/7357/2746/133/2697/7566/7074/3098/1844/115992/8703/7791/9592/91010/23528/64343/25976/23588/5702/10229/3921/6774/8754/197370/55276/5209/3726/5734/80176/3669/4615/11180/9798/754/23466/80764/23654/837/5167/2870/65124/6147/112770/51734/4215/3133/4056/1052/23761/552889",124
"GSE5142_HTERT_TRANSDUCED_VS_CTRL_CD8_TCELL_LATE_PASSAGE_CLONE_UP","GSE5142_HTERT_TRANSDUCED_VS_CTRL_CD8_TCELL_LATE_PASSAGE_CLONE_UP","GSE5142_HTERT_TRANSDUCED_VS_CTRL_CD8_TCELL_LATE_PASSAGE_CLONE_UP","124/8334","200/21355",3.64699486314121e-11,3.57586800347766e-10,5.87952678952624e-11,"2519/51056/1870/4361/211/51018/7030/617/3998/51512/3320/57060/51776/23468/2289/4713/5902/6729/10528/191/5422/4281/11040/10467/57584/91057/10938/23603/10988/57122/51053/23150/3069/8458/3925/23433/91687/84930/23397/84902/10212/1164/79902/10245/6597/79706/90417/79733/4705/1736/51659/7153/5901/23480/55915/7818/8553/79075/84259/9493/55345/3184/2120/675/80349/6904/114804/23421/56950/890/92345/113130/4288/51074/79980/8479/196383/374618/5281/80097/2063/4047/11243/51149/256126/10654/151246/2171/318/195828/220042/55839/90701/55872/84879/1841/3094/5272/134492/162979/27258/6241/64802/7298/80169/388341/6472/84316/10946/55967/79135/51065/1762/146909/2175/2547/2961/25788/219927/3064/5557/7407/728568/25864",124
"GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_DN","GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_DN","GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_DN","124/8334","200/21355",3.64699486314121e-11,3.57586800347766e-10,5.87952678952624e-11,"81691/4145/23177/10903/55349/8635/22807/5926/6095/4335/23161/59277/546/29957/51290/23351/5332/6650/23205/6804/8976/643641/51422/8036/56521/7126/23321/9600/150465/22930/2166/114883/8609/7128/26503/1843/8675/79026/5338/22927/6451/4147/3845/54522/1643/6498/7280/58487/122786/79661/4123/55466/8826/11322/94015/55827/6988/493856/5295/54540/57583/245972/26524/152485/201163/51560/83742/571/7074/197258/65018/64760/23181/221496/55450/5783/201895/9232/220213/161436/322/23582/26263/147798/9778/10892/57571/253558/6777/23529/54621/23141/345778/10425/9659/25970/222166/64219/57621/64764/338707/754/4303/55015/51227/84981/375033/374897/9679/4122/643836/2760/114112/83699/22876/4215/3897/221002/1454/81669/3106/5863/8790/8396",124
"GSE9601_NFKB_INHIBITOR_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_UP","GSE9601_NFKB_INHIBITOR_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_UP","GSE9601_NFKB_INHIBITOR_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_UP","124/8334","200/21355",3.64699486314121e-11,3.57586800347766e-10,5.87952678952624e-11,"5164/1774/10908/5982/23471/57704/9130/51109/37/617/38/55322/10573/151887/1312/5742/79956/25776/51292/23613/28952/6901/5127/4832/5934/858/57037/64115/6945/5007/1374/4048/7942/55819/10007/22916/49856/3065/8443/56912/26094/4329/23433/3416/26123/83690/113/51426/79002/79828/84693/9477/92667/3092/7533/6397/9070/9754/9885/93323/5468/84787/6272/53/51280/5279/58472/79172/51196/3417/3607/2064/29922/27005/2029/142/10299/6502/257218/6834/6001/5058/29087/26207/84532/7071/55529/26100/55721/4047/1173/115209/134147/10449/26505/51255/92305/1876/3667/58485/64393/5916/56892/80169/1198/28970/6612/25840/64976/51259/63915/54834/6693/7541/259230/55251/51451/23234/7416/339231/221092/91368/9236/201299",124
"GSE37532_TREG_VS_TCONV_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_DN","GSE37532_TREG_VS_TCONV_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_DN","GSE37532_TREG_VS_TCONV_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_DN","108/8334","169/21355",4.74341994431583e-11,4.64203386917014e-10,7.63254193530931e-11,"2519/8837/204/54443/23177/50865/11171/175/50484/51528/5888/55283/2665/1975/53339/2773/4199/23446/8243/3161/54820/79023/24137/2079/54928/3646/3978/10282/64983/7019/9570/64151/23788/55856/523/6747/55233/56655/7341/515/4179/10983/4601/29880/7112/5033/6491/9787/10606/9885/7153/10763/5983/2799/4193/10541/5612/3832/29766/57117/83939/92345/10299/4841/51125/3619/55216/130340/701/23648/139221/3455/7805/26225/92703/151742/80145/4085/219654/9318/6240/55872/378/6774/5036/57546/57674/84285/8607/79666/7334/144108/10194/55256/84316/9403/130502/5034/7332/387921/643836/5557/219844/801/9824/11153/286827/11276",108
"GSE35825_UNTREATED_VS_IFNA_STIM_MACROPHAGE_UP","GSE35825_UNTREATED_VS_IFNA_STIM_MACROPHAGE_UP","GSE35825_UNTREATED_VS_IFNA_STIM_MACROPHAGE_UP","110/8334","173/21355",4.9810174838669e-11,4.86526812519418e-10,7.9995889816088e-11,"79602/57210/5583/79567/57602/6894/53339/57217/57704/4905/22978/64744/2767/79157/1808/9424/27037/84861/9929/80020/6901/23659/4150/79719/26093/3955/57037/23064/91452/9126/55163/57649/1998/23603/4739/56940/3977/4090/5997/26094/10965/27030/5826/1788/8165/57580/55809/63908/81537/286336/83549/83667/1742/4147/55643/116988/84722/219855/64780/10695/4647/150864/162427/9869/57552/6837/54545/144110/25780/64795/80746/84532/23648/203328/23218/4041/5001/58526/23588/142940/9702/8772/3635/92305/51112/9451/1717/338692/253512/388730/90806/153364/10522/81889/374986/169200/80045/84890/55256/164091/22821/6256/53373/23048/9583/7405/6494/11344/11232/7703",110
"GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_UP","GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_UP","GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_UP","111/8334","175/21355",5.09025762400623e-11,4.96251731861292e-10,8.159488406702e-11,"7005/54443/10460/22807/5888/5610/841/259266/55771/4335/3161/634/3835/10403/8438/22974/332/24137/63967/1033/54602/30844/11033/55247/64151/83461/9749/7272/7029/64135/85440/79971/991/3925/1063/9928/4072/23397/10133/64753/2571/60559/55320/151648/85441/93974/7153/9645/55143/948/55332/6941/57082/3832/10579/55165/4664/1062/10410/83540/6004/2052/132299/890/10769/54892/50808/4288/3619/1111/667/5352/701/9133/995/899/151354/151195/8320/151246/5783/6259/56992/3148/9232/734/55872/197259/150468/699/983/79801/55636/6241/3669/253558/1163/1240/51301/9735/4603/3434/2650/9901/23654/837/25788/2673/9824/286827/140809",111
"THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_70PLS_NONRESPONDER_2DY_DN","THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_70PLS_NONRESPONDER_2DY_DN","THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_70PLS_NONRESPONDER_2DY_DN","97/8334","148/21355",5.5511054946312e-11,5.40153111507946e-10,8.88132527953578e-11,"3720/8635/7133/10908/535/23274/79567/1495/23247/602/537/8570/84678/6548/51324/51776/55357/1153/4616/9647/10043/4627/7165/26205/1186/10295/23312/11140/11033/3614/64115/219771/57178/6722/57561/80148/3659/56926/4037/55902/4814/3021/55643/8553/64759/64855/10695/26509/8804/81609/8751/93100/203228/210/138151/226/10618/55625/80790/7071/81894/2776/7791/29/149076/3689/11182/58191/23385/10602/308/2203/26012/56905/124935/90850/6520/22809/5986/10491/5209/162979/81603/8462/3054/6051/391/8408/168544/9802/220323/10801/80233/2526/5660/415116/65010",97
"GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP","GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP","GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP","121/8334","195/21355",5.79827477756387e-11,5.51888618570174e-10,9.07428326370617e-11,"79657/11188/3077/27067/51528/30/1994/55631/60487/6196/4905/3693/7514/546/57544/5037/3476/10914/23428/1312/6732/79956/3162/11020/64131/1954/9512/7980/79004/7343/23531/1374/8099/10902/55374/51300/51185/10641/56987/54946/90231/57568/25949/64105/64756/4835/56255/3397/51309/56906/10038/25814/84326/9779/2330/5994/7178/2048/10313/10526/6272/3939/5570/55654/27229/5330/2644/3795/317662/9905/432/9775/80222/11000/65123/6502/8473/60496/93589/79682/10618/51351/55625/55364/119392/23648/51160/115/8986/54861/51304/79443/55656/282974/119504/29901/197370/58485/10972/10287/221037/375444/114926/55017/2049/54954/4303/6612/50626/1806/7678/6709/55552/5557/57209/90987/55766/158880/8339/256302/8396",121
"GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_DN","GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_DN","GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_DN","122/8334","197/21355",5.8299208223377e-11,5.51888618570174e-10,9.07428326370617e-11,"60481/2730/7414/822/23095/493/6515/5476/55711/6095/5873/55205/131544/56650/2060/4637/3956/4689/57534/23406/55313/6674/1155/4967/196/56654/8661/10105/3587/80824/6489/10090/60682/9749/23150/6747/27013/58480/965/2635/79627/1191/23397/80008/5552/57580/6310/56255/7533/55320/7905/11046/9467/23180/3958/84250/9645/3939/3601/301/8728/55122/967/8676/10154/7295/1847/8826/4864/94015/79180/83442/10130/10788/5066/93663/8573/9258/51125/2040/3688/831/81544/203260/8682/284996/10602/6282/118429/9232/94241/360/221035/56935/90701/64127/7171/10263/125488/3987/9788/81831/5499/64859/253461/4291/144811/169200/64764/302/4603/64222/84981/51155/6275/307/4217/373156/89894/1192/7124/84752",122
"GSE22886_NAIVE_CD8_TCELL_VS_NKCELL_DN","GSE22886_NAIVE_CD8_TCELL_VS_NKCELL_DN","GSE22886_NAIVE_CD8_TCELL_VS_NKCELL_DN","122/8334","197/21355",5.8299208223377e-11,5.51888618570174e-10,9.07428326370617e-11,"22875/3927/8837/163/3720/9765/1495/116984/51773/23101/493/23041/6047/28996/7132/1659/23198/9733/22920/83737/11342/79670/3842/54434/5550/23139/79603/9342/29799/8897/3560/3002/5494/9766/57136/6907/2000/10725/6810/79895/55284/10848/5445/23064/51111/81566/56951/4090/2591/1820/1718/5887/51552/23433/5552/9477/24139/435/79651/23180/5791/5509/4853/23175/51317/967/1317/10499/55784/5045/4864/26502/1130/57205/54438/55023/6867/2040/2934/4851/5531/51232/63894/3628/54842/9320/80223/93594/26053/2539/57551/1857/6280/204851/22836/6850/219654/25820/567/2801/51013/1488/7525/9632/53637/79642/9798/64764/57118/3916/3638/8644/284443/10865/23365/11152/3482/1052/80301/23761/4067/8148",122
"GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_2H_UP","GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_2H_UP","GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_2H_UP","122/8334","197/21355",5.8299208223377e-11,5.51888618570174e-10,9.07428326370617e-11,"3927/5048/9043/2730/8439/4234/7204/79142/6307/23095/8943/23293/11343/7587/7879/9733/7419/3320/54434/231/3301/2512/8655/51726/9424/4363/6810/2936/10049/3315/6009/57178/5717/8714/3312/51567/5467/653/55856/10902/29959/8942/148479/54856/8564/533/84878/9870/55640/10808/2181/6385/8202/8970/1026/718/3092/10912/51429/7187/116988/967/64855/51645/10068/1545/10121/91445/283431/9990/3687/4864/23533/148932/90874/27436/10318/84513/29967/51524/60485/26278/200014/55361/2140/340348/861/112950/8566/4000/3678/221496/152519/9263/7415/53349/123169/6809/399665/146434/8772/2237/1876/27301/5707/22845/84617/9798/8241/54732/84842/284018/10614/389792/5154/1066/79600/90861/10432/147007/9294/100170841",122
