"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GSE37605_NOD_VS_C57BL6_IRES_GFP_TREG_DN","GSE37605_NOD_VS_C57BL6_IRES_GFP_TREG_DN","GSE37605_NOD_VS_C57BL6_IRES_GFP_TREG_DN","12/696","153/21355",0.00441905931443004,0.0254686626699688,0.0169925147699358,"1534/3459/8555/5641/7272/652/5914/1382/2040/824/4597/6136",12
"GSE26928_NAIVE_VS_CENT_MEMORY_CD4_TCELL_DN","GSE26928_NAIVE_VS_CENT_MEMORY_CD4_TCELL_DN","GSE26928_NAIVE_VS_CENT_MEMORY_CD4_TCELL_DN","14/696","193/21355",0.00446075019565202,0.0256214971555251,0.0170944848767617,"6515/28983/5427/7468/9528/2799/2040/341640/55450/9232/682/4312/4758/4082",14
"GSE37416_CTRL_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP","GSE37416_CTRL_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP","GSE37416_CTRL_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP","14/696","193/21355",0.00446075019565202,0.0256214971555251,0.0170944848767617,"55635/38/27092/7434/25906/1854/23164/10592/55215/481/29127/387914/50861/3303",14
"GSE6259_33D1_POS_VS_DEC205_POS_SPLENIC_DC_UP","GSE6259_33D1_POS_VS_DEC205_POS_SPLENIC_DC_UP","GSE6259_33D1_POS_VS_DEC205_POS_SPLENIC_DC_UP","14/696","193/21355",0.00446075019565202,0.0256214971555251,0.0170944848767617,"55771/2222/1789/4602/11064/11322/79682/6755/152926/4054/596/23580/100128927/3303",14
"GSE13762_CTRL_VS_125_VITAMIND_DAY12_DC_DN","GSE13762_CTRL_VS_125_VITAMIND_DAY12_DC_DN","GSE13762_CTRL_VS_125_VITAMIND_DAY12_DC_DN","11/696","134/21355",0.00447104417588999,0.0256515399717539,0.0171145292350036,"2239/24137/140462/10135/6385/7153/7057/6280/118430/26960/27333",11
"HOEK_B_CELL_2011_2012_TIV_ADULT_7DY_UP","HOEK_B_CELL_2011_2012_TIV_ADULT_7DY_UP","HOEK_B_CELL_2011_2012_TIV_ADULT_7DY_UP","6/696","48/21355",0.00449165899753167,0.0257406611781623,0.0171739902846799,"22974/857/11130/79586/6280/6241",6
"GSE3920_UNTREATED_VS_IFNG_TREATED_ENDOTHELIAL_CELL_UP","GSE3920_UNTREATED_VS_IFNG_TREATED_ENDOTHELIAL_CELL_UP","GSE3920_UNTREATED_VS_IFNG_TREATED_ENDOTHELIAL_CELL_UP","12/696","154/21355",0.0046547529614918,0.0266318170304006,0.0177685632772906,"1591/2260/54498/4616/1026/23767/1382/6004/2898/1960/9516/7124",12
"GSE11057_CD4_EFF_MEM_VS_PBMC_DN","GSE11057_CD4_EFF_MEM_VS_PBMC_DN","GSE11057_CD4_EFF_MEM_VS_PBMC_DN","14/696","194/21355",0.00466819058882663,0.0266318170304006,0.0177685632772906,"4084/84649/334/427/64747/55577/6386/7739/11182/8682/171546/56905/6256/23654",14
"GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_0.8H_DN","GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_0.8H_DN","GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_0.8H_DN","14/696","194/21355",0.00466819058882663,0.0266318170304006,0.0177685632772906,"4254/6515/533/1026/8553/967/26509/675/57530/2203/5099/1946/6256/389792",14
"GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_A3R_INH_AND_TCELL_MEMBRANES_ACT_MAST_CELL_UP","GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_A3R_INH_AND_TCELL_MEMBRANES_ACT_MAST_CELL_UP","GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_A3R_INH_AND_TCELL_MEMBRANES_ACT_MAST_CELL_UP","14/696","194/21355",0.00466819058882663,0.0266318170304006,0.0177685632772906,"3459/334/10135/8942/7852/2799/7057/8878/6157/8204/9516/7259/148189/4082",14
"GSE12003_4D_VS_8D_CULTURE_BM_PROGENITOR_UP","GSE12003_4D_VS_8D_CULTURE_BM_PROGENITOR_UP","GSE12003_4D_VS_8D_CULTURE_BM_PROGENITOR_UP","13/696","174/21355",0.00470959923376769,0.0268076738407496,0.0178858937192526,"634/1789/3614/9144/7466/6146/6513/25902/1026/5447/5211/10525/2548",13
"GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_IL2_CULTURE_UP","GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_IL2_CULTURE_UP","GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_IL2_CULTURE_UP","13/696","174/21355",0.00470959923376769,0.0268076738407496,0.0178858937192526,"54443/4084/634/4792/30844/30818/9928/6004/151354/493869/9232/27333/4603",13
"GSE3982_MAST_CELL_VS_MAC_DN","GSE3982_MAST_CELL_VS_MAC_DN","GSE3982_MAST_CELL_VS_MAC_DN","14/696","195/21355",0.00488336421598384,0.0272690636606962,0.0181937298012541,"3675/1186/1209/3614/7046/64747/53/948/316/2588/10205/23385/476/6256",14
"GSE3920_UNTREATED_VS_IFNA_TREATED_ENDOTHELIAL_CELL_UP","GSE3920_UNTREATED_VS_IFNA_TREATED_ENDOTHELIAL_CELL_UP","GSE3920_UNTREATED_VS_IFNA_TREATED_ENDOTHELIAL_CELL_UP","13/696","175/21355",0.00494060005593144,0.0272690636606962,0.0181937298012541,"5476/30844/5025/6386/79180/2040/144110/9114/2517/1435/8519/3916/23654",13
"GSE12366_GC_VS_NAIVE_BCELL_DN","GSE12366_GC_VS_NAIVE_BCELL_DN","GSE12366_GC_VS_NAIVE_BCELL_DN","14/696","196/21355",0.00510647683768882,0.0272690636606962,0.0181937298012541,"3459/3074/634/4907/967/9445/6130/3087/4061/3921/84875/116447/6256/7259",14
"GSE22611_MUTANT_NOD2_VS_CTRL_TRANSDUCED_HEK293T_CELL_DN","GSE22611_MUTANT_NOD2_VS_CTRL_TRANSDUCED_HEK293T_CELL_DN","GSE22611_MUTANT_NOD2_VS_CTRL_TRANSDUCED_HEK293T_CELL_DN","14/696","196/21355",0.00510647683768882,0.0272690636606962,0.0181937298012541,"10321/4605/8727/8553/26298/9746/10018/2203/5979/22843/2517/6657/1364/6499",14
"GSE22886_NAIVE_VS_IGG_IGA_MEMORY_BCELL_DN","GSE22886_NAIVE_VS_IGG_IGA_MEMORY_BCELL_DN","GSE22886_NAIVE_VS_IGG_IGA_MEMORY_BCELL_DN","14/696","196/21355",0.00510647683768882,0.0272690636606962,0.0181937298012541,"8938/7431/5476/64834/38/3732/23002/4522/900/8553/824/476/6157/4082",14
"GSE23321_CD8_STEM_CELL_MEMORY_VS_NAIVE_CD8_TCELL_DN","GSE23321_CD8_STEM_CELL_MEMORY_VS_NAIVE_CD8_TCELL_DN","GSE23321_CD8_STEM_CELL_MEMORY_VS_NAIVE_CD8_TCELL_DN","14/696","196/21355",0.00510647683768882,0.0272690636606962,0.0181937298012541,"10460/11320/10403/1666/427/23130/9528/64747/1854/3832/29028/3148/374395/26020",14
"GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_UP","GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_UP","GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_UP","14/696","196/21355",0.00510647683768882,0.0272690636606962,0.0181937298012541,"26999/489/57820/994/6230/4907/4609/6194/6133/3921/5569/5101/6228/7088",14
"GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_4H_DN","GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_4H_DN","GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_4H_DN","14/696","196/21355",0.00510647683768882,0.0272690636606962,0.0181937298012541,"4254/6790/2717/5054/2335/81533/948/1545/675/3087/10395/2203/8349/1903",14
"GSE21033_CTRL_VS_POLYIC_STIM_DC_24H_UP","GSE21033_CTRL_VS_POLYIC_STIM_DC_24H_UP","GSE21033_CTRL_VS_POLYIC_STIM_DC_24H_UP","12/696","156/21355",0.00515625594049684,0.0272690636606962,0.0181937298012541,"8938/3074/5641/283120/9445/91156/51246/162394/89797/389792/51466/955",12
"GSE10325_BCELL_VS_MYELOID_UP","GSE10325_BCELL_VS_MYELOID_UP","GSE10325_BCELL_VS_MYELOID_UP","14/696","197/21355",0.00533773672666166,0.0272690636606962,0.0181937298012541,"23224/4171/489/118/2091/975/56950/3921/596/64219/5101/51466/7088/100505761",14
"GSE11864_CSF1_VS_CSF1_IFNG_IN_MAC_UP","GSE11864_CSF1_VS_CSF1_IFNG_IN_MAC_UP","GSE11864_CSF1_VS_CSF1_IFNG_IN_MAC_UP","14/696","197/21355",0.00533773672666166,0.0272690636606962,0.0181937298012541,"57414/3459/7145/57192/162/57136/9528/51614/5447/6533/7739/83986/389792/4082",14
"GSE13485_DAY7_VS_DAY21_YF17D_VACCINE_PBMC_UP","GSE13485_DAY7_VS_DAY21_YF17D_VACCINE_PBMC_UP","GSE13485_DAY7_VS_DAY21_YF17D_VACCINE_PBMC_UP","14/696","197/21355",0.00533773672666166,0.0272690636606962,0.0181937298012541,"5932/55603/1026/1514/10970/26509/11226/7739/4061/8682/824/147645/4122/4082",14
"GSE1460_CORD_VS_ADULT_BLOOD_NAIVE_CD4_TCELL_UP","GSE1460_CORD_VS_ADULT_BLOOD_NAIVE_CD4_TCELL_UP","GSE1460_CORD_VS_ADULT_BLOOD_NAIVE_CD4_TCELL_UP","14/696","197/21355",0.00533773672666166,0.0272690636606962,0.0181937298012541,"7035/23002/28231/5932/30844/7272/10051/6185/10606/5352/1345/375790/3303/4082",14
"GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN","GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN","GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN","14/696","197/21355",0.00533773672666166,0.0272690636606962,0.0181937298012541,"5982/5476/6720/634/3655/4001/25902/10606/51520/4609/5292/5163/2150/285513",14
"GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_UP","GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_UP","GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_UP","14/696","197/21355",0.00533773672666166,0.0272690636606962,0.0181937298012541,"58473/23224/11320/3655/994/8821/23164/57326/6609/4054/5569/596/64219/50861",14
"GSE22886_NAIVE_VS_IGM_MEMORY_BCELL_DN","GSE22886_NAIVE_VS_IGM_MEMORY_BCELL_DN","GSE22886_NAIVE_VS_IGM_MEMORY_BCELL_DN","14/696","197/21355",0.00533773672666166,0.0272690636606962,0.0181937298012541,"7431/5476/64834/38/3732/23002/1666/900/8553/10970/824/57326/476/4082",14
"GSE24574_BCL6_LOW_TFH_VS_NAIVE_CD4_TCELL_DN","GSE24574_BCL6_LOW_TFH_VS_NAIVE_CD4_TCELL_DN","GSE24574_BCL6_LOW_TFH_VS_NAIVE_CD4_TCELL_DN","14/696","197/21355",0.00533773672666166,0.0272690636606962,0.0181937298012541,"1534/2222/54498/10321/4605/4923/26033/22943/6206/6004/5799/4085/4982/8204",14
"GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_6H_DN","GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_6H_DN","GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_6H_DN","14/696","197/21355",0.00533773672666166,0.0272690636606962,0.0181937298012541,"5982/537/5427/51599/10135/9144/8992/51337/55654/1062/7385/11182/79837/84289",14
"GSE28130_ACTIVATED_VS_INDUCEED_TREG_UP","GSE28130_ACTIVATED_VS_INDUCEED_TREG_UP","GSE28130_ACTIVATED_VS_INDUCEED_TREG_UP","14/696","197/21355",0.00533773672666166,0.0272690636606962,0.0181937298012541,"4605/26033/7164/6206/53/4609/6004/8573/10018/5799/9401/824/10395/10653",14
"GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN","GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN","GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN","14/696","197/21355",0.00533773672666166,0.0272690636606962,0.0181937298012541,"3055/427/9144/8942/5768/79143/1514/5025/10956/2799/26509/51363/23654/4082",14
"GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_DC_UP","GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_DC_UP","GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_DC_UP","14/696","197/21355",0.00533773672666166,0.0272690636606962,0.0181937298012541,"1534/8555/8942/4602/7852/79586/3178/10769/2040/23218/9537/7351/8519/3868",14
"GSE37416_0H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP","GSE37416_0H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP","GSE37416_0H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP","14/696","197/21355",0.00533773672666166,0.0272690636606962,0.0181937298012541,"5982/10403/7456/6451/23164/6279/2746/57182/6383/2548/613/4810/26020/6892",14
"GSE37534_UNTREATED_VS_ROSIGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_UP","GSE37534_UNTREATED_VS_ROSIGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_UP","GSE37534_UNTREATED_VS_ROSIGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_UP","14/696","197/21355",0.00533773672666166,0.0272690636606962,0.0181937298012541,"23224/6720/4605/54682/4001/4751/9928/54795/10592/408/429/23218/23385/2898",14
"GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_1H_UP","GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_1H_UP","GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_1H_UP","14/696","197/21355",0.00533773672666166,0.0272690636606962,0.0181937298012541,"4084/3383/4616/4792/3055/57214/10135/1594/4685/11182/10395/375790/4082/6648",14
"GSE45365_CD8A_DC_VS_CD11B_DC_DN","GSE45365_CD8A_DC_VS_CD11B_DC_DN","GSE45365_CD8A_DC_VS_CD11B_DC_DN","14/696","197/21355",0.00533773672666166,0.0272690636606962,0.0181937298012541,"23659/9780/427/7164/57415/81533/51659/8573/5352/10395/1345/81620/5569/387914",14
"GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8A_DC_IFNAR_KO_UP","GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8A_DC_IFNAR_KO_UP","GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8A_DC_IFNAR_KO_UP","14/696","197/21355",0.00533773672666166,0.0272690636606962,0.0181937298012541,"11313/1186/3646/9144/7468/900/10314/23397/6202/6133/3921/54681/50854/29803",14
"GSE21360_TERTIARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN","GSE21360_TERTIARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN","GSE21360_TERTIARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN","13/696","177/21355",0.00542987420131745,0.0272690636606962,0.0181937298012541,"84649/10644/3383/113878/4792/857/6385/23767/948/8878/6280/55666/754",13
"GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_BALBC_MOUSE_UP","GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_BALBC_MOUSE_UP","GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_BALBC_MOUSE_UP","11/696","138/21355",0.00557249169022523,0.0272690636606962,0.0181937298012541,"3383/23420/2274/6513/6202/56950/2768/682/64837/140701/9045",11
"GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP","GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP","GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP","14/696","198/21355",0.00557735460808322,0.0272690636606962,0.0181937298012541,"6482/162/80381/5768/1948/4240/351/79932/8682/2150/124583/8204/64218/6136",14
"GSE20727_CTRL_VS_ROS_INHIBITOR_TREATED_DC_UP","GSE20727_CTRL_VS_ROS_INHIBITOR_TREATED_DC_UP","GSE20727_CTRL_VS_ROS_INHIBITOR_TREATED_DC_UP","14/696","198/21355",0.00557735460808322,0.0272690636606962,0.0181937298012541,"6790/994/642/23130/9528/4751/4602/23397/11130/396/10733/56905/9212/55010",14
"GSE22886_CD4_TCELL_VS_BCELL_NAIVE_UP","GSE22886_CD4_TCELL_VS_BCELL_NAIVE_UP","GSE22886_CD4_TCELL_VS_BCELL_NAIVE_UP","14/696","198/21355",0.00557735460808322,0.0272690636606962,0.0181937298012541,"10460/58473/994/57136/2625/8821/5585/861/23400/57326/476/6609/4054/613",14
"GSE22886_CD8_TCELL_VS_BCELL_NAIVE_UP","GSE22886_CD8_TCELL_VS_BCELL_NAIVE_UP","GSE22886_CD8_TCELL_VS_BCELL_NAIVE_UP","14/696","198/21355",0.00557735460808322,0.0272690636606962,0.0181937298012541,"10460/58473/5476/57136/8821/5585/4502/79180/861/23400/4054/54681/4603/613",14
"GSE24574_BCL6_HIGH_TFH_VS_TCONV_CD4_TCELL_DN","GSE24574_BCL6_HIGH_TFH_VS_TCONV_CD4_TCELL_DN","GSE24574_BCL6_HIGH_TFH_VS_TCONV_CD4_TCELL_DN","14/696","198/21355",0.00557735460808322,0.0272690636606962,0.0181937298012541,"4171/22943/4256/6206/53/1514/3832/6004/8573/10018/5799/10653/699/8349",14
"GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP","GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP","GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP","14/696","198/21355",0.00557735460808322,0.0272690636606962,0.0181937298012541,"1535/93166/3732/57192/5641/2717/975/8992/8942/6385/967/5270/64219/26020",14
"GSE29949_CD8_NEG_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_UP","GSE29949_CD8_NEG_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_UP","GSE29949_CD8_NEG_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_UP","14/696","198/21355",0.00557735460808322,0.0272690636606962,0.0181937298012541,"9780/2625/5768/2181/1514/4907/481/6278/10205/10018/824/171546/6692/10653",14
"GSE360_CTRL_VS_T_GONDII_DC_DN","GSE360_CTRL_VS_T_GONDII_DC_DN","GSE360_CTRL_VS_T_GONDII_DC_DN","14/696","198/21355",0.00557735460808322,0.0272690636606962,0.0181937298012541,"6482/51083/4616/4792/7852/222/55215/890/2768/8573/10205/9212/375790/6648",14
"GSE3982_BASOPHIL_VS_NKCELL_UP","GSE3982_BASOPHIL_VS_NKCELL_UP","GSE3982_BASOPHIL_VS_NKCELL_UP","14/696","198/21355",0.00557735460808322,0.0272690636606962,0.0181937298012541,"4084/634/2887/9528/8553/2317/5292/6386/79682/57326/596/1435/4122/3887",14
"GSE3982_BCELL_VS_TH1_DN","GSE3982_BCELL_VS_TH1_DN","GSE3982_BCELL_VS_TH1_DN","14/696","198/21355",0.00557735460808322,0.0272690636606962,0.0181937298012541,"24137/6319/7468/2335/9787/8553/4240/11004/9232/5347/54948/699/6241/347",14
"GSE3982_MAC_VS_NEUTROPHIL_UP","GSE3982_MAC_VS_NEUTROPHIL_UP","GSE3982_MAC_VS_NEUTROPHIL_UP","14/696","198/21355",0.00557735460808322,0.0272690636606962,0.0181937298012541,"8714/6185/81533/7153/9924/283537/890/2768/9232/6692/10653/54681/2517/1435",14
"GSE8685_IL2_STARVED_VS_IL2_ACT_IL2_STARVED_CD4_TCELL_DN","GSE8685_IL2_STARVED_VS_IL2_ACT_IL2_STARVED_CD4_TCELL_DN","GSE8685_IL2_STARVED_VS_IL2_ACT_IL2_STARVED_CD4_TCELL_DN","14/696","198/21355",0.00557735460808322,0.0272690636606962,0.0181937298012541,"2519/55635/7468/152503/7358/4751/5570/890/29127/221150/150468/22845/22928/50854",14
"GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_UP","GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_UP","GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_UP","14/696","198/21355",0.00557735460808322,0.0272690636606962,0.0181937298012541,"6515/4616/28231/2717/2181/1026/1514/29948/4319/1960/1435/4758/1903/7124",14
"GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_DN","GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_DN","GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_DN","14/696","198/21355",0.00557735460808322,0.0272690636606962,0.0181937298012541,"3383/4792/3055/10135/6385/891/79682/11182/152926/983/754/7124/4082/6648",14
"GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_DN","GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_DN","GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_DN","13/696","178/21355",0.00568864370799545,0.0272690636606962,0.0181937298012541,"11320/634/4792/196/8821/26509/11322/10018/476/51246/10653/1364/9060",13
"GSE6259_33D1_POS_VS_DEC205_POS_FLT3L_INDUCED_SPLENIC_DC_DN","GSE6259_33D1_POS_VS_DEC205_POS_FLT3L_INDUCED_SPLENIC_DC_DN","GSE6259_33D1_POS_VS_DEC205_POS_FLT3L_INDUCED_SPLENIC_DC_DN","13/696","178/21355",0.00568864370799545,0.0272690636606962,0.0181937298012541,"284403/26090/10314/7852/23164/5025/283537/3087/10018/23400/1717/169200/23654",13
"GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_DN","GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_DN","GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_DN","14/696","199/21355",0.00582554359726886,0.0272690636606962,0.0181937298012541,"54443/259266/3655/5641/3055/857/55603/9787/151648/7153/3832/83540/51097/57282",14
"GSE11924_TH1_VS_TH2_CD4_TCELL_DN","GSE11924_TH1_VS_TH2_CD4_TCELL_DN","GSE11924_TH1_VS_TH2_CD4_TCELL_DN","14/696","199/21355",0.00582554359726886,0.0272690636606962,0.0181937298012541,"6558/23002/8992/4502/1545/10525/124565/4319/162394/4054/255743/414149/9725/4082",14
"GSE14350_IL2RB_KO_VS_WT_TREG_UP","GSE14350_IL2RB_KO_VS_WT_TREG_UP","GSE14350_IL2RB_KO_VS_WT_TREG_UP","14/696","199/21355",0.00582554359726886,0.0272690636606962,0.0181937298012541,"56919/11320/38/22978/201266/11226/29948/79180/5163/6609/124583/27333/64218/6892",14
"GSE15330_GRANULOCYTE_MONOCYTE_PROGENITOR_VS_PRO_BCELL_UP","GSE15330_GRANULOCYTE_MONOCYTE_PROGENITOR_VS_PRO_BCELL_UP","GSE15330_GRANULOCYTE_MONOCYTE_PROGENITOR_VS_PRO_BCELL_UP","14/696","199/21355",0.00582554359726886,0.0272690636606962,0.0181937298012541,"6558/55624/3912/642/4001/1968/5270/28988/29127/476/255743/112858/55319/6648",14
"GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_DN","GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_DN","GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_DN","14/696","199/21355",0.00582554359726886,0.0272690636606962,0.0181937298012541,"7035/10644/1789/140462/7358/55686/4502/10161/861/124583/1717/54681/9516/4311",14
"GSE17301_IFNA2_VS_IFNA2_AND_ACD3_ACD28_STIM_CD8_TCELL_DN","GSE17301_IFNA2_VS_IFNA2_AND_ACD3_ACD28_STIM_CD8_TCELL_DN","GSE17301_IFNA2_VS_IFNA2_AND_ACD3_ACD28_STIM_CD8_TCELL_DN","14/696","199/21355",0.00582554359726886,0.0272690636606962,0.0181937298012541,"1534/4792/2887/25797/51659/9700/5270/2317/1545/5211/79682/2674/55872/6657",14
"GSE17721_4H_VS_24H_POLYIC_BMDC_UP","GSE17721_4H_VS_24H_POLYIC_BMDC_UP","GSE17721_4H_VS_24H_POLYIC_BMDC_UP","14/696","199/21355",0.00582554359726886,0.0272690636606962,0.0181937298012541,"55635/332/5935/2625/55577/5292/55165/2746/5352/29127/4085/2194/983/2878",14
"GSE17721_CTRL_VS_PAM3CSK4_1H_BMDC_UP","GSE17721_CTRL_VS_PAM3CSK4_1H_BMDC_UP","GSE17721_CTRL_VS_PAM3CSK4_1H_BMDC_UP","14/696","199/21355",0.00582554359726886,0.0272690636606962,0.0181937298012541,"11313/6720/38/11151/427/64747/1854/8416/55262/699/1649/128239/116447/283131",14
"GSE17721_LPS_VS_GARDIQUIMOD_0.5H_BMDC_UP","GSE17721_LPS_VS_GARDIQUIMOD_0.5H_BMDC_UP","GSE17721_LPS_VS_GARDIQUIMOD_0.5H_BMDC_UP","14/696","199/21355",0.00582554359726886,0.0272690636606962,0.0181937298012541,"54820/4171/57192/1666/642/440275/481/161835/3087/673/824/754/5167/6648",14
"GSE17721_LPS_VS_PAM3CSK4_0.5H_BMDC_DN","GSE17721_LPS_VS_PAM3CSK4_0.5H_BMDC_DN","GSE17721_LPS_VS_PAM3CSK4_0.5H_BMDC_DN","14/696","199/21355",0.00582554359726886,0.0272690636606962,0.0181937298012541,"64063/55635/2260/51599/7466/2335/90993/151354/1508/4054/5099/23466/374395/9516",14
"GSE17721_LPS_VS_PAM3CSK4_12H_BMDC_DN","GSE17721_LPS_VS_PAM3CSK4_12H_BMDC_DN","GSE17721_LPS_VS_PAM3CSK4_12H_BMDC_DN","14/696","199/21355",0.00582554359726886,0.0272690636606962,0.0181937298012541,"64834/332/10175/23420/7358/10051/6125/8682/6157/4176/983/1163/9045/6136",14
"GSE17721_PAM3CSK4_VS_GADIQUIMOD_8H_BMDC_UP","GSE17721_PAM3CSK4_VS_GADIQUIMOD_8H_BMDC_UP","GSE17721_PAM3CSK4_VS_GADIQUIMOD_8H_BMDC_UP","14/696","199/21355",0.00582554359726886,0.0272690636606962,0.0181937298012541,"2519/10175/80331/10606/56950/516/23400/23218/2203/4176/2194/754/9045/283131",14
"GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_12H_CD4_TCELL_DN","GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_12H_CD4_TCELL_DN","GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_12H_CD4_TCELL_DN","14/696","199/21355",0.00582554359726886,0.0272690636606962,0.0181937298012541,"84649/64834/11130/10606/1514/6941/55215/10525/4085/171546/23306/10653/1960/9824",14
"GSE19198_6H_VS_24H_IL21_TREATED_TCELL_UP","GSE19198_6H_VS_24H_IL21_TREATED_TCELL_UP","GSE19198_6H_VS_24H_IL21_TREATED_TCELL_UP","14/696","199/21355",0.00582554359726886,0.0272690636606962,0.0181937298012541,"3732/3655/9209/7078/5054/8714/1594/79143/57153/26298/10970/1545/2588/481",14
