"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_DN","GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_DN","GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_DN","23/696","200/21355",1.70200150368403e-07,5.4228551054486e-06,3.61809124682516e-06,"54443/10460/3161/54820/24137/10635/7272/991/3925/4751/1026/4502/51659/55143/2317/675/64946/824/57650/4085/55872/1163/9212",23
"GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN","GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN","GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN","23/696","200/21355",1.70200150368403e-07,5.4228551054486e-06,3.61809124682516e-06,"3459/3074/5476/334/57192/25797/5768/51280/948/2799/55654/6386/1545/26509/10161/79180/1508/2203/2548/754/3916/6256/23654",23
"GSE18893_TCONV_VS_TREG_24H_CULTURE_DN","GSE18893_TCONV_VS_TREG_24H_CULTURE_DN","GSE18893_TCONV_VS_TREG_24H_CULTURE_DN","23/696","200/21355",1.70200150368403e-07,5.4228551054486e-06,3.61809124682516e-06,"9319/5641/5932/51566/1058/8503/4602/23397/6385/7153/8553/948/55165/1062/10161/83540/57182/4061/699/9212/1960/169200/128178",23
"GSE19923_E2A_KO_VS_E2A_AND_HEB_KO_DP_THYMOCYTE_UP","GSE19923_E2A_KO_VS_E2A_AND_HEB_KO_DP_THYMOCYTE_UP","GSE19923_E2A_KO_VS_E2A_AND_HEB_KO_DP_THYMOCYTE_UP","23/696","200/21355",1.70200150368403e-07,5.4228551054486e-06,3.61809124682516e-06,"5982/4171/23594/5641/1058/3925/4602/7852/11130/55577/3337/55143/967/9445/3832/10205/4685/2150/4176/5347/81620/6241/9212",23
"GSE20715_0H_VS_48H_OZONE_LUNG_DN","GSE20715_0H_VS_48H_OZONE_LUNG_DN","GSE20715_0H_VS_48H_OZONE_LUNG_DN","23/696","200/21355",1.70200150368403e-07,5.4228551054486e-06,3.61809124682516e-06,"54443/5427/10135/7358/4256/10112/1058/1026/7153/3337/55165/890/871/161835/26353/4176/55872/699/2194/983/6241/11065/1649",23
"GSE21063_WT_VS_NFATC1_KO_BCELL_DN","GSE21063_WT_VS_NFATC1_KO_BCELL_DN","GSE21063_WT_VS_NFATC1_KO_BCELL_DN","23/696","200/21355",1.70200150368403e-07,5.4228551054486e-06,3.61809124682516e-06,"54443/10460/259266/284403/6790/1789/10175/10112/10051/991/2317/10592/10541/9585/79682/150468/983/1163/11065/4673/5167/9824/50854",23
"GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP","GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP","GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP","23/696","200/21355",1.70200150368403e-07,5.4228551054486e-06,3.61809124682516e-06,"6175/11151/1666/3646/6164/6146/6230/6125/10541/6194/6202/6189/6130/6133/6157/3921/6201/6124/6228/9045/6136/6170/6222",23
"GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_DN","GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_DN","GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_DN","23/696","200/21355",1.70200150368403e-07,5.4228551054486e-06,3.61809124682516e-06,"3459/6790/54498/24137/994/896/1058/4751/3709/1026/54478/283120/8553/481/890/10205/7108/4085/5347/55872/6241/128178/64218",23
"GSE3982_DC_VS_BCELL_UP","GSE3982_DC_VS_BCELL_UP","GSE3982_DC_VS_BCELL_UP","23/696","200/21355",1.70200150368403e-07,5.4228551054486e-06,3.61809124682516e-06,"211/7145/6790/8714/1594/2335/1718/8727/6385/1026/5420/948/408/26509/351/8682/2203/79605/2517/754/3916/6256/23654",23
"GSE41978_KLRG1_HIGH_VS_LOW_EFFECTOR_CD8_TCELL_DN","GSE41978_KLRG1_HIGH_VS_LOW_EFFECTOR_CD8_TCELL_DN","GSE41978_KLRG1_HIGH_VS_LOW_EFFECTOR_CD8_TCELL_DN","23/696","200/21355",1.70200150368403e-07,5.4228551054486e-06,3.61809124682516e-06,"8839/334/6175/24137/6164/6146/6230/6125/7913/6194/6189/6130/2746/6133/1345/6157/4176/567/6201/6228/6136/6170/6222",23
"GSE9878_CTRL_VS_EBF_TRANSDUCED_PAX5_KO_PRO_BCELL_DN","GSE9878_CTRL_VS_EBF_TRANSDUCED_PAX5_KO_PRO_BCELL_DN","GSE9878_CTRL_VS_EBF_TRANSDUCED_PAX5_KO_PRO_BCELL_DN","23/696","200/21355",1.70200150368403e-07,5.4228551054486e-06,3.61809124682516e-06,"284403/3732/22974/994/3055/7468/896/4751/84263/25902/81930/57486/84824/3832/8654/2177/64946/57650/2898/56905/699/5167/9824",23
"KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_UP","KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_UP","KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_UP","23/696","200/21355",1.70200150368403e-07,5.4228551054486e-06,3.61809124682516e-06,"10460/332/24137/81502/4001/991/3925/23397/51614/9787/7153/6941/3832/4288/9133/29127/3148/1345/3921/983/6241/1163/128239",23
"GSE7568_IL4_VS_IL4_AND_DEXAMETHASONE_TREATED_MACROPHAGE_UP","GSE7568_IL4_VS_IL4_AND_DEXAMETHASONE_TREATED_MACROPHAGE_UP","GSE7568_IL4_VS_IL4_AND_DEXAMETHASONE_TREATED_MACROPHAGE_UP","21/696","171/21355",1.91625925188615e-07,6.06735585628451e-06,4.04809766960948e-06,"55635/5982/118/23594/2717/642/7358/9173/4751/7852/11113/7913/151648/9700/79075/396/10733/29127/4085/699/4311",21
"GSE37301_HEMATOPOIETIC_STEM_CELL_VS_CD4_TCELL_UP","GSE37301_HEMATOPOIETIC_STEM_CELL_VS_CD4_TCELL_UP","GSE37301_HEMATOPOIETIC_STEM_CELL_VS_CD4_TCELL_UP","21/696","174/21355",2.57826190647719e-07,8.11271727839345e-06,5.41274859869125e-06,"54443/26999/4084/55771/9319/3161/489/22974/57580/7153/2799/3832/1062/890/4288/9133/6280/5347/2548/9516/23654",21
"GSE6269_E_COLI_VS_STAPH_AUREUS_INF_PBMC_DN","GSE6269_E_COLI_VS_STAPH_AUREUS_INF_PBMC_DN","GSE6269_E_COLI_VS_STAPH_AUREUS_INF_PBMC_DN","21/696","175/21355",2.84183905989446e-07,8.88688683791688e-06,5.92926914965635e-06,"54480/64834/51150/334/3383/57136/23420/3614/54682/533/6185/5447/10970/1545/2588/23218/6280/2629/3916/4122/4758",21
"GSE13547_WT_VS_ZFX_KO_BCELL_DN","GSE13547_WT_VS_ZFX_KO_BCELL_DN","GSE13547_WT_VS_ZFX_KO_BCELL_DN","21/696","177/21355",3.44462216200265e-07,1.0705801148899e-05,7.14283613961285e-06,"10460/55635/7431/55771/9319/4616/5932/3925/23397/57486/5983/55143/79075/3832/79180/4288/64946/6280/4085/699/8519",21
"GSE34205_RSV_VS_FLU_INF_INFANT_PBMC_DN","GSE34205_RSV_VS_FLU_INF_INFANT_PBMC_DN","GSE34205_RSV_VS_FLU_INF_INFANT_PBMC_DN","22/696","195/21355",4.38810102213942e-07,1.35549510842429e-05,9.04376917977515e-06,"23224/537/6720/3993/2734/140699/896/57580/4502/283120/5025/9445/7009/4061/824/51246/567/162394/22883/4296/374395/8519",22
"GSE6269_FLU_VS_STAPH_AUREUS_INF_PBMC_DN","GSE6269_FLU_VS_STAPH_AUREUS_INF_PBMC_DN","GSE6269_FLU_VS_STAPH_AUREUS_INF_PBMC_DN","20/696","167/21355",5.61358542230891e-07,1.723540833298e-05,1.14993446832752e-05,"7431/3459/4084/334/3383/25797/1026/79143/5025/948/967/10970/6386/6279/6280/1508/1717/6256/4758/6648",20
"GSE13485_DAY3_VS_DAY7_YF17D_VACCINE_PBMC_DN","GSE13485_DAY3_VS_DAY7_YF17D_VACCINE_PBMC_DN","GSE13485_DAY3_VS_DAY7_YF17D_VACCINE_PBMC_DN","22/696","198/21355",5.71213075357302e-07,1.73279367650305e-05,1.15610790102256e-05,"4254/3161/54498/4616/5427/2274/9787/53/1514/675/11004/2040/4061/51246/162394/55872/8204/8349/8519/8329/7124/4082",22
"GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA5_STIM_CD8_TCELL_UP","GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA5_STIM_CD8_TCELL_UP","GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA5_STIM_CD8_TCELL_UP","22/696","198/21355",5.71213075357302e-07,1.73279367650305e-05,1.15610790102256e-05,"55635/259266/9319/284403/1789/22974/23594/162/4605/7434/8727/11113/9787/10024/9700/11004/4288/9133/9401/3148/983/6241",22
"GSE13411_NAIVE_BCELL_VS_PLASMA_CELL_DN","GSE13411_NAIVE_BCELL_VS_PLASMA_CELL_DN","GSE13411_NAIVE_BCELL_VS_PLASMA_CELL_DN","22/696","199/21355",6.22908123531822e-07,1.85626620812483e-05,1.23848791619856e-05,"54480/22974/3614/642/10112/57415/55157/8727/4245/8654/5163/9133/861/2203/81620/983/10761/11065/9212/23466/64218/4758",22
"GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_IL12_CD8_TCELL_DN","GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_IL12_CD8_TCELL_DN","GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_IL12_CD8_TCELL_DN","22/696","199/21355",6.22908123531822e-07,1.85626620812483e-05,1.23848791619856e-05,"54443/10460/5982/9319/4171/332/23594/642/9144/10635/4001/991/7153/10733/1382/4288/4085/983/1717/1163/7124/6648",22
"GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_UP","GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_UP","GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_UP","22/696","199/21355",6.22908123531822e-07,1.85626620812483e-05,1.23848791619856e-05,"4171/38/6164/975/6230/6144/3178/6194/6229/6233/6130/10525/6133/6157/5569/6201/6165/4673/51466/6170/780/6222",22
"GSE18203_CTRL_VS_INTRATUMORAL_CPG_INJ_MC38_TUMOR_DN","GSE18203_CTRL_VS_INTRATUMORAL_CPG_INJ_MC38_TUMOR_DN","GSE18203_CTRL_VS_INTRATUMORAL_CPG_INJ_MC38_TUMOR_DN","22/696","200/21355",6.7886079437224e-07,1.86908086102705e-05,1.24703776357509e-05,"6790/22974/4616/10175/994/1666/9144/57415/1058/3925/7153/8553/890/4288/9133/3148/699/983/6241/1163/11065/9516",22
"GSE22140_HEALTHY_VS_ARTHRITIC_GERMFREE_MOUSE_CD4_TCELL_DN","GSE22140_HEALTHY_VS_ARTHRITIC_GERMFREE_MOUSE_CD4_TCELL_DN","GSE22140_HEALTHY_VS_ARTHRITIC_GERMFREE_MOUSE_CD4_TCELL_DN","22/696","200/21355",6.7886079437224e-07,1.86908086102705e-05,1.24703776357509e-05,"6515/334/3383/5641/5054/6185/1026/51614/1514/5025/5292/7057/6229/5045/6004/9114/824/7039/56905/10134/3303/7124",22
"GSE22443_IL2_VS_IL12_TREATED_ACT_CD8_TCELL_DN","GSE22443_IL2_VS_IL12_TREATED_ACT_CD8_TCELL_DN","GSE22443_IL2_VS_IL12_TREATED_ACT_CD8_TCELL_DN","22/696","200/21355",6.7886079437224e-07,1.86908086102705e-05,1.24703776357509e-05,"10460/3459/6790/5427/4605/80331/427/9144/10635/23397/7852/440275/84824/2799/6941/396/6202/10018/29127/3921/1163/9212",22
"GSE22886_NAIVE_BCELL_VS_DC_DN","GSE22886_NAIVE_BCELL_VS_DC_DN","GSE22886_NAIVE_BCELL_VS_DC_DN","22/696","200/21355",6.7886079437224e-07,1.86908086102705e-05,1.24703776357509e-05,"57136/2717/30844/3614/25797/81533/4245/948/967/2799/10592/79180/481/8682/6692/6383/2548/22928/23654/4758/3303/2878",22
"GSE24574_BCL6_HIGH_TFH_VS_TFH_CD4_TCELL_DN","GSE24574_BCL6_HIGH_TFH_VS_TFH_CD4_TCELL_DN","GSE24574_BCL6_HIGH_TFH_VS_TFH_CD4_TCELL_DN","22/696","200/21355",6.7886079437224e-07,1.86908086102705e-05,1.24703776357509e-05,"23224/537/3655/9701/1186/6164/6206/6146/7852/4502/6386/4240/6202/6233/861/824/2194/22883/1649/3916/6228/9516",22
"GSE24574_NAIVE_VS_TCONV_CD4_TCELL_UP","GSE24574_NAIVE_VS_TCONV_CD4_TCELL_UP","GSE24574_NAIVE_VS_TCONV_CD4_TCELL_UP","22/696","200/21355",6.7886079437224e-07,1.86908086102705e-05,1.24703776357509e-05,"6515/1117/22974/3655/4616/5641/994/11151/7852/11113/4502/3337/5292/57326/3148/11065/1649/7262/8519/9045/26020/9060",22
"GSE24634_NAIVE_CD4_TCELL_VS_DAY10_IL4_CONV_TREG_DN","GSE24634_NAIVE_CD4_TCELL_VS_DAY10_IL4_CONV_TREG_DN","GSE24634_NAIVE_CD4_TCELL_VS_DAY10_IL4_CONV_TREG_DN","22/696","200/21355",6.7886079437224e-07,1.86908086102705e-05,1.24703776357509e-05,"259266/64834/38/10403/6790/22974/9780/10112/10051/991/55686/79143/10606/5983/11004/9133/9232/1508/567/6241/1163/51363",22
"GSE29618_MONOCYTE_VS_MDC_UP","GSE29618_MONOCYTE_VS_MDC_UP","GSE29618_MONOCYTE_VS_MDC_UP","22/696","200/21355",6.7886079437224e-07,1.86908086102705e-05,1.24703776357509e-05,"334/4792/427/10135/25797/1514/948/967/2799/55654/10970/9445/6386/1545/6279/6280/1508/51363/3916/6256/4082/6648",22
"GSE33162_HDAC3_KO_VS_HDAC3_KO_MACROPHAGE_DN","GSE33162_HDAC3_KO_VS_HDAC3_KO_MACROPHAGE_DN","GSE33162_HDAC3_KO_VS_HDAC3_KO_MACROPHAGE_DN","22/696","200/21355",6.7886079437224e-07,1.86908086102705e-05,1.24703776357509e-05,"7431/489/10269/24137/10175/9173/3925/7913/1968/85415/8553/10592/10541/6941/6386/1062/4288/10525/3148/4085/6241/1163",22
"GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH1_DN","GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH1_DN","GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH1_DN","22/696","200/21355",6.7886079437224e-07,1.86908086102705e-05,1.24703776357509e-05,"6790/332/23594/5427/4522/7468/3925/4751/81930/2181/1026/9787/9700/10592/9133/516/9232/55872/699/6241/1163/347",22
"GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH2_DN","GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH2_DN","GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH2_DN","22/696","200/21355",6.7886079437224e-07,1.86908086102705e-05,1.24703776357509e-05,"1829/5982/9319/6790/332/5427/7272/10051/4602/4502/9787/7153/967/9700/55215/9133/516/9232/2194/983/6241/1435",22
"GSE40273_GATA1_KO_VS_WT_TREG_UP","GSE40273_GATA1_KO_VS_WT_TREG_UP","GSE40273_GATA1_KO_VS_WT_TREG_UP","22/696","200/21355",6.7886079437224e-07,1.86908086102705e-05,1.24703776357509e-05,"10403/10269/10175/2717/1209/1949/5618/1058/4602/7852/81533/51659/201266/2588/516/93185/57650/4085/6609/26960/1163/55666",22
"GSE45365_NK_CELL_VS_CD8A_DC_UP","GSE45365_NK_CELL_VS_CD8A_DC_UP","GSE45365_NK_CELL_VS_CD8A_DC_UP","22/696","200/21355",6.7886079437224e-07,1.86908086102705e-05,1.24703776357509e-05,"3459/4084/22978/5641/11151/1186/6164/54682/1058/9445/28988/6941/283537/4061/493869/567/79837/51148/754/10134/64218/51466",22
"GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_UP","GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_UP","GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_UP","22/696","200/21355",6.7886079437224e-07,1.86908086102705e-05,1.24703776357509e-05,"259266/55771/9319/6319/5427/57136/5932/991/23397/54478/51659/201266/57082/2588/11004/890/4288/9133/9401/11248/128239/9824",22
"GSE37532_WT_VS_PPARG_KO_LN_TCONV_DN","GSE37532_WT_VS_PPARG_KO_LN_TCONV_DN","GSE37532_WT_VS_PPARG_KO_LN_TCONV_DN","21/696","185/21355",7.21957888158473e-07,1.97699387103288e-05,1.31903657404089e-05,"10460/7431/3161/332/994/5932/7468/7358/25906/7913/8553/10592/57082/3832/1062/79180/83540/890/4288/3148/1435",21
"GSE9601_UNTREATED_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_UP","GSE9601_UNTREATED_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_UP","GSE9601_UNTREATED_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_UP","20/696","176/21355",1.2988829377358e-06,3.53771019492987e-05,2.36033566104678e-05,"8938/1535/4084/51150/22974/332/11151/30844/4001/11113/57580/55143/10956/5292/396/11004/6004/682/81876/1435",20
"FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_UP","FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_UP","FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_UP","14/696","92/21355",1.6110599597306e-06,4.36450789090654e-05,2.91196933897831e-05,"57214/10135/25902/4502/5292/7057/6004/1646/4319/7262/4312/7124/4082/6648",14
"GSE37301_MULTIPOTENT_PROGENITOR_VS_PRO_BCELL_DN","GSE37301_MULTIPOTENT_PROGENITOR_VS_PRO_BCELL_DN","GSE37301_MULTIPOTENT_PROGENITOR_VS_PRO_BCELL_DN","20/696","179/21355",1.69522016504041e-06,4.56807731707167e-05,3.04778944565776e-05,"2519/2717/51566/30844/1209/2625/8714/5420/54795/4240/8416/2746/124565/55450/89797/255743/1960/8204/169200/1435",20
"GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN","GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN","GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN","21/696","197/21355",2.01967583449247e-06,5.38509356712572e-05,3.59289701083398e-05,"8555/3655/427/2091/2887/3614/6387/8821/6194/5292/6202/8878/11282/57326/6157/596/6201/2517/9516/6136/6222",21
"GSE22886_NAIVE_CD4_TCELL_VS_DC_UP","GSE22886_NAIVE_CD4_TCELL_VS_DC_UP","GSE22886_NAIVE_CD4_TCELL_VS_DC_UP","21/696","197/21355",2.01967583449247e-06,5.38509356712572e-05,3.59289701083398e-05,"58473/23224/26999/8555/118/994/3646/2625/8821/900/6230/3337/3178/8573/57326/4054/5569/596/6165/613/50854",21
"VAN_DEN_BIGGELAAR_PBMC_PREVNAR_9MO_INFANT_STIMULATED_VS_UNSTIMULATED_8MO_UP","VAN_DEN_BIGGELAAR_PBMC_PREVNAR_9MO_INFANT_STIMULATED_VS_UNSTIMULATED_8MO_UP","VAN_DEN_BIGGELAAR_PBMC_PREVNAR_9MO_INFANT_STIMULATED_VS_UNSTIMULATED_8MO_UP","13/696","81/21355",2.04401440819177e-06,5.42145392246047e-05,3.6171563872713e-05,"9319/6790/4751/9928/11113/57082/83540/55872/150468/983/9212/8329/9824",13
"GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_DN","GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_DN","GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_DN","21/696","198/21355",2.19152734828818e-06,5.78243622209786e-05,3.85800126938231e-05,"38/10403/4522/57136/857/3614/991/81533/4245/7153/10592/27090/3832/79682/5163/9133/4085/171546/51363/23705/64218",21
"GSE10325_CD4_TCELL_VS_MYELOID_UP","GSE10325_CD4_TCELL_VS_MYELOID_UP","GSE10325_CD4_TCELL_VS_MYELOID_UP","21/696","199/21355",2.37658916693919e-06,5.81632885010336e-05,3.88061419529202e-05,"58473/7175/23224/11320/3655/2625/642/8821/900/10314/3337/4609/5292/56950/57326/4054/596/4603/613/9725/51466",21
"GSE19941_UNSTIM_VS_LPS_STIM_IL10_KO_NFKBP50_KO_MACROPHAGE_UP","GSE19941_UNSTIM_VS_LPS_STIM_IL10_KO_NFKBP50_KO_MACROPHAGE_UP","GSE19941_UNSTIM_VS_LPS_STIM_IL10_KO_NFKBP50_KO_MACROPHAGE_UP","21/696","199/21355",2.37658916693919e-06,5.81632885010336e-05,3.88061419529202e-05,"259266/26090/994/2625/25906/7272/8942/23397/11113/7153/3832/79180/64946/9133/29127/4085/150468/699/983/55010/51466",21
"GSE20727_CTRL_VS_ROS_INHIBITOR_TREATED_DC_DN","GSE20727_CTRL_VS_ROS_INHIBITOR_TREATED_DC_DN","GSE20727_CTRL_VS_ROS_INHIBITOR_TREATED_DC_DN","21/696","199/21355",2.37658916693919e-06,5.81632885010336e-05,3.88061419529202e-05,"259266/55771/118/6319/4605/994/81502/11151/54868/4602/7153/891/53/5292/1062/10769/79682/171546/699/6241/64218",21
"GSE20727_DNFB_ALLERGEN_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_DN","GSE20727_DNFB_ALLERGEN_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_DN","GSE20727_DNFB_ALLERGEN_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_DN","21/696","199/21355",2.37658916693919e-06,5.81632885010336e-05,3.88061419529202e-05,"8938/9319/22978/54682/7272/10112/1058/51659/8553/2317/79075/5045/9123/79180/10733/11004/51097/64946/57650/1508/55872",21
"GSE21379_WT_VS_SAP_KO_CD4_TCELL_DN","GSE21379_WT_VS_SAP_KO_CD4_TCELL_DN","GSE21379_WT_VS_SAP_KO_CD4_TCELL_DN","21/696","199/21355",2.37658916693919e-06,5.81632885010336e-05,3.88061419529202e-05,"55771/54820/1033/57820/994/896/80303/55686/8727/54478/84824/481/2674/9232/5347/55872/22843/7351/55010/128178/4758",21
"GSE21546_WT_VS_SAP1A_KO_AND_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_DN","GSE21546_WT_VS_SAP1A_KO_AND_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_DN","GSE21546_WT_VS_SAP1A_KO_AND_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_DN","21/696","199/21355",2.37658916693919e-06,5.81632885010336e-05,3.88061419529202e-05,"54820/1033/994/80303/55686/8727/3709/6385/7153/84824/23164/481/890/2674/57326/5347/11065/22843/9537/7351/128178",21
"GSE22229_RENAL_TRANSPLANT_VS_HEALTHY_PBMC_UP","GSE22229_RENAL_TRANSPLANT_VS_HEALTHY_PBMC_UP","GSE22229_RENAL_TRANSPLANT_VS_HEALTHY_PBMC_UP","21/696","199/21355",2.37658916693919e-06,5.81632885010336e-05,3.88061419529202e-05,"10460/54820/10403/6790/994/10051/23397/6385/1026/9787/6941/1062/83540/890/4288/4061/9232/11065/22843/55010/9516",21
"GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_IN_SLE2C1_MOUSE_UP","GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_IN_SLE2C1_MOUSE_UP","GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_IN_SLE2C1_MOUSE_UP","21/696","199/21355",2.37658916693919e-06,5.81632885010336e-05,3.88061419529202e-05,"6515/22974/3655/994/11151/6387/7852/11113/4502/3337/5292/4240/3087/81544/23218/5099/11065/1649/8519/9516/9060",21
"GSE23114_WT_VS_SLE2C1_MOUSE_SPLEEN_B1A_BCELL_DN","GSE23114_WT_VS_SLE2C1_MOUSE_SPLEEN_B1A_BCELL_DN","GSE23114_WT_VS_SLE2C1_MOUSE_SPLEEN_B1A_BCELL_DN","21/696","199/21355",2.37658916693919e-06,5.81632885010336e-05,3.88061419529202e-05,"5476/7023/5427/994/1186/9780/3614/7852/11113/4502/3337/5292/5211/81544/2899/4597/5099/11065/1649/7262/9045",21
"GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP","GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP","GSE26156_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP","21/696","199/21355",2.37658916693919e-06,5.81632885010336e-05,3.88061419529202e-05,"23224/26999/2260/3655/4616/9701/6164/6206/6146/4502/9924/10956/6386/6202/6233/22883/1649/8519/3916/6228/26020",21
"GSE29618_MONOCYTE_VS_PDC_UP","GSE29618_MONOCYTE_VS_PDC_UP","GSE29618_MONOCYTE_VS_PDC_UP","21/696","199/21355",2.37658916693919e-06,5.81632885010336e-05,3.88061419529202e-05,"6515/334/3055/427/10135/55603/25797/6533/1514/10970/9445/6386/1545/79180/824/6280/23580/6256/283131/4082/6648",21
"GSE33424_CD161_HIGH_VS_NEG_CD8_TCELL_DN","GSE33424_CD161_HIGH_VS_NEG_CD8_TCELL_DN","GSE33424_CD161_HIGH_VS_NEG_CD8_TCELL_DN","21/696","199/21355",2.37658916693919e-06,5.81632885010336e-05,3.88061419529202e-05,"54443/4171/332/4605/2625/991/3925/11113/7153/55143/890/5163/9133/29127/80145/4085/2150/4176/983/1163/51466",21
"GSE42021_TREG_VS_TCONV_PLN_DN","GSE42021_TREG_VS_TCONV_PLN_DN","GSE42021_TREG_VS_TCONV_PLN_DN","21/696","199/21355",2.37658916693919e-06,5.81632885010336e-05,3.88061419529202e-05,"54820/57136/10486/8727/9787/54478/5270/23787/316/7739/26353/23400/11282/5364/3148/10653/1717/7351/51363/955/4082",21
"GSE42724_NAIVE_VS_B1_BCELL_DN","GSE42724_NAIVE_VS_B1_BCELL_DN","GSE42724_NAIVE_VS_B1_BCELL_DN","21/696","199/21355",2.37658916693919e-06,5.81632885010336e-05,3.88061419529202e-05,"2091/6164/6146/6125/57580/6194/408/6130/23218/6280/1345/3921/22883/6201/6124/81876/125144/116447/6256/2878/60674",21
"GSE9650_NAIVE_VS_EFF_CD8_TCELL_DN","GSE9650_NAIVE_VS_EFF_CD8_TCELL_DN","GSE9650_NAIVE_VS_EFF_CD8_TCELL_DN","21/696","199/21355",2.37658916693919e-06,5.81632885010336e-05,3.88061419529202e-05,"5476/64834/332/1033/7272/8992/4502/9787/151648/85415/8553/6941/10609/29127/824/3148/9232/983/9212/9516/26020",21
"GSE10239_NAIVE_VS_KLRG1INT_EFF_CD8_TCELL_DN","GSE10239_NAIVE_VS_KLRG1INT_EFF_CD8_TCELL_DN","GSE10239_NAIVE_VS_KLRG1INT_EFF_CD8_TCELL_DN","21/696","200/21355",2.57576400394426e-06,5.87784704683857e-05,3.92165870870793e-05,"54443/10460/5982/54820/30844/1666/3925/4751/1026/3832/10733/51097/890/64946/516/57650/4085/221150/55872/1163/9212",21
