"","Nalm6_0hr_Pred_Rep1","Nalm6_0hr_Pred_Rep2","Nalm6_0hr_Pred_Rep3","A687_24hr_Pred_Rep1","A687_24hr_Pred_Rep2","A687_24hr_Pred_Rep3"
"MFN1",3339,2342,3673,2237,2332,2017
"MFN2",17626,12982,18476,4674,4672,3982
"MFNG",15623,11002,15474,2851,2721,2446
"MFRP",0,0,0,0,0,0
"MFSD1",3793,2804,3964,1029,1080,925
"MFSD10",5446,4061,5544,1498,1448,1260
"MFSD11",1749,1367,1922,748,865,666
"MFSD12",7021,5020,7141,2687,2737,2327
"MFSD13A",857,610,881,158,157,164
"MFSD13B",0,0,1,0,0,0
"MFSD14A",8348,6155,8695,3219,3485,2852
"MFSD14B",12470,9184,13355,2506,2558,2104
"MFSD14C",1159,881,1204,503,488,484
"MFSD1P1",0,0,0,0,0,0
"MFSD2A",3598,2677,3731,359,367,321
"MFSD2B",35,23,37,7,9,8
"MFSD3",1040,711,989,1637,1910,1525
"MFSD4A",16,6,10,11,13,16
"MFSD4B",907,711,1009,266,250,211
"MFSD4BP1",0,0,0,0,0,0
"MFSD5",2291,1611,2149,579,587,518
"MFSD6",866,678,901,773,822,636
"MFSD6L",6,9,4,1,0,1
"MFSD7",0,0,0,0,0,0
"MFSD8",2183,1718,2494,881,904,762
"MFSD9",2736,2025,2969,813,874,711
"MGA",7799,5477,7623,1572,1674,1497
"MGAM",6,5,2,9,7,5
"MGAM2",4,0,2,0,0,0
"MGARP",6,1,4,0,4,1
"MGAT1",14007,9835,14256,3769,3853,3213
"MGAT2",8362,6140,9132,2356,2420,2052
"MGAT2P1",0,0,0,0,0,0
"MGAT2P2",0,0,0,0,0,0
"MGAT3",13,6,10,8,11,9
"MGAT3-AS1",0,0,0,0,0,0
"MGAT4A",3899,2820,4350,668,627,592
"MGAT4B",3828,2730,3770,2990,2944,2461
"MGAT4C",0,1,1,0,0,0
"MGAT4D",0,0,0,0,0,0
"MGAT4EP",4,4,0,7,3,3
"MGAT5",12988,9169,13128,10283,10351,8822
"MGAT5B",1691,1295,1804,2112,2090,1798
"MGC15885",0,0,0,0,0,0
"MGC16275",7,6,10,0,0,1
"MGC27382",1,2,3,0,0,0
"MGC2752",0,0,0,0,0,0
"MGC32805",0,0,0,0,0,0
"MGC39584",0,0,0,0,0,0
"MGC45922",20,12,36,10,8,3
"MGEA5",19492,14462,19987,9918,10566,8638
"MGLL",389,274,370,1,4,0
"MGME1",2990,2114,3226,1898,1894,1523
"MGMT",1973,1404,2073,480,492,399
"MGP",101,55,117,0,1,0
"MGRN1",4964,3598,5133,2617,2649,2324
"MGST1",0,2,1,0,0,0
"MGST2",255,155,226,0,1,0
"MGST3",1555,1012,1541,2036,1974,1587
"MIA",8,7,6,0,0,2
"MIA-RAB4B",0,0,0,0,0,0
"MIA2",0,0,0,0,0,0
"MIA3",5766,4197,6576,3967,4064,3300
"MIAT",115,131,128,249,239,223
"MIATNB",414,331,472,194,174,163
"MIB1",7596,5694,7697,4781,5177,4149
"MIB2",3577,2651,3563,1481,1525,1277
"MICA",791,577,834,125,140,105
"MICAL1",13031,10017,13949,5845,6023,5112
"MICAL2",579,489,706,40,48,47
"MICAL3",5184,4044,5522,2046,1955,1847
"MICALCL",29,17,12,5,9,3
"MICALL1",4845,3652,5133,2808,2714,2419
"MICALL2",195,120,165,179,177,167
"MICB",3477,2467,3571,1299,1271,1132
"MICC",0,0,5,0,0,0
"MICD",1,0,0,3,0,1
"MICE",57,40,50,0,0,2
"MICF",4,3,0,2,1,4
"MICG",1,0,0,0,0,0
"MICU1",5374,3827,5625,1627,1740,1462
"MICU2",5547,3970,5767,2701,2812,2503
"MICU3",1,1,3,0,0,0
"MID1",127,108,147,462,450,406
"MID1IP1",6273,4339,6251,2942,3004,2490
"MID1IP1-AS1",46,48,44,20,27,20
"MID2",0,0,1,0,0,0
"MIDN",9380,6699,9366,2980,3106,2533
"MIEF1",17445,12780,18460,4630,4709,4142
"MIEF2",621,408,657,286,261,207
"MIEN1",3119,2095,3228,1632,1625,1319
"MIER1",6762,5126,6840,1716,1772,1452
"MIER2",581,368,594,167,189,183
"MIER3",9965,7644,10445,2033,2087,1775
"MIF",3714,2285,3421,2035,2128,1544
"MIF-AS1",106,85,93,40,41,36
"MIF4GD",2128,1514,2044,687,704,561
"MIIP",3881,2695,4025,1403,1315,1224
"MILR1",693,578,798,48,44,38
"MIMT1",0,0,0,0,0,0
"MINA",7090,5220,8025,0,10,5
"MINCR",247,165,246,331,329,240
"MINK1",9753,7225,10669,2801,2808,2416
"MINOS1",440,348,507,214,247,198
"MINOS1-NBL1",0,0,0,0,0,0
"MINOS1P2",3,3,8,4,2,0
"MINOS1P3",1,0,1,0,0,1
"MINOS1P4",0,0,0,0,0,0
"MINPP1",94,57,84,245,253,215
"MIOS",6234,4763,6784,2408,2593,2095
"MIOX",3,7,7,77,77,70
"MIOXP1",0,0,0,0,0,0
"MIP",21,11,17,0,1,2
"MIPEP",1456,1117,1577,698,722,561
"MIPEPP1",1,1,6,0,1,0
"MIPEPP2",0,0,0,0,0,0
"MIPEPP3",193,151,195,48,50,39
"MIPOL1",1,0,0,0,0,0
"MIR1-1HG",0,0,0,0,0,0
"MIR100HG",2,1,6,0,0,0
"MIR10A",0,0,0,0,0,0
"MIR1199",71,54,64,22,29,16
"MIR122",1,0,0,0,0,0
"MIR124-2HG",0,2,1,0,0,0
"MIR1302-10",4,7,11,0,0,0
"MIR1302-2",0,1,1,0,0,0
"MIR1302-9",2,1,0,1,0,0
"MIR130B",219,191,256,159,174,134
"MIR133A1HG",0,0,0,0,0,0
"MIR137HG",0,0,0,0,0,0
"MIR142",21778,15947,21810,2148,2257,1935
"MIR1539",1,0,3,0,1,0
"MIR155HG",0,0,0,506,486,457
"MIR17HG",1384,1074,1384,1076,1187,1040
"MIR181A1HG",137,97,144,41,48,34
"MIR181A2HG",247,193,242,60,65,51
"MIR193BHG",26,16,32,2,8,3
"MIR194-2HG",11,9,14,3,8,5
"MIR19B2",0,0,0,0,0,0
"MIR202HG",0,0,0,0,0,0
"MIR2052HG",0,0,0,0,0,0
"MIR205HG",0,0,0,0,0,0
"MIR210",4,3,5,4,4,5
"MIR210HG",242,156,202,91,102,92
"MIR2117HG",0,0,0,0,0,0
"MIR217HG",186,131,150,18,14,10
"MIR219A2",0,0,0,0,0,0
"MIR222HG",335,275,386,378,408,333
"MIR223",194,130,192,0,4,2
"MIR22HG",292,213,327,66,81,48
"MIR24-2",251,182,244,71,58,52
"MIR296",2,0,1,3,1,1
"MIR29A",75,63,66,20,15,18
"MIR302B",1,0,2,0,1,0
"MIR3142HG",165,153,209,573,556,485
"MIR3150B",23,24,34,1,0,3
"MIR3179-1",6,7,6,0,1,3
"MIR3179-2",0,0,0,0,0,0
"MIR3179-3",0,0,2,0,0,0
"MIR3180-1",4,4,6,0,0,0
"MIR3180-2",0,0,0,0,0,0
"MIR3180-3",0,0,0,0,0,0
"MIR3180-4",2,6,2,0,0,1
"MIR3184",1,1,2,0,0,0
"MIR31HG",0,0,0,0,0,0
"MIR325HG",0,0,0,0,0,0
"MIR34A",37,19,39,2,6,1
"MIR3622A",0,0,0,0,0,0
"MIR365B",2,2,0,1,0,0
"MIR3663HG",0,0,0,0,0,0
"MIR3681HG",0,0,0,1,4,1
"MIR371B",0,0,0,0,0,0
"MIR378D2",3,0,5,0,0,0
"MIR381HG",0,0,0,0,0,0
"MIR3911",41,27,44,34,36,30
"MIR3945HG",7,1,2,0,0,0
"MIR3976HG",0,0,0,0,0,0
"MIR4290HG",0,0,0,0,0,0
"MIR4300HG",0,0,0,0,0,0
"MIR4307HG",0,0,0,0,0,0
"MIR4313",0,1,0,0,0,0
"MIR4432HG",76,89,84,0,0,0
"MIR4435-2HG",6,1,3,5,11,8
"MIR4453",639,517,760,414,445,359
"MIR4458HG",1,0,4,425,527,388
"MIR4496",144,95,149,0,0,0
"MIR4500HG",2,0,0,0,0,0
"MIR4697HG",162,120,157,6,1,0
"MIR4732",0,0,0,0,0,0
"MIR497HG",23,12,24,1,1,1
"MIR503HG",0,1,0,98,91,95
"MIR519A2",0,0,0,0,0,0
"MIR548XHG",0,0,0,0,0,0
"MIR568",0,0,0,0,0,0
"MIR5689HG",5,0,3,4,2,1
"MIR600HG",2546,1788,2242,1784,2024,1696
"MIR646HG",66,61,77,1,5,2
"MIR663AHG",926,549,614,239,282,229
"MIR670HG",0,0,0,0,0,0
"MIR6820",803,545,831,235,257,225
"MIR7-3HG",0,2,0,0,0,1
"MIR7515HG",0,0,0,0,0,0
"MIR762HG",348,215,323,148,164,131
"MIR8069-1",0,0,0,0,0,0
"MIR9-3HG",9,6,7,0,0,0
"MIR92B",77,64,108,1,2,3
"MIR940",158,95,188,68,77,49
"MIR99AHG",169,121,176,42,63,39
"MIRLET7BHG",182,134,190,65,59,56
"MIRLET7DHG",0,1,0,0,1,0
"MIS12",8494,6183,9217,2419,2460,1939
"MIS18A",4720,3500,5035,1171,1227,979
"MIS18A-AS1",9,9,5,3,3,0
"MIS18BP1",6149,5044,7148,1089,1177,884
"MISP",4,3,3,1,3,2
"MITD1",2699,2004,2951,1028,1193,846
"MITF",2,3,5,0,0,0
"MIXL1",0,1,1,0,0,0
"MKI67",42985,33211,45285,8932,9487,7802
"MKI67P1",2,1,2,1,1,0
"MKKS",3003,2095,3327,1660,1706,1418
"MKL1",2657,1909,2941,2948,2917,2613
"MKL2",2869,2107,2992,2795,3016,2445
"MKLN1",7852,5834,7552,3653,3939,3190
"MKLN1-AS",121,58,103,39,22,21
"MKNK1",3078,2225,3274,1894,1866,1623
"MKNK1-AS1",0,1,0,0,0,0
"MKNK2",23563,16772,24248,4337,4260,3653
"MKNK2P1",1,0,0,0,0,0
"MKRN1",7064,5177,7657,2482,2499,2079
"MKRN2",7156,5185,7654,2413,2456,2120
"MKRN2OS",1,0,0,0,0,0
"MKRN3",3434,2796,3764,46,50,54
"MKRN3-AS1",0,0,0,0,0,0
"MKRN4P",905,662,970,1,2,2
"MKRN5P",1,3,0,3,1,0
"MKRN9P",5,4,3,3,0,4
"MKRNP2",2,0,5,0,0,0
"MKS1",2301,1717,2400,370,363,314
"MKX",0,0,1,0,0,0
"MKX-AS1",0,0,0,0,0,0
"MLANA",0,1,0,1,0,0
"MLC1",0,3,5,180,133,144
"MLEC",31879,23239,34751,12306,12281,10596
"MLECP1",0,0,0,0,0,0
"MLF1",7,10,12,0,0,0
"MLF2",11696,8200,12082,3619,3702,3172
"MLH1",6708,4676,6833,2476,2446,2132
"MLH3",1738,1278,1918,99,116,100
"MLIP",0,0,0,18,8,19
"MLIP-AS1",0,0,0,0,0,0
"MLIP-IT1",0,0,0,0,0,0
"MLK7-AS1",3,2,3,0,0,0
"MLKL",1778,1397,2042,357,375,334
"MLLT1",12889,9661,13831,5079,5185,4523
"MLLT10",4553,3490,5068,2541,2614,2212
"MLLT10P1",34,35,37,0,0,0
"MLLT10P2",10,3,11,0,0,0
"MLLT11",3345,2379,3510,4619,4661,3857
"MLLT3",4,8,2,1,1,5
"MLLT4",5852,4563,6527,9329,9921,8341
"MLLT4-AS1",21,13,16,158,187,156
"MLLT6",32001,23721,32967,15199,15153,13402
"MLN",15,7,6,0,0,0
"MLNR",2,0,0,1,0,0
"MLPH",4,2,1,0,0,0
"MLST8",7720,5374,7444,3343,3225,2792
"MLX",7918,5686,8975,3612,3630,3154
"MLXIP",33983,25327,32916,10942,11191,9941
"MLXIPL",0,0,2,0,1,0
"MLYCD",857,651,904,443,465,403
"MMAA",791,540,841,447,509,435
"MMAB",3140,2288,3281,1386,1308,1111
"MMACHC",1328,1027,1613,1051,1059,840
"MMADHC",5039,3735,5427,4467,4596,3705
"MMD",1667,1273,1815,1206,1233,1033
"MMD2",0,0,0,0,0,0
"MME",106984,79518,113579,714,837,653
"MME-AS1",2,4,2,0,0,0
"MMEL1",3,1,3,0,0,2
"MMGT1",5885,4224,6306,1555,1561,1241
"MMP1",0,0,0,0,0,0
"MMP10",0,0,0,0,0,0
"MMP11",637,427,614,908,878,872
"MMP12",0,0,0,0,0,0
"MMP13",0,0,0,0,0,0
"MMP14",859,597,837,82,101,96
"MMP15",47,27,48,56,55,39
"MMP16",3,0,2,0,0,0
"MMP17",2,0,4,391,351,336
"MMP19",11,3,1,2,0,0
"MMP2",14,13,22,0,0,0
"MMP20",0,0,0,0,0,0
"MMP21",21,11,13,4,0,3
"MMP23A",3,2,8,8,7,4
"MMP23B",2,4,5,2,3,6
"MMP24",12,4,16,0,1,0
"MMP24-AS1",1986,1448,1955,1142,1102,988
"MMP25",98,75,125,10,9,9
"MMP25-AS1",2506,1886,2684,1329,1400,1185
"MMP26",0,0,0,0,0,0
"MMP27",0,0,0,0,0,0
"MMP28",66,58,55,12,17,11
"MMP3",0,0,0,0,0,0
"MMP7",0,0,0,6,0,6
"MMP8",0,0,2,0,0,1
"MMP9",7,1,0,0,0,0
"MMRN1",2,6,17,0,3,0
"MMRN2",3,1,3,0,0,0
"MMS19",13914,10137,14557,5501,5704,4849
"MMS22L",8902,6982,9900,1061,1215,972
"MN1",18,25,20,108,140,93
"MNAT1",1039,758,1170,388,400,319
"MND1",4724,3535,5129,1321,1293,1006
"MNDA",2,1,1,0,0,0
"MNS1",887,701,1027,77,85,60
"MNT",6096,4495,6421,1679,1868,1621
"MNX1",0,0,0,0,0,0
"MNX1-AS1",0,0,0,0,0,0
"MNX1-AS2",0,0,1,0,0,0
"MOAP1",3067,2206,3102,2513,2606,2137
"MOB1A",38129,28616,40701,13270,13628,10995
"MOB1AP1",0,0,0,0,0,0
"MOB1AP2",0,0,0,0,0,0
"MOB1B",7156,5759,7540,3837,4082,3410
"MOB2",1633,1091,1627,676,749,613
"MOB3A",3001,2111,2966,1166,1138,949
"MOB3B",234,170,289,57,63,47
"MOB3C",1010,781,1068,1351,1235,1087
"MOB4",1366,994,1492,710,733,626
"MOBP",4,4,3,0,2,1
"MOCOS",22,9,12,2,7,1
"MOCS1",1,1,1,0,0,1
"MOCS1P1",0,0,0,0,0,0
"MOCS2",3848,2724,4030,558,504,405
"MOCS3",1588,1079,1612,440,518,399
"MOG",3,2,3,0,0,0
"MOGAT1",1,0,0,0,0,0
"MOGAT2",0,0,0,0,0,0
"MOGAT3",1,1,1,0,0,0
"MOGS",8595,6216,9081,3746,3785,3420
"MOK",642,479,706,1649,1754,1501
"MON1A",1357,971,1498,700,724,636
"MON1B",9867,7308,10349,3609,3615,3073
"MON2",5496,4278,5733,2352,2470,2076
"MORC1",0,0,0,0,0,0
"MORC1-AS1",0,0,0,0,0,0
"MORC2",3549,2548,3911,2759,2702,2322
"MORC2-AS1",2,0,2,0,2,1
"MORC3",3028,2372,3272,1407,1566,1207
"MORC4",9,7,3,10,4,6
"MORF4",72,42,66,31,31,11
"MORF4L1",28629,20624,29929,12243,12591,9896
"MORF4L1P1",1113,828,1108,509,568,438
"MORF4L1P4",1,1,0,0,0,0
"MORF4L1P5",0,0,0,0,0,0
"MORF4L1P6",0,0,0,0,0,0
"MORF4L1P7",0,0,0,0,0,0
"MORF4L2",13975,10125,15026,10094,10523,8470
"MORF4L2-AS1",276,232,349,91,114,104
"MORF4L2P1",3,0,0,0,0,0
"MORN1",388,324,442,247,238,191
"MORN2",527,320,505,23,21,28
"MORN3",97,79,83,6,6,13
"MORN4",7,4,6,66,58,53
"MORN5",1,1,0,0,0,0
"MOS",1,1,0,0,0,0
"MOSPD1",1501,1037,1634,444,432,403
"MOSPD2",2086,1640,2345,549,535,473
"MOSPD3",905,675,983,505,461,425
"MOV10",8804,6399,9366,5609,5666,4880
"MOV10L1",4,6,7,2,0,0
"MOXD1",5,1,10,0,0,0
"MOXD2P",0,0,0,0,0,0
"MPC1",2744,1822,2811,1142,1200,1029
"MPC1L",2,2,2,0,0,0
"MPC2",3048,2159,3028,2645,2753,2226
"MPDU1",5616,4063,5776,1822,1839,1530
"MPDZ",2,0,2,0,0,0
"MPEG1",661,458,657,0,1,0
"MPG",2945,2084,2878,1393,1445,1297
"MPHOSPH10",9380,6870,10574,3369,3564,2942
"MPHOSPH6",4050,2998,4323,1508,1633,1231
"MPHOSPH8",5707,4349,6550,3373,3420,2906
"MPHOSPH9",8872,6866,9512,3208,3467,2886
"MPI",5967,4055,6072,1920,1936,1641
"MPL",0,0,0,0,0,2
"MPLKIP",3958,2935,4101,1392,1408,1246
"MPND",2264,1645,2199,1099,1120,928
"MPO",157,109,137,0,1,0
"MPP1",13945,9965,14050,1432,1525,1319
"MPP2",2225,1667,2325,166,159,146
"MPP3",1078,843,1289,94,81,102
"MPP4",10,11,13,2,5,0
"MPP5",3446,2521,3825,774,812,689
"MPP6",8061,6063,8745,6724,7209,5852
"MPP7",4298,3419,4760,895,986,819
"MPPE1",1716,1159,1681,808,882,700
"MPPE1P1",0,0,0,0,0,0
"MPPED1",13,9,12,1,0,1
"MPPED2",5633,4036,5702,368,365,311
"MPRIP",26133,19193,26122,19240,19029,16512
"MPRIP-AS1",0,0,0,0,0,0
"MPRIPP1",39,27,25,19,27,20
"MPST",5839,4039,5726,3339,3533,3089
"MPTX1",0,0,0,0,0,0
"MPV17",4858,3457,4898,2700,2755,2491
"MPV17L",2,2,2,0,1,0
"MPV17L2",2420,1621,2466,513,586,435
"MPZ",93,98,118,27,31,25
"MPZL1",8527,6220,8917,5821,6221,5173
"MPZL2",1,0,0,0,0,0
"MPZL3",0,0,1,5,5,7
"MR1",2291,1704,2542,2087,2160,1834
"MRAP",0,1,0,0,0,0
"MRAP2",1092,737,1087,1,0,0
"MRAS",10,17,26,26,35,34
"MRC1",0,0,0,1,1,2
"MRC1L1",10,4,8,1,1,0
"MRC2",542,367,480,1565,1460,1297
"MRE11A",7146,5648,7723,3349,3469,2879
"MRE11B",3,3,8,3,0,1
"MREG",562,443,607,309,332,276
"MREGP1",1,1,1,0,0,0
"MRFAP1",14983,10672,16107,5345,5335,4566
"MRFAP1L1",7596,5438,8235,1427,1429,1263
"MRGBP",4090,3049,4439,1290,1368,1137
"MRGPRD",0,0,0,0,0,0
"MRGPRE",0,0,0,1,0,0
"MRGPRF",0,0,2,0,0,0
"MRGPRF-AS1",0,0,0,0,0,0
"MRGPRG",0,0,0,0,0,0
"MRGPRG-AS1",0,0,0,0,2,1
"MRGPRX1",0,0,0,0,0,0
"MRGPRX2",4,1,4,4,7,2
"MRGPRX3",0,0,0,0,0,0
"MRGPRX4",0,0,0,0,0,0
"MRI1",5047,3710,5503,329,380,321
"MRLN",0,5,4,1,0,0
"MRM1",2391,1708,2738,1163,1118,1024
"MRM2",5137,3643,5475,1928,1906,1565
"MRM3",3525,2357,3488,885,904,719
"MRO",0,2,0,1,0,0
"MROH1",622,461,653,185,220,196
"MROH2A",0,0,0,0,0,0
"MROH2B",0,0,0,0,0,0
"MROH3P",30,31,41,2,2,2
"MROH4P",0,0,0,0,0,0
"MROH5",0,0,0,0,0,0
"MROH6",1431,984,1414,635,627,525
"MROH7",0,0,1,0,0,0
"MROH7-TTC4",0,0,0,0,0,0
"MROH8",297,271,337,143,157,158
"MROH9",0,0,0,0,0,0
"MRPL1",3369,2405,3537,1456,1520,1245
"MRPL10",3972,2934,4061,2148,2050,1758
"MRPL11",5963,4164,5926,1762,1745,1470
"MRPL12",842,568,825,394,391,269
"MRPL13",4814,3397,5034,2295,2453,1940
"MRPL14",5417,3678,5395,1405,1377,1164
"MRPL15",7934,5636,8703,3350,3361,2686
"MRPL15P1",0,1,0,0,0,0
"MRPL16",7766,5396,7964,1982,2061,1751
"MRPL17",5808,4223,6094,1969,1963,1722
"MRPL18",5628,4115,6021,2295,2173,1958
"MRPL19",7162,5456,7796,2835,2805,2403
"MRPL2",3638,2573,3588,1546,1474,1218
"MRPL20",10605,7673,10648,3433,3397,2959
"MRPL20P1",0,0,0,0,0,0
"MRPL21",3401,2438,3434,1043,1095,877
"MRPL22",3425,2353,3475,1212,1277,1010
"MRPL22P1",0,1,1,2,0,0
"MRPL23",3472,2374,3357,1632,1707,1487
"MRPL23-AS1",0,0,0,0,0,0
"MRPL24",4864,3278,4984,2321,2343,2027
"MRPL27",5433,3640,5563,1363,1403,1228
"MRPL28",6550,4601,6393,2641,2634,2273
"MRPL2P1",0,0,0,0,0,0
"MRPL3",18026,12888,18964,6354,6379,5481
"MRPL30",5230,3761,5430,1544,1694,1458
"MRPL30P1",2,0,0,1,0,0
"MRPL32",6923,5039,7281,2583,2713,2230
"MRPL32P1",0,0,0,0,0,0
"MRPL33",1463,951,1451,2502,2452,2049
"MRPL34",3657,2655,3709,1212,1123,1048
"MRPL35",6362,4609,7132,2168,2229,1687
"MRPL35P1",0,0,0,0,0,0
"MRPL35P2",0,1,1,1,0,0
"MRPL35P3",4,0,4,0,3,0
"MRPL35P4",0,0,0,0,0,0
"MRPL36",3376,2195,3168,1074,1044,932
"MRPL37",12268,8420,12418,4823,4936,4071
"MRPL37P1",0,2,0,0,0,0
"MRPL38",766,573,767,227,226,203
"MRPL39",3518,2472,3699,1598,1679,1415
"MRPL3P1",27,29,32,3,11,5
"MRPL4",11364,7840,11124,2156,2275,1946
"MRPL40",2527,1614,2360,765,711,629
"MRPL40P1",21,17,27,7,10,4
"MRPL41",436,234,317,253,299,192
"MRPL42",13531,10071,13935,4350,4607,3806
"MRPL42P2",2,2,1,0,0,0
"MRPL42P3",0,0,0,0,0,0
"MRPL42P4",0,0,0,0,0,0
"MRPL42P6",0,0,0,0,0,0
"MRPL43",3909,2636,3959,1354,1501,1330
"MRPL44",6104,4182,6168,2213,2260,1822
"MRPL45",4704,3334,5021,2664,2721,2280
"MRPL45P1",2,0,1,1,1,3
"MRPL46",736,576,800,222,232,205
"MRPL47",6004,4243,6144,1881,1893,1508
"MRPL48",4259,2883,4210,1247,1227,1042
"MRPL48P1",1,0,0,0,0,0
"MRPL49",6071,4399,6663,2072,2082,1786
"MRPL49P1",0,0,0,0,0,0
"MRPL49P2",0,0,0,0,0,0
"MRPL50",4873,3647,5257,1762,1783,1613
"MRPL50P1",0,0,0,0,0,0
"MRPL50P2",3,1,1,2,2,1
"MRPL50P4",0,0,0,0,0,0
"MRPL51",8022,5558,8399,3920,3982,3358
"MRPL51P2",0,0,0,0,0,0
"MRPL52",5755,4156,5877,2107,2217,1891
"MRPL53",389,298,415,132,140,128
"MRPL53P1",0,0,0,0,0,0
"MRPL54",3367,2277,3281,694,708,636
"MRPL55",2453,1806,2519,1072,1049,973
"MRPL57",4085,2969,4319,1857,1870,1651
"MRPL57P1",0,0,0,0,0,0
"MRPL57P3",0,0,0,0,0,0
"MRPL57P6",0,0,0,0,0,0
"MRPL57P7",0,0,0,0,0,0
"MRPL57P8",0,0,0,0,0,0
"MRPL58",2779,1995,2924,849,874,722
"MRPL9",6044,4212,6318,1659,1756,1456
"MRPL9P1",0,0,0,0,0,0
"MRPS10",8007,6113,8485,3011,3064,2480
"MRPS10P1",0,0,1,0,0,0
"MRPS10P2",0,1,0,0,0,0
"MRPS11",4415,3052,4555,1537,1485,1271
"MRPS11P1",0,0,0,0,0,0
"MRPS12",5015,3356,4979,1759,1714,1586
"MRPS14",4060,3057,4330,2440,2705,2110
"MRPS15",5951,4154,6071,3591,3770,3230
"MRPS15P1",1,1,0,0,0,0
"MRPS16",12110,8781,12566,5295,5577,4727
"MRPS16P1",0,0,0,0,0,0
"MRPS16P2",0,0,0,0,0,0
"MRPS16P3",0,0,0,0,0,0
"MRPS17",1532,1039,1508,316,333,286
"MRPS17P1",4,1,4,0,0,0
"MRPS17P3",0,0,0,0,0,0
"MRPS17P5",0,0,0,0,0,0
"MRPS17P9",0,0,0,0,0,0
"MRPS18A",1405,935,1314,1078,981,794
"MRPS18AP1",2,1,1,0,0,1
"MRPS18B",7433,5174,8056,3070,3080,2597
"MRPS18BP1",0,0,0,0,0,0
"MRPS18BP2",0,0,0,0,1,0
"MRPS18C",3818,2669,3888,1235,1282,1040
"MRPS18CP4",0,0,1,0,0,0
"MRPS18CP6",0,0,0,0,0,0
"MRPS2",9393,6684,9485,2682,2833,2416
"MRPS21",3334,2424,3359,1690,1717,1424
"MRPS21P1",0,0,1,0,0,0
"MRPS21P2",0,0,0,0,0,0
"MRPS21P3",0,0,0,0,0,0
"MRPS21P6",0,0,0,0,1,0
"MRPS21P7",0,0,0,1,0,0
"MRPS21P8",0,0,0,0,0,0
"MRPS21P9",0,0,0,0,0,0
"MRPS22",4833,3372,5114,1821,1942,1638
"MRPS23",8141,5527,8369,2236,2300,2032
"MRPS24",53,36,56,19,22,11
"MRPS25",14087,11095,16110,6959,7592,6453
"MRPS26",6284,4275,6111,1844,1834,1530
"MRPS27",14312,10081,14945,6497,6774,5496
"MRPS28",582,400,644,184,157,131
"MRPS30",4882,3682,5316,2512,2630,2225
"MRPS31",2498,1778,2638,1106,1190,987
"MRPS31P1",0,0,0,0,0,0
"MRPS31P2",5,2,1,7,12,7
"MRPS31P4",156,127,168,59,69,52
"MRPS31P5",208,151,216,82,87,86
"MRPS33",1137,798,1173,1300,1357,1018
"MRPS33P2",0,0,0,0,0,0
"MRPS33P3",0,0,0,0,0,0
"MRPS33P4",0,0,0,1,0,0
"MRPS34",8953,6103,8637,2858,2740,2320
"MRPS35",8953,6370,9424,3366,3468,2889
"MRPS35P2",0,0,0,0,0,0
"MRPS35P3",0,0,0,0,0,0
"MRPS36",1871,1358,1912,919,1007,866
"MRPS36P1",9,1,11,2,1,1
"MRPS36P2",0,0,0,0,0,0
"MRPS36P3",0,0,0,0,0,0
"MRPS36P4",0,0,0,0,0,0
"MRPS36P5",0,0,0,0,0,0
"MRPS5",6232,4490,6743,3532,3783,3179
"MRPS5P3",0,0,0,0,0,0
"MRPS5P4",0,0,0,0,0,0
"MRPS6",2290,1641,2399,1004,1072,828
"MRPS6P2",0,0,0,0,0,0
"MRPS6P4",0,0,0,0,0,0
"MRPS7",9561,6659,9951,2496,2618,2184
"MRPS9",6112,4346,6715,2654,2958,2279
"MRRF",6361,4687,6489,2045,2267,1874
"MRRFP1",4,5,9,1,4,4
"MRS2",4663,3529,4948,1,3,5
"MRTO4",20047,13935,20549,4526,4470,3987
"MRVI1",412,310,375,4,3,1
"MRVI1-AS1",1,1,1,0,0,0
"MS4A1",86,87,117,203,221,177
"MS4A10",0,0,0,0,0,0
"MS4A12",0,0,0,0,0,0
"MS4A13",0,0,0,0,0,0
"MS4A14",0,0,1,10,7,6
"MS4A15",0,0,0,2,1,0
"MS4A18",0,0,0,0,0,0
"MS4A2",0,0,0,1,0,0
"MS4A3",0,0,0,0,0,0
"MS4A4A",10,1,13,1,1,0
"MS4A4E",0,0,0,0,1,0
"MS4A5",0,0,0,0,0,0
"MS4A6A",1,2,4,6,6,13
"MS4A6E",1,0,0,0,0,0
"MS4A7",4,11,1,19,17,32
"MS4A8",0,0,0,0,1,0
"MSANTD1",83,49,82,12,8,5
"MSANTD2",2147,1544,2263,797,931,689
"MSANTD2P1",2,1,0,0,0,0
"MSANTD3",1357,975,1465,496,521,408
"MSANTD3-TMEFF1",0,0,0,0,0,0
"MSANTD4",3950,2929,4258,1340,1400,1080
"MSC",1,1,0,0,0,0
"MSC-AS1",0,0,1,0,0,0
"MSGN1",10,3,3,0,0,0
"MSH2",2123,1563,2211,6521,6856,5708
"MSH3",1877,1453,1967,1731,1824,1316
"MSH4",63,43,69,11,12,8
"MSH5",2192,1816,2207,483,617,411
"MSH5-SAPCD1",0,0,0,0,0,0
"MSH6",19431,14065,20700,39406,40037,33376
"MSI1",7,13,14,0,0,0
"MSI2",57090,43327,58995,15931,16278,13362
"MSL1",14546,10893,16204,8291,8463,7011
"MSL2",11154,8105,11576,2635,2811,2331
"MSL3",5491,4027,5734,2261,2467,2042
