"","Nalm6_0hr_Pred_Rep1","Nalm6_0hr_Pred_Rep2","Nalm6_0hr_Pred_Rep3","A687_24hr_Pred_Rep1","A687_24hr_Pred_Rep2","A687_24hr_Pred_Rep3"
"ABCA6",6.53406203741322,8.82855501848996,7.3550863180927,7.32849627255868,9.84193551351023,10.3555084256096
"ABCA7",1445.80972718762,1475.1712839986,1441.59691834617,1259.03565962558,1331.47327589917,1394.54180131543
"ABCA9",11.8801127952968,11.2363427508054,10.1839656712053,39.5738798718169,42.1797236293296,39.6961156315036
"ABCB10",2811.42869300698,2863.66220963384,2843.58952574876,6702.64269088217,6485.83550340324,6770.77659227776
"ABCB10P3",1.18801127952968,5.6181713754027,1.13155174124503,10.2598947815822,9.84193551351023,6.90367228373975
"ABCB4",1452.34378922503,1475.97387990937,1497.6087295378,202.26649712262,191.214747119627,226.095267292477
"ABCB6",204.931945718869,190.21523085292,193.4953477529,41.0395791263286,61.86359465635,43.1479517733734
"ABCB7",2477.59752345914,2414.20849960162,2548.82029715443,2743.78900444597,2706.53226621531,2823.60196404956
"ABCB8",2532.84004795727,2565.09653082672,2513.74219317584,2317.27052138306,2248.17926944327,2445.62590651481
"ABCB9",700.92665492251,659.733838654432,603.682853954224,215.457790413225,226.364516810735,243.354448001826
"ABCC1",5274.77008111177,5293.12003154012,5375.43654678452,7004.57673731159,6617.99863744181,7478.40300136108
"ABCC10",1070.992168496,1191.05233158537,1050.64579174601,1097.80874162929,1107.92074066372,1209.86856772539
"ABCC11",11.8801127952968,13.6441304831209,14.1443967655629,0,1.40599078764432,8.62959035467469
"ABCC2",269.084554813472,291.342315610169,278.9275042169,332.713730774164,379.617512663966,398.687074385971
"ABCC4",2908.25161228865,2954.35554755105,2952.78426877891,2780.43148580876,2869.62719758205,2999.64560728492
"ABCC5",3696.49709625659,3891.78757133253,4105.83549310759,8298.78917904545,8223.64011693162,8983.40355921635
"ABCC6",7.12806767717806,16.0519182154363,9.05241392996024,0,0,1.72591807093494
"ABCC8",1.18801127952968,2.40778773231545,2.26310348249006,0,4.21797236293296,3.45183614186988
"ABCD1",744.289066625343,731.164874713123,738.903287033005,705.001341420145,624.259909714077,652.397030813406
"ABCD2",14.850140994121,19.2623018585236,14.7101726361854,153.898421723732,182.778802393761,160.510380596949
"ABCD3",3138.72580051741,3237.6719040535,3267.35565284503,5528.61758801827,5352.60692856192,5740.4035039296
"ABCD4",3637.09653228011,3491.2922118574,3660.00410705705,4748.86558461803,4580.71798614519,4980.99955271823
"ABCE1",16606.6156709056,17076.8331934919,17422.5021599497,16615.166749145,16594.9092665659,16879.4787337437
"ABCF1",12815.0776722866,12613.5973336898,13148.6312332673,9512.38816178117,9210.64564985793,9209.49882650883
"ABCF2",12853.0940332316,12629.6492519053,13413.4143407186,8204.9844267567,8011.33550799733,8458.72446565213
"ABCF2P1",10.6921015157671,10.4337468400336,8.48663805933773,8.79419552707042,8.43594472586591,1.72591807093494
"ABCF3",3837.87043852062,3847.64479624008,3859.7229893868,3809.352362476,3661.20001102581,3974.78931736316
"ABCG1",6096.27988090654,5882.22543004663,5765.25612164343,17.5883910541408,21.0898618146648,24.1628529930891
"ABCG2",570.245414174245,579.47424757725,591.801560671151,1777.89319572274,1673.12903729674,1777.69561306299
"ABCG4",4.15803947835387,3.21038364308726,6.78931044747018,0,0,0
"ABHD1",3.56403383858903,1.60519182154363,3.39465522373509,0,0,0
